COMM,RatioCommentToCode,Added_lines,OWN_LINE,CountLineCodeDecl,ADEV,CountClassCoupled,CountLine,CountSemicolon,DDEV,CountOutput_Max,Del_lines,CountLineCodeExe,CountStmtDecl,CountLineCode,CountLineComment,CountStmt,CountOutput_Mean,CountLineBlank,CountStmtExe
2,1.55,112,0.696428571428571,9,2,1,56,8,2,2,0,4,9,20,31,12,1.66666666666667,5,3
6,0.38,233,0.761061946902655,23,6,15,113,42,5,23,7,45,21,71,27,47,12.5,15,26
3,6.0,143,0.323529411764706,7,3,1,68,5,3,1,13,0,6,9,54,6,1.0,5,0
4,0.32,421,0.937799043062201,43,4,5,209,63,3,12,3,62,45,136,44,89,5.3,29,44
2,1.65,126,0.317460317460317,9,2,0,62,9,2,3,0,7,9,20,33,13,2.0,9,4
3,1.01,691,0.392961876832845,54,3,6,341,67,3,7,9,52,57,153,154,94,2.73913043478261,34,37
3,0.89,382,0.566844919786096,20,3,0,186,34,3,4,0,36,24,92,82,57,2.3,12,33
2,1.75,166,0.373493975903614,14,2,5,83,13,2,3,0,6,14,28,49,18,2.5,6,4
3,1.27,205,0.61,18,3,6,99,17,3,9,2,16,15,40,51,23,4.33333333333333,8,8
3,1.65,115,0.947368421052632,14,3,2,57,12,3,4,1,6,13,17,28,14,4.0,12,1
3,0.75,402,0.538071065989848,37,3,8,196,41,3,15,8,39,30,100,75,57,4.22222222222222,21,27
2,0.39,648,0.858024691358025,33,2,1,324,65,2,7,0,86,50,202,79,104,1.96666666666667,43,54
2,2.5,76,0.605263157894737,5,2,0,38,4,2,2,0,2,5,10,25,6,2.0,3,1
1,4.22,49,1.0,4,1,1,49,3,1,3,0,1,4,9,38,5,2.0,2,1
2,2.67,72,0.583333333333333,5,2,0,36,3,2,1,0,1,5,9,24,5,1.0,3,0
3,0.78,195,0.40625,14,3,3,96,18,2,10,3,18,14,46,36,26,6.33333333333333,14,12
2,1.42,102,0.352941176470588,10,2,2,50,7,2,3,0,8,8,19,27,10,2.5,4,2
1,1.11,83,1.0,13,1,6,83,18,1,4,0,14,14,35,39,23,3.0,9,9
1,3.0,35,0.371428571428571,4,1,1,34,3,1,3,0,1,4,8,24,5,3.0,2,1
4,5.79,216,0.80952380952381,12,4,3,105,11,4,1,6,1,12,14,81,12,1.0,10,0
2,1.62,280,0.792857142857143,16,2,1,140,20,2,7,0,14,16,47,76,29,2.85714285714286,17,13
1,1.46,69,0.579710144927536,11,1,3,69,9,1,3,0,5,9,26,38,14,2.33333333333333,5,5
2,3.43,68,0.382352941176471,4,2,0,33,2,2,1,0,0,4,7,24,4,1.0,2,0
2,2.08,82,0.707317073170732,6,2,1,41,6,2,4,0,3,6,12,25,8,4.0,4,2
3,0.93,278,0.579710144927536,27,3,12,137,42,3,14,2,29,29,61,57,51,2.85714285714286,19,22
2,4.8,60,0.433333333333333,3,2,0,30,2,2,0,0,0,3,5,24,3,0.0,1,0
3,1.71,261,0.453846153846154,14,3,5,130,17,3,5,3,14,14,45,77,24,3.25,9,10
6,0.76,649,0.263473053892216,48,6,7,333,73,6,14,3,70,51,171,130,104,3.78947368421053,32,53
4,0.54,482,0.792682926829268,41,4,21,246,68,3,26,4,73,42,131,71,82,4.22222222222222,44,40
2,1.35,194,0.804123711340206,13,2,1,97,10,2,1,0,8,13,37,50,19,0.714285714285714,10,6
2,1.1,274,0.445255474452555,15,2,2,137,16,2,4,0,17,15,59,65,29,2.25,13,14
4,1.43,341,0.820987654320988,28,4,7,162,29,4,5,10,22,28,58,83,40,3.4,21,12
5,1.14,1182,0.68259385665529,95,5,16,587,109,4,22,7,105,85,255,291,148,4.63157894736842,42,63
2,0.43,184,0.71195652173913,46,2,10,184,65,1,14,0,62,46,110,47,75,4.33333333333333,27,29
2,0.76,546,0.864468864468865,50,2,1,273,57,2,8,0,45,49,135,103,82,1.8,35,33
4,0.45,212,0.740384615384615,28,4,9,104,43,3,12,4,33,29,60,27,47,5.33333333333333,17,18
2,2.06,122,0.704918032786885,7,2,1,61,6,2,2,0,4,7,18,37,10,1.66666666666667,6,3
1,3.8,27,1.0,3,1,0,27,2,1,0,0,0,3,5,19,3,0.0,3,0
2,1.39,860,0.911627906976744,40,2,2,430,48,2,15,0,58,37,166,230,82,2.9047619047619,34,45
2,1.0,136,0.735294117647059,11,2,2,68,13,2,4,0,10,13,30,30,18,1.75,8,5
5,1.69,892,0.290322580645161,42,5,6,433,56,4,13,30,57,40,144,244,84,2.77777777777778,45,44
2,4.5,94,0.574468085106383,6,2,1,47,5,2,1,0,0,6,8,36,6,1.0,3,0
2,2.0,80,0.525,6,2,1,40,6,2,3,0,3,6,12,24,8,3.0,4,2
1,6.4,38,0.684210526315789,3,1,0,38,2,1,1,0,0,3,5,32,3,1.0,1,0
2,3.25,76,0.552631578947368,5,2,0,37,3,2,1,0,0,5,8,26,5,1.0,3,0
3,0.82,231,0.721311475409836,15,3,5,122,27,3,13,1,28,19,57,47,35,4.5,18,16
4,0.97,833,0.871670702179177,53,4,6,413,75,4,7,6,66,59,189,183,109,2.57692307692308,41,50
3,0.37,1658,0.68780487804878,122,3,5,820,237,3,26,3,274,125,558,204,333,3.21951219512195,58,208
2,15.6,172,0.976744186046512,4,2,2,85,2,2,1,0,0,3,5,78,3,1.0,2,0
2,1.48,154,0.350649350649351,14,2,2,76,13,2,5,0,7,14,27,40,18,3.0,9,4
3,6.5,144,0.506172839506173,8,3,0,81,7,3,1,0,0,8,10,65,8,0.5,6,0
1,1.83,59,1.0,11,1,3,58,10,1,3,0,4,10,18,33,13,1.66666666666667,7,3
1,2.18,39,1.0,7,1,3,38,6,1,4,0,1,7,11,24,8,4.0,3,1
2,0.86,354,0.943502824858757,23,2,4,177,34,2,8,0,35,25,87,75,49,2.7,15,24
2,1.03,166,0.759036144578313,14,2,3,83,14,2,8,0,12,13,37,38,20,3.5,8,7
2,1.44,90,0.666666666666667,8,2,3,45,10,2,4,0,5,8,16,23,12,4.0,6,4
2,1.14,68,0.5,8,2,2,34,8,2,3,0,3,8,14,16,11,2.0,4,3
4,1.26,445,0.625570776255708,29,4,6,219,34,3,5,5,28,29,85,107,51,2.33333333333333,27,22
2,1.57,80,0.725,8,2,2,40,8,2,5,0,4,8,14,22,10,5.0,4,2
2,1.48,112,0.553571428571429,7,2,1,56,7,2,3,0,5,8,21,31,11,2.33333333333333,4,3
2,2.0,76,0.631578947368421,5,2,1,38,5,2,4,0,3,5,11,22,7,4.0,5,2
1,1.29,95,0.8,12,1,1,95,13,1,4,0,10,11,38,49,21,2.2,8,10
2,1.41,90,0.4,8,2,2,44,6,2,3,0,7,7,17,24,9,2.5,3,2
2,1.04,220,0.809090909090909,18,2,4,110,19,2,7,0,11,18,46,48,28,1.85714285714286,16,10
4,0.69,568,0.891304347826087,35,4,3,276,49,3,7,17,63,33,149,103,76,3.69230769230769,25,43
2,1.32,103,0.811881188118812,15,2,4,101,16,1,6,2,12,15,40,53,24,3.0,8,9
1,3.8,27,1.0,3,1,0,27,2,1,0,0,0,3,5,19,3,0.0,3,0
4,2.67,84,0.675675675675676,5,4,0,37,3,4,1,5,1,5,9,24,5,1.0,4,0
6,1.18,645,0.591054313099042,36,6,6,313,51,4,8,20,53,35,131,154,75,2.94117647058824,28,40
1,2.06,55,0.745454545454545,6,1,0,55,4,1,2,0,2,6,16,33,8,1.33333333333333,6,2
2,1.02,220,0.527272727272727,15,2,6,110,19,2,3,0,16,19,49,50,28,1.625,11,9
3,0.91,140,0.855072463768116,14,3,2,69,15,3,4,2,13,14,33,30,20,3.33333333333333,6,6
5,0.84,889,0.9337899543379,50,5,8,438,79,4,13,10,94,51,212,178,121,4.55555555555556,48,70
2,0.8,242,0.462809917355372,15,2,6,121,21,2,6,0,21,19,60,48,32,2.25,13,13
4,0.99,556,0.740601503759398,27,4,4,266,48,4,4,11,47,39,120,119,72,2.1,27,33
3,1.0,131,0.657142857142857,9,3,1,70,10,3,3,3,10,10,33,33,16,2.0,4,6
23,0.57,1381,0.51027397260274,95,23,9,584,131,7,19,218,131,92,329,187,195,2.84210526315789,68,103
2,1.52,538,0.602230483271376,33,2,8,269,45,2,11,0,39,34,100,152,62,3.77777777777778,19,28
2,1.48,122,0.295081967213115,9,2,0,61,9,2,3,0,7,9,21,31,13,2.0,9,4
2,1.76,130,0.676923076923077,9,2,2,65,9,2,3,0,5,9,21,37,13,2.33333333333333,7,4
2,1.0,80,0.5,10,2,5,40,8,2,3,0,2,10,16,16,12,2.33333333333333,8,2
2,0.72,498,1.0,68,2,8,496,104,2,8,2,110,82,261,187,144,2.68,48,62
7,1.11,453,0.893719806763285,25,7,1,207,31,4,9,38,36,24,89,99,45,4.5,19,21
3,1.2,103,0.653061224489796,12,3,4,49,14,3,6,5,8,12,20,24,16,6.0,5,4
6,0.84,712,0.522727272727273,61,6,13,351,65,4,8,6,64,57,171,144,98,2.88888888888889,36,41
2,1.69,80,0.75,6,2,1,40,7,2,4,0,4,6,13,22,9,4.0,5,3
2,1.3,140,0.557142857142857,10,2,0,70,7,2,1,0,5,11,27,35,13,0.6,8,2
3,1.12,167,0.337349397590361,13,3,7,83,15,3,6,1,9,13,33,37,21,2.2,13,8
2,2.19,108,0.5,7,2,5,54,6,2,2,0,5,7,16,35,8,1.0,3,1
3,1.62,97,0.666666666666667,10,3,5,48,10,3,5,1,5,10,16,26,12,5.0,6,2
2,0.91,312,0.865384615384615,26,2,2,156,27,2,4,0,20,26,69,63,42,2.53846153846154,24,16
2,2.36,82,0.634146341463415,6,2,1,41,5,2,3,0,3,6,11,26,7,3.0,4,1
4,1.41,204,0.89,21,4,8,100,18,3,14,4,15,18,37,52,23,7.5,11,5
3,1.1,934,0.880694143167028,64,3,6,461,67,3,3,12,62,64,196,215,110,2.26666666666667,50,46
2,3.88,88,0.636363636363636,6,2,1,44,5,2,1,0,0,6,8,31,6,1.0,5,0
2,3.38,74,0.351351351351351,4,2,1,37,2,2,1,0,0,4,8,27,4,1.0,2,0
3,1.12,122,0.75,11,3,4,60,13,3,9,2,9,12,26,29,18,5.5,5,6
3,1.36,1046,0.931034482758621,52,3,4,522,62,2,13,2,73,50,200,273,103,2.92592592592593,49,53
2,1.58,150,0.746666666666667,9,2,3,74,12,2,6,0,11,9,26,41,16,2.66666666666667,7,7
2,1.0,136,0.735294117647059,11,2,2,68,13,2,4,0,10,13,30,30,18,1.75,8,5
2,0.87,124,0.661290322580645,12,2,2,62,16,2,5,0,12,14,30,26,20,2.66666666666667,6,6
2,1.92,86,0.767441860465116,6,2,1,43,7,2,5,0,4,6,13,25,9,5.0,5,3
2,2.2,72,0.638888888888889,5,2,1,36,4,2,3,0,2,5,10,22,6,3.0,4,1
1,2.0,37,1.0,6,1,2,37,5,1,3,0,2,6,11,22,7,3.0,4,1
3,1.09,201,0.682692307692308,15,3,3,104,15,3,3,1,10,15,45,49,25,1.625,10,10
2,1.86,138,0.855072463768116,9,2,2,69,10,2,3,0,6,9,22,41,14,2.33333333333333,6,5
4,0.91,1248,0.919871794871795,77,4,7,624,111,3,7,624,124,86,297,271,156,2.64516129032258,56,70
2,3.71,70,0.485714285714286,5,2,1,35,4,2,0,0,0,5,7,26,5,0.0,2,0
2,2.4,76,0.736842105263158,5,2,1,38,4,2,3,0,2,5,10,24,6,3.0,4,1
2,1.21,362,0.464088397790055,20,2,3,181,27,2,11,0,30,21,76,92,40,3.85714285714286,13,19
2,0.62,220,0.481818181818182,14,2,6,110,27,2,8,0,29,20,63,39,35,2.85714285714286,8,15
2,1.04,120,0.35,12,2,3,59,10,2,4,0,15,10,26,27,13,3.0,6,3
2,1.77,78,0.615384615384615,6,2,2,39,7,2,4,0,4,6,13,23,9,4.0,3,3
2,3.5,74,0.378378378378378,3,2,0,37,2,2,1,0,1,3,8,28,4,1.0,1,1
4,0.77,290,0.577777777777778,24,4,9,135,35,4,14,15,27,24,65,50,44,4.4,20,20
2,1.41,260,0.746153846153846,17,2,0,130,15,2,1,0,10,17,49,69,26,1.0,12,9
2,2.56,70,0.571428571428571,5,2,0,35,3,2,1,0,1,5,9,23,5,1.0,3,0
4,0.74,232,0.700934579439252,25,4,8,106,37,3,15,13,35,24,58,43,42,11.0,5,18
2,2.25,86,0.395348837209302,5,2,2,43,3,2,1,0,1,5,12,27,6,1.0,4,1
1,2.5,53,0.547169811320755,6,1,1,53,5,1,2,0,2,6,14,35,8,2.0,4,2
2,5.4,66,0.393939393939394,3,2,1,33,2,2,1,0,0,3,5,27,3,1.0,1,0
2,1.19,122,0.918032786885246,7,2,8,61,15,2,19,0,16,7,26,31,17,19.0,4,10
2,2.44,70,0.628571428571429,4,2,0,35,3,2,2,0,2,4,9,22,5,2.0,4,1
2,2.3,72,0.583333333333333,5,2,0,36,4,2,2,0,2,5,10,23,6,2.0,3,1
2,1.62,120,0.533333333333333,7,2,0,60,6,2,1,0,5,7,21,34,11,1.0,5,4
4,0.43,220,0.462962962962963,19,4,4,107,20,4,4,4,44,17,69,30,26,1.8,9,9
4,1.0,124,0.725490196078431,14,4,8,51,17,4,11,13,12,13,24,24,19,11.0,3,6
2,5.22,124,0.774193548387097,7,2,0,62,6,2,1,0,0,7,9,47,7,0.8,6,0
3,4.5,72,0.371428571428571,4,3,0,35,3,2,0,2,0,4,6,27,4,0.0,2,0
3,0.92,720,0.545931758530184,47,3,11,381,73,3,8,2,68,57,176,162,104,2.26086956521739,43,47
2,4.43,82,0.634146341463415,5,2,0,41,4,2,1,0,0,5,7,31,5,0.5,3,0
3,0.89,69,0.573770491803279,10,3,0,61,10,2,3,8,6,10,28,25,16,1.4,8,6
3,0.92,167,0.698795180722892,16,3,8,83,18,3,8,1,13,16,39,36,24,6.0,8,8
2,0.61,178,0.606741573033708,18,2,4,88,20,2,4,0,32,16,51,31,23,2.0,8,7
2,0.67,216,0.62037037037037,25,2,6,107,26,2,10,0,24,20,58,39,34,5.2,10,14
2,1.28,132,0.621212121212121,13,2,3,66,14,2,4,0,10,14,25,32,19,1.75,9,5
3,1.3,156,0.552631578947368,8,3,8,76,12,3,5,2,10,8,30,39,18,3.8,7,10
2,0.71,61,1.0,18,2,4,61,20,2,7,61,12,18,31,22,23,5.0,8,5
2,1.19,286,0.79020979020979,16,2,1,143,18,2,2,0,17,16,57,68,31,1.33333333333333,18,15
3,0.47,334,0.879518072289157,10,3,10,170,39,3,5,2,52,10,98,46,50,3.25,26,40
3,0.51,287,0.377622377622378,31,3,18,143,34,3,18,1,34,26,88,45,47,6.66666666666667,10,21
2,0.92,280,0.792857142857143,20,2,4,140,19,2,5,0,18,19,64,59,33,3.41666666666667,17,14
3,1.69,455,0.960352422907489,19,3,0,227,26,3,4,1,21,19,68,115,39,2.08333333333333,44,20
3,1.23,119,0.689655172413793,14,3,5,58,17,3,7,3,11,14,22,27,19,7.0,9,5
7,1.22,306,0.72972972972973,13,7,5,111,14,4,8,93,14,12,46,56,23,3.6,9,11
2,7.7,188,0.957446808510638,8,2,1,94,7,2,1,0,0,8,10,77,8,1.0,7,0
2,1.48,122,0.295081967213115,9,2,0,61,9,2,3,0,7,9,21,31,13,2.0,9,4
2,1.21,194,0.721649484536082,20,2,8,96,21,2,9,0,14,20,39,47,27,4.0,10,7
2,1.31,168,0.380952380952381,12,2,1,84,11,2,3,0,6,12,32,42,18,1.5,10,6
8,0.67,2723,0.610580455547392,192,8,21,1362,287,5,15,8,311,198,739,495,415,2.775,133,217
3,1.14,110,0.925925925925926,14,3,3,54,17,3,4,2,8,15,21,24,20,4.0,9,5
4,0.84,235,0.923728813559322,24,4,7,118,27,4,9,1,15,24,57,48,37,2.0,13,13
3,1.19,898,0.278867102396514,56,3,12,459,75,3,14,0,72,53,190,227,112,3.4,42,59
4,1.78,116,0.946428571428571,9,4,2,56,9,4,3,4,6,9,18,32,12,2.5,6,3
6,1.3,343,0.617886178861789,15,6,5,123,20,5,6,59,16,13,47,61,28,3.28571428571429,15,15
5,0.35,247,0.714285714285714,28,5,5,119,49,4,17,9,40,30,80,28,56,9.25,11,26
2,1.95,124,0.32258064516129,9,2,2,61,8,2,2,0,4,9,19,37,12,1.66666666666667,5,3
2,1.93,92,0.608695652173913,5,2,2,46,4,2,2,0,3,5,14,27,7,1.5,5,2
2,2.2,74,0.648648648648649,5,2,1,37,4,2,3,0,2,5,10,22,6,3.0,5,1
2,6.8,80,0.65,3,2,1,40,2,2,0,0,0,3,5,34,3,0.0,1,0
4,1.32,124,0.56140350877193,11,4,10,57,13,4,10,6,8,11,22,29,16,6.0,6,5
5,0.52,1420,0.482857142857143,111,5,19,700,150,4,11,50,181,105,422,219,221,3.84848484848485,59,116
3,1.42,143,0.685714285714286,12,3,5,70,11,2,2,3,5,12,26,37,16,1.25,7,4
1,1.86,73,0.753424657534247,9,1,1,72,8,1,2,0,5,9,22,41,13,1.25,9,4
2,4.0,252,0.76984126984127,20,2,2,125,19,2,1,0,0,20,21,84,20,0.384615384615385,20,0
2,5.0,62,0.548387096774194,3,2,0,31,2,2,0,0,0,3,5,25,3,0.0,1,0
2,4.8,126,0.841269841269841,8,2,0,63,7,2,1,0,3,8,10,48,8,0.5,5,0
2,3.5,78,0.41025641025641,4,2,1,39,2,2,1,0,0,4,8,28,4,1.0,3,0
3,2.08,83,0.634146341463415,6,3,1,41,6,3,4,1,4,6,12,25,8,4.0,4,2
10,1.21,1004,0.941908713692946,61,10,10,482,78,4,9,31,66,68,199,241,117,2.48148148148148,42,49
3,0.77,124,0.688524590163934,14,3,2,61,19,3,5,2,14,15,30,23,22,4.0,8,7
2,1.41,156,0.730769230769231,9,2,3,78,8,2,4,0,6,9,29,41,15,3.0,8,6
2,0.64,208,0.548076923076923,16,2,2,103,26,2,5,0,25,18,56,36,35,2.42857142857143,11,17
2,2.5,76,0.605263157894737,5,2,0,38,4,2,2,0,2,5,10,25,6,2.0,3,1
2,3.62,80,0.325,6,2,1,40,5,2,0,0,1,6,8,29,6,0.0,3,0
4,0.98,183,0.788888888888889,15,4,4,90,18,3,8,3,16,15,41,40,24,4.5,9,9
2,1.58,108,0.740740740740741,8,2,0,54,7,2,1,0,3,8,19,30,11,1.0,5,3
4,1.13,712,0.464788732394366,54,4,8,355,52,4,5,2,68,39,157,177,80,3.23076923076923,21,41
4,0.94,252,0.779816513761468,18,4,7,109,25,4,13,13,21,19,48,45,32,3.4,16,13
3,1.71,208,0.631067961165049,16,3,3,103,14,3,7,2,14,13,34,58,19,3.75,11,6
2,5.0,32,1.0,3,2,0,32,2,1,1,0,0,3,5,25,3,1.0,2,0
5,0.85,412,0.585365853658537,34,5,6,205,43,3,8,13,35,36,98,83,58,3.375,24,22
2,3.57,68,0.588235294117647,3,2,0,34,1,2,1,0,0,3,7,25,3,1.0,2,0
2,2.4,78,0.769230769230769,5,2,0,39,4,2,2,0,2,5,10,24,6,2.0,5,1
2,1.24,148,0.702702702702703,12,2,6,74,11,2,7,0,6,12,29,36,17,3.2,9,5
1,1.73,32,1.0,6,1,3,32,5,1,4,0,1,6,11,19,7,4.0,2,1
4,1.18,366,0.605555555555556,25,4,5,179,29,3,7,6,20,25,73,86,44,1.8,20,19
2,2.3,72,0.583333333333333,5,2,0,36,4,2,2,0,2,5,10,23,6,2.0,3,1
2,5.0,90,0.666666666666667,5,2,0,45,4,2,0,0,2,5,7,35,5,0.0,3,0
3,0.37,714,0.845070422535211,34,3,6,355,191,3,14,4,189,34,230,86,202,8.375,39,168
2,1.7,268,0.283582089552239,16,2,2,133,20,2,5,0,16,15,44,75,28,4.0,14,13
4,1.74,165,0.731707317073171,9,4,5,82,10,3,3,83,7,11,27,47,15,1.8,8,4
4,0.59,521,0.732558139534884,47,4,5,258,60,3,13,5,57,49,144,85,81,3.0625,29,32
4,0.21,1376,0.991240875912409,115,4,5,685,198,3,28,6,215,121,499,103,273,2.4,83,152
3,0.64,257,0.418439716312057,22,3,5,141,27,3,6,0,23,22,78,50,39,1.625,13,17
2,2.25,86,0.302325581395349,5,2,2,43,3,2,1,0,1,5,12,27,6,1.0,4,1
3,0.87,501,0.928,34,3,1,250,47,3,10,1,47,31,117,102,67,3.77777777777778,31,36
3,1.56,139,0.315068493150685,11,3,2,73,10,3,3,8,5,11,25,39,15,2.0,9,4
2,3.36,104,0.538461538461538,9,2,3,52,8,2,1,0,0,9,11,37,9,1.0,4,0
5,0.65,586,0.469387755102041,51,5,8,293,65,4,12,2,62,51,161,105,92,3.64705882352941,27,41
3,1.08,231,0.634782608695652,20,3,7,115,21,3,10,1,17,19,50,54,29,5.5,11,10
2,1.53,94,0.468085106382979,7,2,4,47,11,2,5,0,7,7,17,26,13,5.0,4,6
3,1.83,317,0.689873417721519,17,3,1,158,22,3,6,1,15,17,46,84,30,2.66666666666667,28,13
6,0.99,847,0.804651162790698,53,6,1,430,76,5,20,8,66,55,192,191,113,1.77777777777778,47,58
2,0.7,210,0.961904761904762,16,2,4,105,23,2,6,0,24,19,53,37,31,2.8,15,12
2,2.14,94,0.638297872340426,6,2,1,47,5,2,2,0,2,6,14,30,8,1.5,3,2
2,2.45,86,0.302325581395349,5,2,2,42,3,2,1,0,1,5,11,27,6,1.0,4,1
9,1.07,300,0.393939393939394,19,9,8,99,21,6,9,129,17,19,42,45,28,4.33333333333333,12,9
2,2.56,70,0.457142857142857,5,2,0,35,3,2,1,0,1,5,9,23,5,1.0,3,0
2,2.67,74,0.648648648648649,5,2,0,37,3,2,1,0,1,5,9,24,5,1.0,4,0
1,1.16,62,1.0,12,1,4,62,10,1,3,0,6,12,25,29,15,2.5,8,3
2,6.31,210,0.447619047619048,12,2,1,104,11,2,1,0,0,12,13,82,12,0.5,9,0
4,3.0,100,0.48936170212766,6,4,2,47,5,3,2,6,1,6,11,33,7,2.0,3,1
2,4.14,76,0.526315789473684,5,2,1,38,4,2,1,0,0,5,7,29,5,1.0,2,0
2,1.32,178,0.370786516853933,13,2,4,88,16,2,5,0,12,15,34,45,21,3.75,9,6
1,2.6,40,1.0,5,1,0,40,4,1,2,0,2,5,10,26,6,2.0,4,1
2,2.5,78,0.717948717948718,5,2,0,39,4,2,2,0,2,5,10,25,6,2.0,4,1
2,1.21,1486,0.947510094212651,66,2,5,743,85,2,10,0,102,65,307,371,150,2.57446808510638,65,85
4,0.44,202,1.0,35,4,7,198,49,1,19,5,54,39,129,57,70,6.4,12,31
4,0.62,403,0.391304347826087,39,4,14,207,53,4,10,6,51,39,112,69,68,4.41666666666667,26,29
3,0.74,429,0.864485981308411,33,3,5,214,40,3,10,1,42,31,104,77,53,2.75,33,22
2,0.62,340,0.994117647058824,25,2,2,170,49,2,7,0,55,30,91,56,69,3.07692307692308,23,39
2,0.38,344,0.593023255813954,47,2,13,172,75,2,22,0,53,51,104,39,82,6.16666666666667,29,31
2,2.25,84,0.452380952380952,6,2,3,42,6,2,4,0,2,6,12,27,8,4.0,3,2
1,1.71,43,1.0,8,1,3,43,8,1,4,0,5,8,14,24,10,4.0,5,2
3,2.59,136,0.791044776119403,9,3,1,67,7,3,2,2,3,8,17,44,10,2.0,6,2
2,0.88,232,0.793103448275862,17,2,5,116,24,2,7,0,19,19,56,49,33,2.42857142857143,11,14
4,0.92,170,0.575,12,4,6,80,22,3,9,10,18,12,38,35,27,6.75,7,15
4,0.77,65,0.864406779661017,13,4,4,59,15,3,5,65,11,14,31,24,19,3.33333333333333,4,5
3,1.44,497,0.806451612903226,29,3,3,247,35,3,7,1,33,23,94,135,52,3.25,18,29
5,1.55,118,0.315789473684211,8,5,0,57,7,3,2,6,6,8,20,31,11,1.33333333333333,6,3
10,0.86,407,0.715736040609137,30,10,7,197,38,5,10,11,36,30,95,82,55,2.7,20,25
2,2.4,76,0.684210526315789,5,2,1,38,4,2,3,0,2,5,10,24,6,3.0,4,1
2,1.67,92,0.760869565217391,8,2,1,46,9,2,5,0,5,8,15,25,11,5.0,6,3
2,6.75,66,0.515151515151515,3,2,0,32,2,2,0,0,0,3,4,27,3,0.0,1,0
4,1.51,347,0.884393063583815,26,4,2,173,28,3,4,174,24,25,61,92,37,1.83333333333333,20,12
