CountLineCodeExe,CountLineCode,CountStmt,CountStmtExe,CountSemicolon,RatioCommentToCode,CountLine,MaxNesting_Mean,CountPath_Mean,SumCyclomatic,OWN_LINE,CountLineComment,CountLineCodeDecl,CountStmtDecl,SumCyclomaticStrict,CountPath_Max,CountLineBlank,CountInput_Mean,OWN_COMMIT,CountInput_Max
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.879746835443038,26,71,64,63,7,51,13.3125,0.0,68
430,669,523,262,389,0.32,1000,1.23076923076923,12549.0,113,0.536,213,284,261,132,399168,120,3.03125,0.333333333333333,8
183,320,223,148,149,0.1,404,0.675,2.40540540540541,78,0.878712871287129,31,84,75,84,11,59,2.72972972972973,0.0,8
78,144,111,42,90,0.32,207,0.846153846153846,8.125,17,0.502415458937198,46,72,69,17,57,17,1.875,0.0,5
262,301,241,202,0,0.34,473,0.62962962962963,2.25925925925926,43,1.0,102,39,39,43,12,70,0.0,1.0,0
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.879746835443038,26,71,64,63,7,51,2.09375,0.0,7
103,178,127,74,91,0.36,269,2.30769230769231,7.0,35,0.535315985130111,64,63,53,39,33,27,5.1,0.5,21
878,943,728,663,0,0.12,1096,1.19354838709677,52.0,221,0.840328467153285,109,65,65,221,865,89,0.0,0.0,0
448,681,532,335,404,0.2,930,1.58333333333333,7.83870967741935,122,0.530172413793103,136,212,197,145,52,124,7.29032258064516,0.5,35
35,80,55,23,45,0.29,116,1.4,5.33333333333333,9,1.0,23,42,32,9,12,13,3.66666666666667,1.0,5
615,889,675,394,530,0.14,1193,1.28,4.34782608695652,125,0.248952221290863,128,274,281,137,26,176,4.43478260869565,0.428571428571429,12
426,530,378,204,345,0.09,691,0.761904761904762,1.84210526315789,32,0.78726483357453,48,231,174,32,9,113,3.89473684210526,1.0,8
14,42,25,11,14,0.79,89,0.636363636363636,1.25,10,0.943820224719101,33,18,14,10,3,14,2.5,0.0,12
526,823,576,420,391,0.08,979,0.541666666666667,46.1449275362319,212,0.579162410623085,68,166,156,236,2048,114,3.47826086956522,0.0,18
303,467,355,220,243,0.13,592,1.56,15.6086956521739,98,0.890202702702703,63,142,135,111,120,63,4.69565217391304,0.5,16
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.449367088607595,26,71,64,63,7,51,6.59375,0.0,30
141,283,182,105,130,0.18,375,0.628571428571429,2.27272727272727,51,0.570666666666667,50,95,77,51,14,42,3.77272727272727,1.0,18
58,100,67,37,50,0.27,138,3.8,9.66666666666667,17,0.58695652173913,27,36,30,19,16,11,5.0,1.0,8
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.879746835443038,26,71,64,63,7,51,2.125,0.0,7
239,399,277,193,185,0.09,492,0.622222222222222,3.45238095238095,101,0.349593495934959,35,95,84,111,23,67,4.28571428571429,0.0,17
18,39,27,13,20,0.79,80,0.6,3.33333333333333,6,1.0,31,15,14,6,8,10,3.0,1.0,6
350,552,385,282,261,0.1,675,0.527272727272727,8.46153846153846,143,0.89037037037037,55,118,103,159,128,83,3.73076923076923,0.0,17
23,51,36,17,27,0.82,103,0.571428571428571,1.8,8,0.990291262135922,42,22,19,8,4,10,3.4,1.0,6
452,709,497,359,339,0.09,853,0.578125,18.0,180,0.560375146541618,63,149,138,200,512,103,3.42622950819672,0.0,16
524,940,728,394,592,0.21,1254,0.942307692307692,7.42857142857143,131,0.456140350877193,195,367,334,148,244,119,4.63265306122449,0.5,12
653,982,685,523,467,0.07,1144,0.475609756097561,914.582278481013,261,0.307692307692308,65,184,162,295,65536,129,4.74683544303798,0.5,28
944,1596,1163,600,802,0.32,2320,1.08391608391608,6.73387096774194,333,0.288362068965517,503,577,563,356,420,229,4.71774193548387,0.375,14
154,211,181,94,167,0.08,251,0.7,1.83333333333333,11,0.820717131474104,17,92,87,11,2,23,5.16666666666667,0.0,6
75,120,93,38,81,0.21,173,0.0,1.0,8,1.0,25,64,55,8,1,28,3.25,0.0,5
4663,6225,4329,2600,3217,0.21,8454,1.94152046783626,180206.092592593,1090,0.365798816568047,1285,1934,1729,1262,21212928,970,8.59259259259259,0.45,47
9,25,15,6,11,0.48,44,0.428571428571429,1.0,7,0.954545454545455,12,11,9,7,3,7,1.4,0.0,4
23,31,28,23,15,0.74,59,1.0,12.0,12,1.0,23,5,5,12,12,5,13.0,0.0,13
132,197,149,87,119,0.12,243,1.66666666666667,8.14285714285714,41,0.823045267489712,24,63,62,41,31,24,7.85714285714286,0.0,20
68,121,86,45,75,0.19,157,1.8,8.66666666666667,19,1.0,23,49,41,20,12,13,7.66666666666667,1.0,15
56,134,93,48,51,0.37,214,1.0,2.70588235294118,34,0.644859813084112,50,48,45,37,18,30,3.29411764705882,0.0,20
50,71,66,15,65,0.07,114,0.0,0.0,0,0.447368421052632,5,53,51,0,0,38,0.0,0.0,0
365,592,405,296,264,0.09,717,0.637931034482759,16.5818181818182,160,0.896792189679219,55,121,109,180,512,86,3.56363636363636,0.0,16
0,9,8,0,7,1.89,33,0.0,1.0,4,1.0,17,8,8,4,1,7,0.5,0.0,1
307,381,300,90,263,0.24,525,2.5,6.4,80,0.973333333333333,93,232,210,80,37,51,4.9,0.0,10
7,24,19,4,15,1.12,61,0.0,1.0,4,1.0,27,16,15,4,1,11,1.33333333333333,1.0,4
385,580,377,218,280,0.21,818,1.5,38.0909090909091,98,0.414425427872861,124,175,159,125,644,118,6.13636363636364,0.666666666666667,18
11,28,16,7,12,0.43,47,0.428571428571429,1.2,8,0.957446808510638,12,12,9,8,4,7,5.0,0.0,10
238,326,209,141,156,0.17,406,2.25,6551.66666666667,52,0.467980295566502,57,76,68,67,33024,25,4.66666666666667,0.6,10
149,401,279,134,166,1.63,1266,0.144230769230769,1.14851485148515,113,0.578199052132701,652,153,145,115,8,215,0.594059405940594,0.5,11
59,96,70,30,55,0.26,141,0.8,2.0,15,0.695035460992908,25,48,40,15,4,20,5.875,0.0,11
373,600,412,299,270,0.07,716,0.666666666666667,19.6851851851852,160,0.594972067039106,44,124,113,180,640,89,4.90740740740741,0.0,27
19,24,24,19,20,0.25,54,0.0,1.0,1,0.722222222222222,6,4,5,1,1,24,0.0,0.0,0
21,55,39,19,26,0.64,104,0.7,1.5,12,0.836538461538462,35,24,20,12,3,14,1.875,0.0,6
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.449367088607595,26,71,64,63,7,51,2.84375,0.0,11
764,1177,902,576,679,0.37,1792,0.901098901098901,25.8536585365854,209,0.723214285714286,431,327,326,223,960,216,5.95121951219512,0.5,24
16,34,27,9,22,0.5,61,0.6,1.33333333333333,5,0.786885245901639,17,19,18,5,2,10,3.66666666666667,1.0,6
49,78,55,34,41,0.32,113,1.8,8.0,13,0.699115044247788,25,21,21,14,15,10,3.33333333333333,0.0,4
27,74,50,21,35,0.47,128,0.428571428571429,1.27272727272727,14,0.84375,35,37,29,14,2,19,1.90909090909091,0.0,6
18,39,27,13,20,0.79,81,0.666666666666667,3.33333333333333,6,1.0,31,15,14,6,8,11,3.0,1.0,6
10,30,26,10,23,0.57,52,0.0,1.0,2,0.615384615384615,17,17,16,2,1,5,7.5,0.0,14
1795,2491,1990,1637,1581,0.0,2782,2.0,10.8571428571429,350,0.488138030194105,6,348,353,350,59,285,13.4821428571429,0.5,128
577,646,446,317,426,0.07,841,1.25,112.5,34,0.575505350772889,48,143,129,37,660,147,2.16666666666667,1.0,5
307,344,321,245,307,0.15,511,0.2,1.08333333333333,13,0.729941291585127,51,74,76,13,2,116,1.08333333333333,0.0,4
125,190,138,84,101,0.68,346,1.46153846153846,6.27272727272727,39,0.861271676300578,129,53,54,49,20,27,5.72727272727273,0.0,12
236,374,291,189,221,0.22,498,1.76190476190476,7.72222222222222,69,0.630522088353414,83,103,102,76,65,56,7.5,0.0,19
22,52,34,15,26,0.58,94,1.4,2.33333333333333,7,0.585106382978723,30,27,19,7,4,12,3.33333333333333,0.0,6
0,7,6,0,3,0.86,23,0.0,0.0,0,0.956521739130435,6,5,6,0,0,7,0.0,0.0,0
21,52,36,15,27,0.4,88,0.8,2.66666666666667,7,0.636363636363636,21,26,21,8,4,15,2.66666666666667,0.0,3
141,178,141,116,108,0.03,207,1.8,11.0,26,0.710144927536232,6,28,25,26,27,23,12.0,0.0,20
14,35,21,7,15,0.57,60,0.428571428571429,1.5,6,0.516666666666667,20,16,14,6,3,5,1.5,0.6,3
132,207,135,75,96,0.21,286,2.71428571428571,5770.0,38,0.363636363636364,43,66,60,48,28800,36,8.8,1.0,22
542,772,494,275,376,0.16,949,1.58064516129032,5.85714285714286,177,0.35827186512118,120,218,219,182,30,57,10.4642857142857,1.0,38
21,35,19,12,13,0.86,71,0.6,1.66666666666667,5,0.816901408450704,30,9,7,14,3,6,3.66666666666667,1.0,4
167,192,153,128,0,0.16,241,0.894736842105263,8.1875,50,0.473029045643154,31,25,25,50,65,29,0.0,0.0,0
153,378,250,119,173,0.19,530,0.287878787878788,1.72222222222222,76,0.99811320754717,72,169,131,79,16,81,1.68518518518519,0.75,13
301,579,381,226,269,0.28,856,0.661538461538462,2.40983606557377,122,0.586448598130841,165,203,155,148,32,113,4.18032786885246,0.0,21
57,91,60,26,40,0.24,137,0.55,1.38461538461538,18,0.642335766423358,22,28,34,18,2,24,1.0,0.0,3
122,211,151,78,103,0.62,363,1.5625,10.8333333333333,42,0.980716253443526,130,72,73,43,90,24,4.83333333333333,0.5,12
228,358,252,132,196,0.22,510,1.0625,57.0,63,0.250980392156863,78,129,120,65,480,74,4.92307692307692,0.5,13
186,302,219,118,163,0.11,397,1.33333333333333,2182.33333333333,51,0.904282115869018,34,109,101,56,21569,61,3.66666666666667,0.333333333333333,24
0,25,18,0,17,4.0,136,0.0,1.0,8,0.602941176470588,100,24,18,8,1,11,1.0,1.0,2
25,49,23,14,19,0.24,68,0.428571428571429,2.6,15,0.970588235294118,12,19,9,15,11,7,3.0,0.0,12
260,460,254,133,181,0.44,731,0.666666666666667,6.97142857142857,76,0.365253077975376,204,165,121,78,129,68,6.31428571428571,0.333333333333333,17
7,22,14,5,10,0.55,41,0.428571428571429,0.8,6,0.951219512195122,12,10,9,6,2,7,2.0,0.0,5
21,40,29,15,23,0.53,71,2.0,6.0,6,1.0,21,17,14,6,6,11,5.0,0.0,5
351,548,404,233,284,0.2,761,1.0,22462.8181818182,103,0.860709592641261,110,167,171,109,737344,106,3.66666666666667,0.333333333333333,15
133,208,157,103,122,0.22,282,2.0,5.75,38,0.407801418439716,46,54,54,38,14,32,7.5,1.0,19
33,91,67,33,39,0.36,150,0.761904761904762,1.41176470588235,24,0.673333333333333,33,32,34,24,4,26,3.41176470588235,1.0,9
2002,2669,1810,1209,1326,0.19,3512,2.10769230769231,181201.870967742,494,0.479783599088838,500,625,601,548,9437184,345,7.48387096774194,0.285714285714286,28
265,374,253,145,193,0.28,554,1.4,16752.2307692308,60,0.435018050541516,103,121,108,67,217747,77,5.84615384615385,0.666666666666667,27
56,106,78,42,58,0.58,194,1.88888888888889,3.57142857142857,19,0.61340206185567,62,38,36,20,8,26,4.57142857142857,1.0,11
339,481,293,163,215,0.1,538,2.76923076923077,1593.3,71,0.981412639405205,48,141,130,76,12800,19,6.1,0.5,17
26,60,38,20,24,0.28,90,0.7,1.625,14,1.0,17,26,18,14,2,13,1.375,0.0,3
334,482,301,172,229,0.22,633,1.66666666666667,5.70588235294118,81,0.710900473933649,106,141,129,98,23,45,8.05882352941176,0.0,28
134,488,357,134,241,0.04,631,0.387096774193548,1.54794520547945,113,0.73851030110935,20,269,223,115,11,131,1.45205479452055,0.0,12
134,189,152,92,107,0.13,244,1.08333333333333,6.5,39,0.442622950819672,25,54,60,41,32,32,3.6,1.0,8
147,237,161,94,126,0.36,355,2.18181818181818,7.0,48,0.498591549295775,86,72,67,54,16,32,8.77777777777778,1.0,22
1437,1630,1339,1019,1221,0.08,2064,1.08823529411765,251.258064516129,106,0.309108527131783,137,327,320,107,6145,300,6.03225806451613,0.4,16
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.449367088607595,26,71,64,63,7,51,3.90625,0.0,20
31,70,47,22,31,0.54,125,0.357142857142857,1.25,15,0.488,38,30,25,16,2,17,2.58333333333333,0.0,5
27,59,39,20,27,0.29,88,0.5,1.375,12,1.0,17,27,19,12,2,12,1.375,0.0,2
73,241,148,68,99,0.2,345,0.0,1.0,48,0.385507246376812,49,120,80,48,1,55,3.3125,0.333333333333333,24
450,617,372,257,306,0.23,815,0.771428571428571,5.15625,146,0.488343558282209,140,142,115,149,32,58,7.65625,1.0,22
52,54,37,35,0,0.09,61,0.0,1.0,0,0.737704918032787,5,2,2,0,1,2,0.0,0.0,0
82,141,99,61,66,0.62,250,1.30769230769231,4.88888888888889,28,0.776,87,39,38,28,25,22,4.77777777777778,1.0,10
124,204,119,54,98,0.39,304,1.18181818181818,4.66666666666667,42,0.572368421052632,80,76,65,42,11,20,9.77777777777778,1.0,19
341,583,408,272,273,0.07,693,0.823529411764706,6.3125,135,0.878787878787879,43,129,136,147,64,85,3.45833333333333,0.0,13
90,162,121,55,98,0.44,266,1.5,8.0,23,0.635338345864662,72,74,66,23,24,32,4.42857142857143,0.0,11
74,95,84,65,0,0.17,126,1.17647058823529,2.8,31,1.0,16,21,19,31,14,15,0.0,1.0,0
18,39,27,13,20,0.79,80,0.6,3.33333333333333,6,1.0,31,15,14,6,8,10,3.0,1.0,6
306,583,399,226,255,0.24,828,0.566265060240964,15.8765432098765,140,0.314009661835749,141,176,173,149,1152,104,8.01234567901234,0.5,75
274,498,326,208,229,0.23,696,0.696428571428571,2.20754716981132,98,0.477011494252874,116,160,118,109,19,82,2.86792452830189,1.0,21
78,125,89,56,63,0.7,236,1.6,4.375,25,0.872881355932203,87,33,33,31,11,24,5.25,0.0,11
17,35,25,12,20,0.6,63,0.6,1.66666666666667,5,0.650793650793651,21,15,13,5,3,7,5.0,1.0,7
16,35,24,13,16,1.69,102,0.571428571428571,1.4,7,0.862745098039216,59,13,11,7,2,8,4.4,1.0,6
0,5,5,0,1,1.2,16,0.0,1.0,1,0.75,6,4,5,1,1,5,0.0,0.0,0
67,214,152,72,80,0.31,359,0.0,1.0,66,0.392757660167131,67,74,80,66,1,73,0.0151515151515152,0.5,1
19,21,21,19,0,0.24,28,0.0,1.0,0,0.535714285714286,5,2,2,0,1,2,0.0,0.0,0
238,394,277,192,189,0.09,487,0.6,3.14285714285714,97,0.338809034907598,35,96,85,105,23,67,2.88095238095238,0.0,10
469,721,562,323,411,0.19,994,1.6,1844302.92857143,136,0.209255533199195,139,237,239,144,51609602,135,4.85714285714286,0.75,33
167,404,264,130,180,0.18,556,0.347826086956522,1.78181818181818,79,0.37589928057554,72,172,134,82,16,81,1.81818181818182,0.666666666666667,13
1479,2146,1667,1343,1281,0.01,2591,1.18279569892473,12.6413043478261,346,0.624083365495948,13,296,324,347,80,432,3.21739130434783,0.0,8
314,523,372,222,256,0.22,739,1.52941176470588,19.4666666666667,110,0.545331529093369,117,158,150,117,397,100,5.8,1.0,15
79,123,75,50,51,0.25,167,0.375,2.57142857142857,45,0.532934131736527,31,26,25,45,9,19,4.57142857142857,0.0,13
1866,7595,5854,1737,4091,0.01,10254,0.515358361774744,1.34762633996937,1760,0.277257655549054,72,4310,4117,1760,8,2648,1.21745788667688,0.333333333333333,8
31367,52208,35570,25426,22779,0.07,63702,0.579498229952286,5.34034448492878,13753,0.421525226837462,3673,11329,10144,15035,4096,8876,2.63332229214972,0.4,66
241,329,254,175,207,0.13,424,1.47058823529412,4.86666666666667,45,0.523584905660377,44,81,79,47,18,51,3.6,0.0,8
175,826,603,161,411,0.03,1179,0.506976744186047,1.21935483870968,189,0.603901611535199,22,463,442,189,3,342,0.890322580645161,0.0,3
8,30,19,7,13,0.57,54,0.5,1.25,7,1.0,17,17,12,7,2,7,1.0,0.0,1
0,42,39,0,38,0.14,58,0.0,0.0,0,0.931034482758621,6,40,39,0,0,7,0.0,0.0,0
482,778,541,390,360,0.07,913,0.611111111111111,27.5882352941176,204,0.414019715224535,52,156,151,226,1024,106,3.10294117647059,0.0,15
2438,3418,2330,1541,1688,0.07,3920,1.73758865248227,16.7173913043478,515,0.530612244897959,226,966,789,567,568,279,6.66666666666667,0.5,87
141,179,163,116,155,0.22,258,0.666666666666667,1.5,6,0.802325581395349,40,52,47,6,2,39,5.75,0.0,8
221,395,273,178,178,0.08,487,0.777777777777778,2.83333333333333,98,0.468172484599589,33,98,95,106,15,68,2.76190476190476,0.5,9
813,1092,826,717,673,0.01,1175,2.66666666666667,18.2142857142857,136,0.901276595744681,6,181,109,136,41,77,8.57142857142857,0.0,16
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.449367088607595,26,71,64,63,7,51,1.78125,0.0,5
0,26,25,0,22,0.23,42,0.0,0.0,0,0.80952380952381,6,24,25,0,0,7,0.0,0.0,0
221,358,280,129,217,0.16,484,1.31578947368421,64.7647058823529,55,0.766528925619835,59,159,151,60,1009,67,3.70588235294118,0.6,15
222,407,272,157,176,0.35,614,0.844444444444444,2.86046511627907,94,0.247557003257329,142,128,115,100,15,67,6.13953488372093,0.333333333333333,27
62,126,93,55,53,0.22,192,0.148148148148148,3.08333333333333,39,0.46875,28,39,38,41,48,38,1.125,0.0,10
0,11,9,0,7,2.27,48,0.0,1.0,6,1.0,25,9,9,6,1,12,1.66666666666667,0.0,3
11,28,16,7,12,0.43,47,0.428571428571429,1.2,8,0.957446808510638,12,12,9,8,4,7,1.6,0.0,5
29,85,55,25,38,0.32,133,0.333333333333333,1.23076923076923,16,0.827067669172932,27,41,30,16,2,21,2.30769230769231,0.0,8
175,267,195,112,161,0.49,429,0.80952380952381,3.0625,51,0.862470862470862,131,88,83,52,14,32,4.5625,1.0,24
9,34,25,8,17,1.06,87,0.375,1.2,6,1.0,36,19,17,6,2,17,2.2,1.0,3
468,736,558,336,411,0.29,1061,2.0,3861.41666666667,145,0.46559849198869,215,212,222,163,92160,111,7.25,1.0,29
151,269,171,104,115,0.42,429,1.03333333333333,14.8181818181818,54,0.554778554778555,114,86,67,55,288,46,3.27272727272727,0.0,11
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.449367088607595,26,71,64,63,7,51,3.375,0.0,12
85,146,107,56,91,0.23,188,1.11111111111111,3.8,18,1.0,33,62,51,18,10,12,8.0,1.0,15
59,117,80,41,64,0.37,176,2.83333333333333,9.66666666666667,15,0.568181818181818,43,51,39,15,14,16,6.66666666666667,0.0,12
132,228,171,88,127,0.18,322,2.0,10.0,39,0.496894409937888,40,88,83,42,61,55,4.91666666666667,0.5,21
256,429,302,208,205,0.08,525,0.6875,3.11111111111111,106,0.554285714285714,36,102,94,114,23,70,2.82222222222222,0.0,10
29,73,48,14,37,0.56,129,0.2,1.28571428571429,9,0.961240310077519,41,42,34,9,2,15,2.28571428571429,0.0,5
100,138,94,47,82,0.14,181,0.666666666666667,1.57142857142857,11,1.0,19,53,47,11,2,24,4.14285714285714,1.0,10
46,87,60,34,38,0.43,139,0.833333333333333,2.2,21,0.410071942446043,37,29,26,23,5,15,3.8,0.0,10
109,164,138,74,113,0.14,212,1.72727272727273,3.33333333333333,35,0.533018867924528,23,57,64,38,12,25,5.88888888888889,0.0,9
171,272,185,98,160,0.28,380,1.0,4.3,39,0.994736842105263,75,106,87,43,24,40,7.0,0.0,18
281,720,484,257,261,0.04,943,0.130208333333333,1.21808510638298,222,0.989395546129374,26,242,227,222,12,197,0.356382978723404,0.0,13
726,1082,793,504,563,0.19,1473,1.74418604651163,322055.871794872,215,0.419551934826884,209,276,289,242,12498470,182,6.92307692307692,0.75,28
34,64,53,28,38,0.34,99,1.22222222222222,2.83333333333333,13,1.0,22,22,25,13,8,13,1.83333333333333,1.0,4
707,1091,759,571,510,0.06,1262,0.472527472527473,1591.07954545455,292,0.547543581616482,68,201,188,328,131072,138,7.04545454545455,0.5,35
47,87,53,25,41,0.33,137,2.0,7.33333333333333,11,1.0,29,36,28,12,16,23,8.0,0.0,12
684,815,650,498,578,0.12,1060,1.09677419354839,4.92857142857143,72,0.401515151515151,99,161,152,72,36,161,3.71428571428571,0.5,19
293,434,324,142,266,0.41,703,2.0,31.5,52,0.409672830725462,179,208,182,67,321,97,5.83333333333333,0.666666666666667,11
19,52,32,14,19,0.69,105,0.25,1.2,12,0.942857142857143,36,22,18,13,3,17,3.3,0.0,11
53,109,80,34,61,0.3,168,1.91666666666667,2.125,17,0.767857142857143,33,50,46,23,4,29,4.0,1.0,17
329,529,361,241,226,0.09,664,1.76190476190476,5154.61111111111,149,0.524096385542169,47,138,120,169,70721,88,4.33333333333333,0.75,9
1621,2520,1578,1043,1097,0.08,3051,1.21052631578947,598.056338028169,432,0.373647984267453,209,719,535,458,73728,328,5.56338028169014,0.416666666666667,63
51,106,72,37,49,0.25,153,0.916666666666667,2.4,21,0.601307189542484,27,43,35,22,10,20,1.8,0.0,5
11,35,30,11,27,0.6,61,0.0,1.0,2,0.934426229508197,21,21,19,2,1,5,6.5,0.0,13
0,10,7,0,6,1.7,32,0.0,1.0,2,1.0,17,9,7,2,1,5,4.5,0.0,9
167,257,180,87,133,0.22,335,2.16666666666667,12.9,45,0.994029850746269,56,94,93,49,73,22,5.7,0.0,12
403,616,439,324,309,0.1,748,0.508196721311475,9.98245614035088,154,0.883689839572192,59,132,115,168,191,91,3.7719298245614,0.0,16
42,79,51,28,35,0.56,139,0.909090909090909,2.57142857142857,15,0.611510791366906,44,27,23,15,8,16,9.71428571428571,0.6,47
248,447,274,132,194,0.19,567,0.674418604651163,12.2,74,0.462081128747795,84,179,142,76,162,44,3.26666666666667,0.6,11
434,670,478,281,358,0.17,856,1.18,37.7209302325581,136,0.355140186915888,114,205,197,156,1254,81,9.95348837209302,0.5,57
332,462,364,193,310,0.08,581,0.88,4.28571428571429,48,0.7426597582038,39,194,171,48,18,81,4.28571428571429,1.0,16
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.515822784810127,26,71,64,63,7,51,1.96875,0.0,6
70,134,107,58,84,0.25,187,1.27272727272727,10.8333333333333,22,0.812834224598931,34,53,49,23,37,26,3.66666666666667,1.0,12
379,549,408,230,350,0.17,688,2.41666666666667,14.3333333333333,99,0.560407569141194,95,181,178,102,77,44,8.33333333333333,0.0,22
18,39,27,13,20,0.79,80,0.6,3.33333333333333,6,1.0,31,15,14,6,8,10,3.0,1.0,6
94,158,119,57,96,0.23,226,1.7,11.1428571428571,21,0.539823008849557,37,64,62,21,65,31,9.28571428571429,0.0,27
259,439,302,207,198,0.08,537,0.74468085106383,4.15909090909091,112,0.512104283054004,36,103,95,124,32,73,4.68181818181818,0.0,29
234,371,243,139,170,0.15,463,1.53571428571429,3.91666666666667,80,1.0,57,118,104,84,12,36,5.66666666666667,0.5,15
18,43,29,9,21,0.6,83,0.857142857142857,1.4,7,0.650602409638554,26,24,20,7,3,14,1.6,0.0,5
19,36,35,0,34,0.14,63,0.0,0.0,0,0.603174603174603,5,35,35,0,0,22,0.0,0.0,0
236,400,273,191,177,0.09,492,0.644444444444444,4.04761904761905,105,0.319105691056911,34,93,82,117,32,67,6.26190476190476,0.0,57
46,117,76,33,54,0.26,173,0.136363636363636,1.15,22,0.520231213872832,31,54,43,22,4,25,6.6,0.0,35
180,320,227,113,169,0.45,536,1.21212121212121,3.47826086956522,56,0.626865671641791,144,143,114,58,37,75,4.95652173913043,0.5,12
294,481,329,238,215,0.1,594,0.6,7.36170212765957,128,0.895622895622896,50,104,91,144,128,75,3.19148936170213,0.0,13
257,434,302,209,201,0.08,530,0.708333333333333,3.44444444444444,110,0.345283018867925,36,101,93,120,23,70,2.55555555555556,0.0,9
219,351,241,133,188,0.34,532,0.84,3.40909090909091,56,0.747645951035782,119,112,108,60,20,62,9.09090909090909,0.0,24
112,189,149,100,113,0.19,243,1.45454545454545,16.75,46,1.0,35,62,49,50,92,28,6.125,0.0,21
180,321,219,146,141,0.09,404,0.7,2.64864864864865,82,0.334158415841584,30,82,73,90,11,59,2.13513513513514,0.0,7
145,337,252,124,159,0.28,515,0.461538461538462,1.55737704918033,91,0.330097087378641,95,124,128,95,10,84,4.83606557377049,0.5,56
13,36,22,7,16,0.72,72,1.2,1.66666666666667,5,0.972222222222222,26,18,15,6,3,10,3.0,0.0,8
61,103,68,46,43,0.92,214,1.1,6.875,24,0.766355140186916,95,25,22,27,24,16,5.0,1.0,7
271,469,322,222,208,0.1,579,0.705882352941177,4.20833333333333,123,0.545768566493955,48,105,100,135,32,73,2.6875,0.0,11
60,195,103,47,64,0.15,273,0.128205128205128,1.05555555555556,39,1.0,29,102,56,39,2,49,3.0,1.0,28
122,257,159,73,112,0.16,342,1.4,4.11111111111111,46,0.587719298245614,42,116,86,51,40,43,2.72222222222222,0.5,9
124,242,165,101,105,0.11,316,0.771428571428571,1.875,59,0.449367088607595,26,71,64,63,7,51,2.5625,0.0,9
201,237,143,103,134,0.16,314,1.0,2.0,8,0.729299363057325,39,50,40,8,2,38,1.5,0.0,2
49,85,62,29,47,0.27,122,1.83333333333333,7.5,19,0.680327868852459,23,35,33,25,22,14,3.25,0.0,5
384,452,321,245,292,0.1,549,1.81818181818182,5.22222222222222,30,0.451730418943534,47,88,76,30,18,51,4.33333333333333,0.0,8
0,5,5,0,1,1.2,16,0.0,1.0,1,0.9375,6,4,5,1,1,5,0.0,0.0,0
106,171,116,57,87,0.23,240,1.08333333333333,4.4,29,0.658333333333333,39,62,59,35,16,30,4.7,0.0,14
16,35,24,13,16,1.69,102,0.571428571428571,1.4,7,0.862745098039216,59,13,11,7,2,8,4.6,1.0,7
