CountLineCodeDecl,CountStmtDecl,CountStmt,CountSemicolon,CountOutput_Max,Added_lines,CountLineCode,CountLineBlank,CountLineCodeExe,CountLine,Del_lines,CountPath_Mean,CountInput_Mean,COMM,CountPath_Max,CountDeclMethodProtected,CountOutput_Mean,OWN_LINE,RatioCommentToCode,OWN_COMMIT
11,11,15,11,4,156,24,6,5,78,0,1.1169590643274836,2.252923976608183,3,1,0,2.344736842105266,0.7409790858629164,1.9021052631578956,0.4473684210526311
70,66,211,154,33,1317,366,85,200,658,1,6.94117647058824,5.17647058823529,3,56,0,6.647058823529409,0.8404255319148938,0.57,0.333333333333333
4,4,4,3,0,42,6,2,0,35,7,1.0,0.1851851851851851,2,1,0,0.8148148148148148,0.9742798353909464,4.531481481481482,0.9074074074074072
14,14,14,13,1,313,17,11,0,113,38,1.0,2.6433333333333335,4,1,0,0.851746031746031,0.5957849049725252,5.121999999999999,0.3333333333333327
7,7,11,9,5,105,15,5,5,46,6,1.0,0.0,3,1,0,5.851851851851851,0.5706307602699829,1.6037037037037034,0.2561728395061727
5,5,8,6,4,82,12,2,2,41,0,1.0,4.64516129032258,2,1,0,4.032258064516127,0.3713798658723909,2.25,0.5
161,159,378,266,21,2147,672,76,325,906,284,5.9444444444444375,5.111111111111112,16,99,2,5.777777777777779,0.5540838852097133,0.2400000000000001,0.4375
42,48,89,59,7,622,147,22,56,311,0,1.3809523809523796,1.7619047619047592,2,3,0,2.5714285714285694,0.90032154340836,0.9699999999999998,0.5
7,7,55,51,4,234,69,14,54,117,0,1.0,0.6666666666666672,2,1,0,2.66666666666667,0.8632478632478632,0.49,0.5
4,4,4,2,1,71,8,4,1,35,0,1.0,0.0,2,1,0,1.2105263157894737,0.6670426065162914,2.797894736842106,0.5
15,16,26,18,5,205,44,9,13,95,14,1.2466666666666644,0.9766666666666668,4,2,1,2.313333333333331,0.6421208791208792,0.9231999999999996,0.4666666666666663
14,14,20,16,9,137,28,9,9,68,1,1.0,2.3333333333333286,3,1,0,4.0,0.7058823529411771,1.1099999999999994,0.333333333333333
70,78,144,104,11,490,248,47,101,488,1,1.526980392156865,1.8739999999999983,1,8,5,2.334352941176471,0.9999999999999998,0.7806666666666662,0.7166666666666665
77,86,156,111,7,1248,297,56,124,624,624,1.5483870967741893,2.483870967741941,4,6,17,2.6451612903225787,0.9198717948717954,0.91,0.5
9,9,13,9,3,123,20,9,7,61,0,1.5000000000000004,1.5000000000000004,2,2,1,2.0,0.3436557722819542,1.5451376146788998,0.5
51,50,104,61,10,1055,200,48,69,527,1,1.3260102207470634,3.601654285864808,2,5,0,2.8588061745956495,0.934878855779402,1.3839473684210524,0.6096491228070178
28,30,156,140,9,640,184,46,133,319,2,1.1538461538461495,2.2307692307692286,3,2,0,5.615384615384611,0.9467084639498426,0.4800000000000002,0.333333333333333
29,29,51,36,9,168,89,16,32,167,0,3.631360877684409,3.051003734827265,1,10,1,3.964577497665735,0.9585488041370392,0.7024999999999997,1.0
85,82,176,127,23,1181,313,56,146,576,25,2.0,2.32,7,8,5,4.359999999999999,0.7638888888888888,0.6600000000000001,0.2857142857142857
31,31,55,46,10,289,75,15,36,139,7,1.490322580645162,1.2837941628264236,3,3,0,4.156912442396312,0.7348800254250755,0.6527419354838709,0.4032258064516127
100,101,185,138,21,925,304,33,128,468,3,2.941176470588239,2.7058823529411797,4,15,2,6.0,0.5674518201284798,0.4299999999999999,0.5
5,5,6,4,2,72,10,3,2,36,0,0.9999999999999998,0.15625,1,0,0,2.895833333333333,0.5959885108322598,2.205520833333334,0.4999999999999999
180,185,440,297,9,2764,717,141,334,1362,25,3.040252940180347,3.629906490140615,8,16,5,2.793822577639099,0.6890401837200094,0.7170535714285708,0.3942401960784308
6,6,7,5,2,91,12,4,3,45,0,1.0,1.0,2,1,1,2.0,0.601424501424501,2.2920512820512813,0.5
91,88,179,120,14,1668,316,58,120,693,269,1.9444444444444404,3.1388888888888897,23,16,11,3.0833333333333286,0.4891774891774891,1.0100000000000005,0.3913043478260871
18,18,18,17,1,361,20,15,0,184,0,1.0,2.5,3,1,0,0.1428571428571428,0.7119565217391304,7.449999999999998,0.3333333333333328
10,10,15,10,3,151,24,7,4,74,0,1.0,2.6999999999999993,2,1,0,2.872222222222221,0.6772105263157897,1.7386666666666653,0.3999999999999994
38,38,70,50,22,405,120,19,52,201,3,5.625,2.125,3,35,0,5.0,0.7910447761194028,0.5199999999999998,0.6666666666666672
14,15,28,24,5,148,38,9,21,73,2,1.0,0.380434782608695,3,1,0,3.282608695652174,0.7325788175773676,0.6565217391304349,0.3333333333333326
18,18,44,31,9,332,70,21,30,166,0,3.2000000000000015,2.3999999999999986,2,12,0,2.7999999999999994,0.9819277108433726,1.0700000000000005,0.5
62,66,139,100,13,871,221,38,106,414,407,11.547619047619042,4.148809523809524,4,33,4,5.565476190476184,0.8218778077268635,0.7000000000000003,0.4714285714285713
3,3,4,2,1,25,8,1,1,25,0,1.0,1.0,1,1,0,1.0,0.9693617021276596,2.0,0.9716312056737586
9,9,14,10,4,260,21,6,7,126,11,1.0,21.66666666666669,4,1,1,2.666666666666671,0.3779527559055119,4.709999999999997,0.5
133,122,253,183,22,1649,432,82,185,822,11,2.342479823917827,2.75333822450477,7,22,1,3.6030814380043994,0.7357347894308925,0.7576595744680855,0.2978723404255317
57,50,217,196,13,941,291,60,210,450,56,1.379166666666666,1.3185763888888902,6,5,0,6.076041666666665,0.8030257936507941,0.3360416666666666,0.3585069444444441
17,16,23,20,4,177,51,8,31,87,0,1.0,0.0285714285714285,2,1,1,2.171428571428571,0.6148979058568821,0.6007142857142854,0.5
27,27,37,29,8,143,57,11,17,120,22,1.0,1.0,3,1,2,3.3333333333333286,0.9090909090909092,0.9099999999999998,0.6666666666666673
23,22,49,40,24,266,72,12,37,136,1,96.0,6.0,4,96,1,24.0,0.8602941176470588,0.7199999999999999,0.25
5,5,10,8,7,112,15,3,6,56,0,1.0,2.909090909090909,2,1,0,7.757575757575755,0.7312211093990757,2.514090909090909,0.5
32,32,62,42,7,437,105,24,36,217,1,1.0359133620003202,1.1592411211976446,2,1,0,1.835174788979136,0.8123913610776541,0.8304347826086954,0.590579710144928
9,9,17,10,3,183,33,8,10,91,0,1.4761904761904758,6.753968253968251,2,1,0,2.246031746031746,0.6513548563238004,1.476666666666666,0.5
39,39,78,54,10,542,143,31,56,268,5,1.7749599358974344,2.4296073717948725,3,5,2,2.909975961538459,0.6679405276220236,0.6574999999999998,0.5833333333333336
154,154,299,211,12,2189,500,97,187,1085,150,1.677918935269209,8.569237749546275,24,8,8,2.6002722323048992,0.4854842097223806,0.9817241379310344,0.2509578544061301
10,11,18,14,7,120,25,5,10,58,2,1.352941176470588,0.7577030812324929,2,1,0,4.868347338935576,0.6806509001213454,1.0559663865546214,0.3710084033613445
41,36,67,47,38,541,131,14,56,211,126,50.66666666666671,2.3333333333333286,12,150,1,13.666666666666693,0.853080568720379,0.5,0.5
9,8,15,9,2,83,29,6,8,73,9,1.6510416666666663,3.355902777777779,4,3,0,1.9427083333333333,0.8997364953886692,1.290000000000001,0.5992063492063491
13,13,114,110,16,392,122,42,105,195,2,1.0,0.6666666666666672,3,1,0,6.314465408805033,0.767071260459222,0.250566037735849,0.294025157232704
48,45,78,59,20,419,150,20,58,291,128,2.5,2.2999999999999985,8,11,6,3.4000000000000004,0.9896907216494848,0.8200000000000001,0.75
26,30,49,41,13,229,66,16,37,113,1,1.0374999999999996,0.7916666666666666,2,1,0,4.541666666666665,0.8346167787344256,0.4849999999999997,0.3958333333333327
28,28,50,44,4,280,62,10,24,118,42,1.0,1.0,5,1,0,1.6000000000000008,0.5084745762711862,0.7399999999999997,0.4000000000000002
3,3,3,2,0,64,5,2,0,30,3,0.0,0.0,3,0,0,0.0,0.9246289424860852,4.683061224489792,0.58843537414966
7,7,9,7,4,79,13,3,4,39,0,1.0,0.0,2,1,0,4.71830985915493,0.6941224268689059,1.6263380281690112,0.5
21,18,23,18,14,204,37,11,15,100,4,2.0,2.0,4,3,0,7.5,0.8900000000000003,1.4099999999999997,0.5
4,4,4,3,0,110,6,2,0,54,1,1.0,1.7033898305084745,2,1,0,0.0169491525423728,0.534930699297505,7.694915254237286,0.398305084745762
11,11,19,11,3,183,34,10,9,90,1,1.3162878787878802,2.0814393939393927,3,1,0,2.0909090909090917,0.7289315950422991,1.3657954545454545,0.4356060606060602
17,17,22,19,6,61,31,8,12,61,53,1.0,0.4375,2,1,0,4.624999999999998,0.9980158730158728,0.7100000000000003,0.5
19,19,19,18,1,313,21,17,0,154,3,1.0,0.0549450549450547,2,1,0,0.5225166989872869,0.8406272903426598,5.2461904761904785,0.3412698412698409
4,4,5,3,2,70,9,4,2,35,0,1.0,0.0,2,1,0,2.0,0.6285714285714292,2.439999999999999,0.5
53,58,127,84,17,1277,222,48,93,452,342,2.25,4.549999999999997,11,9,1,4.200000000000001,0.8318584070796464,0.8299999999999996,0.181818181818182
21,22,120,109,10,484,143,40,101,241,2,1.22222222222222,1.6666666666666703,3,3,0,6.444444444444441,0.5560165975103731,0.4199999999999999,0.6666666666666671
8,7,9,6,2,51,19,4,3,51,0,1.1138613861386135,0.9653465346534656,1,1,0,1.7920792079207917,0.775134339183086,1.4979207920792088,1.0
8,8,14,8,4,240,26,11,6,120,0,1.0914634146341466,1.9439024390243904,2,1,0,2.457317073170731,0.941361270617803,3.175121951219512,0.5
26,25,25,24,0,458,27,30,0,228,0,1.0,2.1700680272108865,1,0,0,0.8312925170068028,0.9534225173322916,6.137142857142859,0.4999999999999999
5,5,6,2,1,100,14,4,1,50,0,1.0,0.0,2,1,0,0.333333333333333,0.9399999999999996,2.289999999999999,0.5
31,32,56,40,9,409,96,21,35,200,11,2.0411764705882343,2.805882352941176,7,7,0,3.0176470588235302,0.6543853643970899,0.8552941176470591,0.3470588235294118
9,9,13,9,3,130,21,7,5,65,0,1.0,2.0,2,1,0,2.3333333333333286,0.6769230769230765,1.76,0.5
34,34,132,101,11,722,256,33,126,366,10,4.454545454545452,1.5454545454545496,3,8,0,4.727272727272733,0.52247191011236,0.2999999999999998,0.333333333333333
55,59,175,136,4,991,255,59,152,495,1,6.0,3.900000000000001,3,36,0,2.2,0.9757575757575762,0.7100000000000002,0.333333333333333
4,4,5,3,2,76,9,3,2,38,0,1.0,1.3541666666666663,2,1,0,2.0,0.611476608187135,2.5236111111111095,0.5
26,28,50,38,13,332,81,16,32,151,30,2.3999999999999986,4.200000000000002,4,4,0,5.200000000000002,0.6688741721854297,0.6700000000000002,0.25
51,50,96,64,7,715,171,36,69,359,3,1.9453057619409215,2.5364957803521144,4,5,3,2.7279136882161428,0.6186653204220878,0.8859420289855078,0.3128019323671492
34,34,202,191,14,714,230,39,189,355,4,1.25,0.25,3,2,0,8.375,0.845070422535211,0.37,0.333333333333333
86,87,182,126,17,1414,325,83,143,706,1,5.557038961038967,2.6833766233766223,2,78,2,3.32779220779221,0.940751282426174,0.9168571428571424,0.3952380952380945
50,45,94,71,24,896,191,28,97,318,241,55.33333333333328,7.666666666666666,10,84,0,15.33333333333331,0.8364779874213835,0.5199999999999998,0.2999999999999999
19,19,19,18,1,306,21,15,0,153,0,1.0,1.1538461538461495,2,1,0,0.384615384615385,0.6209150326797392,5.569999999999998,0.5
62,64,100,66,8,1343,176,37,58,499,291,1.3214285714285698,4.392857142857139,18,8,4,2.5357142857142905,0.5370741482965931,1.6200000000000003,0.333333333333333
6,6,6,5,1,120,8,3,0,60,0,1.0,5.533333333333332,2,1,0,1.0,0.5959788359788357,5.57466666666667,0.5
95,85,148,109,22,1182,255,42,105,587,7,2.3684210526315805,4.263157894736839,5,15,1,4.631578947368421,0.68259385665529,1.1400000000000003,0.4000000000000001
50,49,76,56,13,270,139,30,50,253,23,2.7,3.200000000000001,7,16,0,4.099999999999998,0.861660079051383,0.5999999999999996,0.4285714285714289
62,62,109,81,19,564,190,27,87,267,19,2.339285714285714,3.535714285714286,5,13,0,4.238095238095238,0.924532324898419,0.2685714285714286,0.6428571428571435
9,9,14,9,2,139,23,7,5,69,1,1.0781893004115222,2.115740740740742,2,1,0,1.8333333333333328,0.5683615153000589,1.7035802469135803,0.4248971193415639
8,8,12,7,1,127,21,5,5,63,0,1.0,36.23076923076923,2,1,0,1.2884615384615383,0.4508361204013371,1.6507692307692314,0.4358974358974354
9,8,10,7,2,136,17,6,3,67,2,1.0,4.5,3,1,0,2.0,0.7910447761194028,2.5900000000000007,0.3333333333333329
4,4,5,3,1,70,8,2,0,35,0,1.0,0.5111111111111112,2,1,0,1.977777777777778,0.450541656945166,2.700777777777771,0.5
37,39,73,50,5,419,123,24,50,213,1,1.333333333333332,2.7003968253968216,3,2,2,2.990079365079366,0.5838219302886029,0.5366666666666665,0.2777777777777772
38,37,73,48,12,687,125,32,44,343,10,1.572122762148335,4.320886615515773,4,7,3,2.641602728047741,0.8220676102785539,1.4860869565217396,0.4898550724637679
27,27,47,29,3,201,83,25,22,200,33,1.1333333333333293,1.3999999999999988,2,2,3,1.7999999999999992,1.0,1.1099999999999994,1.0
9,9,9,8,1,191,11,7,0,93,0,1.0,0.7855855855855858,2,1,0,0.742213642213642,0.8627587891385691,6.574684684684684,0.4174174174174173
93,91,193,130,18,1372,327,67,130,583,211,7.745834020788644,1.915236759610628,22,238,0,2.832040917340368,0.50723710555382,0.5795454545454547,0.4716732542819494
24,24,44,35,14,290,65,20,27,135,15,2.0,1.1999999999999993,4,6,1,4.4,0.5777777777777775,0.7699999999999996,0.25
10,10,15,10,4,176,24,7,5,87,0,1.0,4.400000000000003,2,1,3,1.799999999999999,0.8068181818181822,2.3299999999999996,0.5
50,71,165,114,8,1024,291,73,136,512,0,1.4444444444444395,2.5555555555555585,2,4,0,2.277777777777779,0.89453125,0.5099999999999998,0.5
8,8,25,18,9,241,59,7,38,111,33,9.233333333333333,1.666666666666666,5,9,0,9.766666666666666,0.7312480235877838,0.8029999999999992,0.4144444444444438
12,13,19,13,3,175,33,11,10,87,0,1.2421052631578946,1.878596491228069,2,1,1,2.062456140350876,0.7404576107831274,1.2666315789473683,0.43859649122807
19,20,36,29,8,116,61,13,31,95,13,1.0,1.399999999999999,3,1,1,4.0,1.0,0.3399999999999999,1.0
5,5,6,4,2,39,10,4,2,39,0,1.0,0.3943661971830986,1,1,0,2.915492957746479,1.0,2.3684507042253533,1.0
42,39,83,63,25,465,152,17,77,230,5,32.5,4.25,4,124,0,7.75,0.8826086956521738,0.4100000000000001,0.5
13,13,29,22,5,85,41,6,19,84,1,1.2000000000000004,0.6000000000000002,2,2,0,3.4000000000000017,1.0,0.9299999999999998,1.0
3,3,4,2,1,37,8,3,1,36,0,1.0,0.0,2,1,0,1.5217391304347825,1.0,2.7756521739130453,0.7391304347826086
14,14,20,16,7,57,31,7,9,54,3,1.5,3.0,3,2,0,5.5,1.0,0.5199999999999997,1.0
18,18,40,33,12,242,55,18,27,120,2,1.095238095238095,0.9047619047619035,2,1,0,7.142857142857144,0.7214285714285715,0.8409523809523809,0.3412698412698409
22,23,44,37,8,214,63,14,33,105,2,1.327441077441077,0.6548821548821542,3,2,1,3.9494949494949503,0.7882610713932131,0.4415151515151518,0.3526936026936023
26,25,37,28,4,347,61,20,24,173,174,1.3333333333333293,3.6666666666666705,4,3,0,1.8333333333333293,0.884393063583815,1.510000000000001,0.5
33,32,62,48,14,164,119,12,53,164,0,30.434615384615384,6.676923076923076,1,62,0,8.25769230769231,1.0,0.271923076923077,1.0
22,25,43,27,7,306,73,23,24,160,5,1.1311167465013614,1.7961280172818643,3,2,1,2.1010848126232786,0.7969163817284123,0.8791452991452994,0.4504477004477002
15,15,22,16,6,197,35,9,11,98,0,1.08640350877193,2.404970760233918,2,1,0,3.0627192982456117,0.6511536525564472,1.5112280701754388,0.5
45,45,103,64,15,967,204,35,79,472,23,3.0499999999999976,3.400000000000001,7,31,7,3.400000000000001,0.4491525423728807,1.14,0.2857142857142858
8,8,17,15,4,151,22,4,11,50,48,1.0,0.0933333333333331,3,1,0,4.919999999999998,0.9894444444444446,1.1103999999999996,0.3299999999999995
35,35,62,45,11,396,106,15,40,212,5,3.375,2.125,6,17,3,3.875,0.9669811320754712,0.8599999999999995,0.6666666666666672
13,12,23,14,8,306,46,9,14,111,93,1.600000000000001,8.599999999999994,7,4,0,3.5999999999999988,0.72972972972973,1.22,0.4285714285714289
80,80,183,121,12,1264,333,42,143,630,0,2.86206896551724,5.275862068965522,3,26,0,3.793103448275859,0.5999999999999996,0.7699999999999997,0.333333333333333
59,61,202,157,10,1120,304,52,167,560,0,3.0555555555555585,4.1666666666666705,2,13,5,4.22222222222222,0.9857142857142862,0.67,0.5
23,23,38,24,4,185,67,16,19,185,0,1.3597560975609753,2.0101626016260132,1,2,3,2.298780487804877,0.9436546237120124,1.5002439024390246,1.0
43,45,78,71,16,345,99,25,56,167,9,1.1999999999999995,3.700000000000001,3,1,1,6.283333333333334,0.5251701644923427,0.445,0.3749999999999999
10,9,16,10,2,205,29,9,6,102,0,1.0,3.796296296296296,2,1,0,2.4999999999999996,0.4052026921498329,2.1733333333333342,0.5
39,43,81,54,5,914,132,34,50,310,152,1.4210526315789498,2.4210526315789513,3,3,3,2.6315789473684186,0.9678456591639876,1.09,0.333333333333333
18,17,31,21,5,316,53,14,15,137,25,1.1603305785123963,23.271349862258948,4,1,2,2.464541519086976,0.5097816005760832,1.315151515151515,0.3590909090909087
12,12,18,12,3,183,31,9,7,91,0,1.2846441947565526,2.3080524344569286,2,1,0,1.9629481005885496,0.7435514629258098,1.6208988764044951,0.4513108614232208
5,6,11,8,8,92,19,2,7,46,0,1.0,1.0,2,1,0,5.5,0.391304347826087,1.3200000000000005,0.5
24,24,48,32,6,398,85,20,29,199,1,1.5302721088435385,2.9124489795918356,2,3,2,2.7566666666666686,0.7186682767424708,1.1190000000000004,0.4971428571428571
52,50,83,62,13,878,139,38,56,439,0,1.1666666666666698,2.777777777777779,2,2,7,3.4444444444444406,0.9202733485193622,1.8799999999999992,0.5
64,64,110,67,3,934,196,50,62,461,12,1.1999999999999993,1.7666666666666704,3,2,18,2.2666666666666706,0.8806941431670277,1.1000000000000003,0.3333333333333329
53,50,113,73,16,503,226,45,91,503,0,2.17647058823529,3.82352941176471,3,10,5,5.294117647058819,0.996023856858847,1.0300000000000002,0.6666666666666675
5,5,6,4,3,79,10,4,2,39,0,0.9999999999999996,0.4074074074074074,2,0,0,3.1185185185185187,0.673698955365622,2.272740740740743,0.3765432098765433
5,5,7,4,2,92,14,4,3,46,0,1.0,1.1515151515151514,2,1,0,2.0454545454545454,0.6109522608135004,1.894545454545454,0.5
4,4,4,3,0,70,5,1,0,34,0,0.9999999999999996,1.8260869565217384,2,0,0,0.6260869565217391,0.4208582721626207,4.909913043478258,0.5275362318840575
9,9,13,9,4,115,23,5,9,57,0,1.152941176470588,0.7823529411764706,2,1,0,3.105882352941177,0.591464792813677,1.1845882352941188,0.4701960784313727
10,10,39,34,13,194,49,7,32,97,0,1.0,1.5,2,1,0,6.75,0.3298969072164951,0.8399999999999999,0.5
31,26,47,34,18,287,88,10,34,143,1,26.666666666666696,3.0,3,78,2,6.666666666666666,0.3776223776223781,0.5099999999999998,0.333333333333333
4,4,5,3,2,78,8,3,1,38,0,1.0,0.574468085106383,2,1,0,2.5744680851063833,0.5430851063829786,3.1063829787234036,0.5
14,15,33,24,6,102,59,7,24,102,0,3.0,4.6666666666666705,1,4,0,3.6666666666666696,1.0,0.6099999999999994,1.0
16,15,17,13,2,118,22,11,3,59,0,1.0,1.0,2,1,0,0.6666666666666675,0.9830508474576266,1.1799999999999995,0.5
29,29,65,44,18,544,116,22,47,253,22,5.0,2.8999999999999995,6,40,2,4.299999999999998,0.3858267716535428,0.99,0.333333333333333
84,92,163,115,23,1203,281,81,112,594,45,1.0697674418604703,2.0232558139534893,7,2,22,2.930232558139532,0.8181818181818173,0.8299999999999991,0.2857142857142859
23,21,30,25,5,188,59,11,31,94,0,1.0,0.25,2,1,3,3.729999999999999,0.3724521813883517,0.4076000000000001,0.5
11,10,15,11,8,66,23,4,7,65,0,2.683333333333333,2.55,1,2,0,7.983333333333333,1.0,1.627333333333333,1.0
45,41,80,58,20,574,150,21,74,233,106,7.11111111111111,2.777777777777779,5,16,0,11.555555555555555,0.6775878442545109,0.4377777777777779,0.2740740740740736
56,55,126,86,11,904,219,46,97,447,12,2.0928571428571416,2.842857142857143,6,10,4,4.171428571428574,0.8892267119088215,0.8328571428571427,0.3910714285714286
40,40,40,39,1,545,41,28,0,280,0,1.0,2.8400000000000016,3,1,0,0.5199999999999996,0.5622775800711736,5.150000000000002,0.3333333333333328
5,5,7,5,4,81,11,2,2,40,0,1.0,2.0,2,1,0,4.5,0.4185975609756095,2.350000000000001,0.5
39,39,68,53,10,403,112,26,51,207,6,1.0833333333333297,1.5,4,2,1,4.4166666666666705,0.3913043478260869,0.6199999999999997,0.25
41,42,82,68,26,482,131,44,73,246,4,1.3333333333333293,1.22222222222222,4,3,0,4.222222222222219,0.7926829268292681,0.5399999999999999,0.5
16,16,29,20,11,234,50,10,18,117,0,1.5,2.1666666666666705,2,4,4,3.333333333333329,0.8205128205128198,1.14,0.5
4,4,10,8,7,228,22,10,14,86,140,1.0,0.0,6,1,0,7.0,0.5348837209302331,2.45,0.333333333333333
27,27,40,29,4,340,59,20,22,162,9,1.7716666666666658,2.439999999999999,4,3,0,3.3150000000000013,0.8248758336880937,1.4119999999999997,0.2666666666666666
14,13,21,17,6,140,33,8,16,69,1,1.107843137254901,1.0098039215686296,2,1,0,4.4607843137254894,0.7094892777924433,0.8676470588235281,0.3627450980392149
10,10,12,8,2,80,16,7,2,40,0,1.0,0.9186991869918716,2,1,1,2.040650406504066,0.5109756097560975,0.973658536585366,0.5
6,6,6,5,0,95,8,6,0,47,48,1.0,2.0,4,1,0,0.0,0.5106382978723402,4.119999999999999,0.5
8,8,8,6,1,171,12,5,0,78,15,1.0,2.2198717948717923,3,1,0,0.7711538461538465,0.5817905486580193,4.9200000000000035,0.3173076923076919
14,14,20,15,6,153,35,7,15,72,7,1.5336538461538467,1.3870192307692304,3,1,0,4.314102564102564,0.6336909059213658,0.8335576923076918,0.3485576923076922
46,46,75,65,14,184,110,27,62,184,0,1.0,1.0,2,1,0,4.3333333333333295,0.71195652173913,0.43,1.0
27,27,53,40,11,337,84,23,36,185,3,1.09090909090909,1.27272727272727,7,2,0,2.818181818181819,0.7783783783783775,0.9299999999999998,0.4285714285714289
4,4,5,3,1,70,8,2,1,35,0,0.9999999999999994,0.6762295081967211,2,0,0,1.184426229508197,0.5530168401190572,2.591188524590158,0.5006830601092895
36,37,85,55,15,574,159,29,68,285,3,2.644385026737969,2.535650623885913,4,8,1,5.634581105169335,0.7795137193633437,0.6045454545454542,0.4909090909090908
25,30,69,49,7,340,91,23,55,170,0,1.46153846153846,3.615384615384619,2,4,2,3.07692307692308,0.994117647058824,0.62,0.5
61,62,117,101,13,478,163,19,102,238,4,1.23076923076923,0.2307692307692309,3,4,3,7.461538461538455,0.9113924050632912,0.3399999999999998,0.3333333333333328
51,52,111,85,17,532,142,35,83,266,0,10.181818181818194,3.1818181818181808,2,96,0,3.727272727272733,0.962406015037594,0.6300000000000003,0.5
11,11,16,13,5,61,26,4,9,56,61,1.0,1.1276595744680848,3,1,0,4.680851063829787,0.9480706815723045,0.9810638297872344,0.5
15,14,26,17,8,217,56,9,22,107,2,3.366666666666666,2.783333333333334,3,6,0,5.275000000000002,0.6216189547228023,0.7400000000000001,0.4458333333333332
9,9,18,12,6,197,30,7,9,76,51,1.4795321637426888,1.7076023391812836,4,2,0,3.292397660818711,0.6078113624087,1.311228070175438,0.4438596491228065
34,34,53,33,4,512,92,29,24,254,1,1.0328947368421053,1.5173130193905775,3,1,0,1.468836565096955,0.8959296430925353,1.4294736842105265,0.6315789473684214
4,3,3,2,1,172,5,2,0,85,0,1.0,1.0,2,1,0,1.0,0.9767441860465124,15.600000000000009,0.5
13,13,20,13,2,201,35,10,7,101,0,1.0980263157894734,1.1476503759398482,2,1,0,1.2059210526315782,0.8530359361847115,1.5257894736842106,0.4956140350877192
45,45,85,50,3,438,154,38,41,218,0,1.0303030303030305,1.9393939393939388,2,2,0,2.090909090909091,0.9726027397260272,0.1699999999999999,0.5
7,7,9,6,2,109,17,3,3,54,0,0.9999999999999996,1.392982456140351,1,0,0,1.666666666666666,0.6003883538932168,1.8790526315789464,0.4999999999999998
5,5,5,4,0,66,7,3,2,33,0,0.0,0.0,2,0,0,0.0,0.393939393939394,3.2900000000000023,0.5
