dataset,balancing_method,scaler_type,model,model_label,F1_Score,Precision,Recall,Exactitud,Error,ROC_AUC,PR_AUC,training_time_seconds,TP,TN,FP,FN,P,N,Total,TP_Rate,FP_Rate,Sensibilidad,Especificidad,Accuracy_sklearn,classification_report,confusion_matrix,best_hyperparameters,timestamp
activemq-5.0.0,csbboost,robust,naive_bayes_gaussian,Naive Bayes Gaussiano,0.28415300546448086,0.16938110749185667,0.8813559322033898,0.3050397877984085,0.6949602122015915,0.7686280780300607,0.4058431331039022,0.00096,52,63,255,7,59,318,377,0.8813559322033898,0.8018867924528302,0.8813559322033898,0.19811320754716982,0.3050397877984085,"{""No-Buggy"": {""precision"": 0.9, ""recall"": 0.19811320754716982, ""f1-score"": 0.3247422680412371, ""support"": 318.0}, ""Buggy"": {""precision"": 0.16938110749185667, ""recall"": 0.8813559322033898, ""f1-score"": 0.28415300546448086, ""support"": 59.0}, ""accuracy"": 0.3050397877984085, ""macro avg"": {""precision"": 0.5346905537459283, ""recall"": 0.5397345698752798, ""f1-score"": 0.304447636752859, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.7856591123130492, ""recall"": 0.3050397877984085, ""f1-score"": 0.318390102279888, ""support"": 377.0}}","[[63, 255], [7, 52]]","{""var_smoothing"": 1e-05}",2025-11-28T13:28:52.493923
activemq-5.0.0,csbboost,robust,decision_tree,Árbol de Decisión,0.6376811594202898,0.5569620253164557,0.7457627118644068,0.8673740053050398,0.13262599469496023,0.8803165973776784,0.6245835929004253,0.013267,44,283,35,15,59,318,377,0.7457627118644068,0.11006289308176101,0.7457627118644068,0.889937106918239,0.8673740053050398,"{""No-Buggy"": {""precision"": 0.9496644295302014, ""recall"": 0.889937106918239, ""f1-score"": 0.9188311688311688, ""support"": 318.0}, ""Buggy"": {""precision"": 0.5569620253164557, ""recall"": 0.7457627118644068, ""f1-score"": 0.6376811594202898, ""support"": 59.0}, ""accuracy"": 0.8673740053050398, ""macro avg"": {""precision"": 0.7533132274233285, ""recall"": 0.817849909391323, ""f1-score"": 0.7782561641257293, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.88820702409622, ""recall"": 0.8673740053050398, ""f1-score"": 0.8748315652363629, ""support"": 377.0}}","[[283, 35], [15, 44]]","{""criterion"": ""entropy"", ""max_depth"": 5, ""min_samples_leaf"": 8, ""min_samples_split"": 20}",2025-11-28T13:28:52.819139
activemq-5.0.0,hcbou,standard,svm,SVM,0.5637583892617449,0.4666666666666667,0.711864406779661,0.8275862068965517,0.1724137931034483,0.8843939878477775,0.540232322746343,0.034712,42,270,48,17,59,318,377,0.711864406779661,0.1509433962264151,0.711864406779661,0.8490566037735849,0.8275862068965517,"{""No-Buggy"": {""precision"": 0.9407665505226481, ""recall"": 0.8490566037735849, ""f1-score"": 0.8925619834710744, ""support"": 318.0}, ""Buggy"": {""precision"": 0.4666666666666667, ""recall"": 0.711864406779661, ""f1-score"": 0.5637583892617449, ""support"": 59.0}, ""accuracy"": 0.8275862068965517, ""macro avg"": {""precision"": 0.7037166085946573, ""recall"": 0.7804605052766229, ""f1-score"": 0.7281601863664097, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.8665705474788739, ""recall"": 0.8275862068965517, ""f1-score"": 0.8411046570563518, ""support"": 377.0}}","[[270, 48], [17, 42]]","{""C"": 100, ""gamma"": 0.1, ""kernel"": ""rbf""}",2025-11-28T13:28:53.141673
activemq-5.0.0,hcbou,standard,naive_bayes_gaussian,Naive Bayes Gaussiano,0.5365853658536586,0.515625,0.559322033898305,0.8488063660477454,0.15119363395225463,0.8145720072486943,0.5822338660909656,0.000956,33,287,31,26,59,318,377,0.559322033898305,0.09748427672955975,0.559322033898305,0.9025157232704403,0.8488063660477454,"{""No-Buggy"": {""precision"": 0.9169329073482428, ""recall"": 0.9025157232704403, ""f1-score"": 0.9096671949286846, ""support"": 318.0}, ""Buggy"": {""precision"": 0.515625, ""recall"": 0.559322033898305, ""f1-score"": 0.5365853658536586, ""support"": 59.0}, ""accuracy"": 0.8488063660477454, ""macro avg"": {""precision"": 0.7162789536741214, ""recall"": 0.7309188785843727, ""f1-score"": 0.7231262803911715, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.8541287520868468, ""recall"": 0.8488063660477454, ""f1-score"": 0.85128038348193, ""support"": 377.0}}","[[287, 31], [26, 33]]","{""var_smoothing"": 0.0001}",2025-11-28T13:28:53.408630
activemq-5.0.0,hcbou,standard,decision_tree,Árbol de Decisión,0.5797101449275363,0.5063291139240507,0.6779661016949152,0.8461538461538461,0.15384615384615385,0.7776622961304764,0.6173465468015255,0.020187,40,279,39,19,59,318,377,0.6779661016949152,0.12264150943396226,0.6779661016949152,0.8773584905660378,0.8461538461538461,"{""No-Buggy"": {""precision"": 0.9362416107382551, ""recall"": 0.8773584905660378, ""f1-score"": 0.9058441558441559, ""support"": 318.0}, ""Buggy"": {""precision"": 0.5063291139240507, ""recall"": 0.6779661016949152, ""f1-score"": 0.5797101449275363, ""support"": 59.0}, ""accuracy"": 0.8461538461538461, ""macro avg"": {""precision"": 0.7212853623311528, ""recall"": 0.7776622961304764, ""f1-score"": 0.742777150385846, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.8689608751625573, ""recall"": 0.8461538461538461, ""f1-score"": 0.854804615674181, ""support"": 377.0}}","[[279, 39], [19, 40]]","{""criterion"": ""gini"", ""max_depth"": 20, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:28:53.694220
activemq-5.0.0,hcbou,robust,svm,SVM,0.2586605080831409,0.1497326203208556,0.9491525423728814,0.14854111405835543,0.8514588859416445,0.691184308709093,0.35146627111858386,0.041297,56,0,318,3,59,318,377,0.9491525423728814,1.0,0.9491525423728814,0.0,0.14854111405835543,"{""No-Buggy"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 318.0}, ""Buggy"": {""precision"": 0.1497326203208556, ""recall"": 0.9491525423728814, ""f1-score"": 0.2586605080831409, ""support"": 59.0}, ""accuracy"": 0.14854111405835543, ""macro avg"": {""precision"": 0.0748663101604278, ""recall"": 0.4745762711864407, ""f1-score"": 0.12933025404157045, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.02343295649583682, ""recall"": 0.14854111405835543, ""f1-score"": 0.040480026463939826, ""support"": 377.0}}","[[0, 318], [3, 56]]","{""C"": 100, ""gamma"": 0.001, ""kernel"": ""linear""}",2025-11-28T13:28:54.007531
activemq-5.0.0,hcbou,robust,naive_bayes_gaussian,Naive Bayes Gaussiano,0.2626728110599078,0.152,0.9661016949152542,0.15119363395225463,0.8488063660477454,0.7884553885513271,0.49022213201573606,0.000895,57,0,318,2,59,318,377,0.9661016949152542,1.0,0.9661016949152542,0.0,0.15119363395225463,"{""No-Buggy"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 318.0}, ""Buggy"": {""precision"": 0.152, ""recall"": 0.9661016949152542, ""f1-score"": 0.2626728110599078, ""support"": 59.0}, ""accuracy"": 0.15119363395225463, ""macro avg"": {""precision"": 0.076, ""recall"": 0.4830508474576271, ""f1-score"": 0.1313364055299539, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.023787798408488065, ""recall"": 0.15119363395225463, ""f1-score"": 0.04110794655844711, ""support"": 377.0}}","[[0, 318], [2, 57]]","{""var_smoothing"": 0.0001}",2025-11-28T13:28:54.273097
activemq-5.0.0,hcbou,robust,decision_tree,Árbol de Decisión,0.5755395683453237,0.5,0.6779661016949152,0.843501326259947,0.15649867374005305,0.7760899690864514,0.6141819898395,0.020031,40,278,40,19,59,318,377,0.6779661016949152,0.12578616352201258,0.6779661016949152,0.8742138364779874,0.843501326259947,"{""No-Buggy"": {""precision"": 0.936026936026936, ""recall"": 0.8742138364779874, ""f1-score"": 0.9040650406504065, ""support"": 318.0}, ""Buggy"": {""precision"": 0.5, ""recall"": 0.6779661016949152, ""f1-score"": 0.5755395683453237, ""support"": 59.0}, ""accuracy"": 0.843501326259947, ""macro avg"": {""precision"": 0.718013468013468, ""recall"": 0.7760899690864513, ""f1-score"": 0.7398023044978651, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.8677892988237815, ""recall"": 0.843501326259947, ""f1-score"": 0.8526512399448365, ""support"": 377.0}}","[[278, 40], [19, 40]]","{""criterion"": ""gini"", ""max_depth"": 20, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:28:54.564446
activemq-5.0.0,smote,standard,svm,SVM,0.30179028132992325,0.17771084337349397,1.0,0.27586206896551724,0.7241379310344828,0.8374906726361796,0.4130047876762763,0.032667,59,45,273,0,59,318,377,1.0,0.8584905660377359,1.0,0.14150943396226415,0.27586206896551724,"{""No-Buggy"": {""precision"": 1.0, ""recall"": 0.14150943396226415, ""f1-score"": 0.24793388429752067, ""support"": 318.0}, ""Buggy"": {""precision"": 0.17771084337349397, ""recall"": 1.0, ""f1-score"": 0.30179028132992325, ""support"": 59.0}, ""accuracy"": 0.27586206896551724, ""macro avg"": {""precision"": 0.588855421686747, ""recall"": 0.5707547169811321, ""f1-score"": 0.27486208281372193, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.8713128375571251, ""recall"": 0.27586206896551724, ""f1-score"": 0.2563623390055094, ""support"": 377.0}}","[[45, 273], [0, 59]]","{""C"": 0.01, ""gamma"": 1, ""kernel"": ""rbf""}",2025-11-28T13:28:54.905100
activemq-5.0.0,smote,standard,naive_bayes_gaussian,Naive Bayes Gaussiano,0.5426356589147286,0.5,0.5932203389830508,0.843501326259947,0.15649867374005305,0.8330668372241765,0.5540667141985175,0.00096,35,283,35,24,59,318,377,0.5932203389830508,0.11006289308176101,0.5932203389830508,0.889937106918239,0.843501326259947,"{""No-Buggy"": {""precision"": 0.9218241042345277, ""recall"": 0.889937106918239, ""f1-score"": 0.9056, ""support"": 318.0}, ""Buggy"": {""precision"": 0.5, ""recall"": 0.5932203389830508, ""f1-score"": 0.5426356589147286, ""support"": 59.0}, ""accuracy"": 0.843501326259947, ""macro avg"": {""precision"": 0.7109120521172638, ""recall"": 0.741578722950645, ""f1-score"": 0.7241178294573642, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.8558091913702381, ""recall"": 0.843501326259947, ""f1-score"": 0.8487965620052228, ""support"": 377.0}}","[[283, 35], [24, 35]]","{""var_smoothing"": 0.0001}",2025-11-28T13:28:55.177801
activemq-5.0.0,smote,standard,decision_tree,Árbol de Decisión,0.6081081081081081,0.5056179775280899,0.7627118644067796,0.8461538461538461,0.15384615384615385,0.881835625199872,0.6439230912684477,0.006839,45,274,44,14,59,318,377,0.7627118644067796,0.13836477987421383,0.7627118644067796,0.8616352201257862,0.8461538461538461,"{""No-Buggy"": {""precision"": 0.9513888888888888, ""recall"": 0.8616352201257862, ""f1-score"": 0.9042904290429042, ""support"": 318.0}, ""Buggy"": {""precision"": 0.5056179775280899, ""recall"": 0.7627118644067796, ""f1-score"": 0.6081081081081081, ""support"": 59.0}, ""accuracy"": 0.8461538461538461, ""macro avg"": {""precision"": 0.7285034332084894, ""recall"": 0.8121735422662829, ""f1-score"": 0.7561992685755061, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.881626332469029, ""recall"": 0.8461538461538461, ""f1-score"": 0.8579382886313579, ""support"": 377.0}}","[[274, 44], [14, 45]]","{""criterion"": ""entropy"", ""max_depth"": 3, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:28:55.457133
activemq-5.0.0,smote,robust,svm,SVM,0.3064935064935065,0.18098159509202455,1.0,0.2917771883289125,0.7082228116710876,0.8270706747681483,0.39416124329337887,0.035356,59,51,267,0,59,318,377,1.0,0.839622641509434,1.0,0.16037735849056603,0.2917771883289125,"{""No-Buggy"": {""precision"": 1.0, ""recall"": 0.16037735849056603, ""f1-score"": 0.2764227642276423, ""support"": 318.0}, ""Buggy"": {""precision"": 0.18098159509202455, ""recall"": 1.0, ""f1-score"": 0.3064935064935065, ""support"": 59.0}, ""accuracy"": 0.2917771883289125, ""macro avg"": {""precision"": 0.5904907975460123, ""recall"": 0.5801886792452831, ""f1-score"": 0.2914581353605744, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.8718247058632081, ""recall"": 0.2917771883289125, ""f1-score"": 0.281128795510629, ""support"": 377.0}}","[[51, 267], [0, 59]]","{""C"": 0.01, ""gamma"": 1, ""kernel"": ""rbf""}",2025-11-28T13:28:55.807588
activemq-5.0.0,smote,robust,naive_bayes_gaussian,Naive Bayes Gaussiano,0.3569023569023569,0.22268907563025211,0.8983050847457628,0.493368700265252,0.506631299734748,0.8078030060761113,0.5379355041117347,0.000911,53,133,185,6,59,318,377,0.8983050847457628,0.5817610062893082,0.8983050847457628,0.41823899371069184,0.493368700265252,"{""No-Buggy"": {""precision"": 0.9568345323741008, ""recall"": 0.41823899371069184, ""f1-score"": 0.5820568927789934, ""support"": 318.0}, ""Buggy"": {""precision"": 0.22268907563025211, ""recall"": 0.8983050847457628, ""f1-score"": 0.3569023569023569, ""support"": 59.0}, ""accuracy"": 0.493368700265252, ""macro avg"": {""precision"": 0.5897618040021765, ""recall"": 0.6582720392282273, ""f1-score"": 0.4694796248406752, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.841941742061403, ""recall"": 0.493368700265252, ""f1-score"": 0.5468205065277426, ""support"": 377.0}}","[[133, 185], [6, 53]]","{""var_smoothing"": 1e-05}",2025-11-28T13:28:56.077974
activemq-5.0.0,smote,robust,decision_tree,Árbol de Decisión,0.6081081081081081,0.5056179775280899,0.7627118644067796,0.8461538461538461,0.15384615384615385,0.881835625199872,0.6439230912684477,0.006766,45,274,44,14,59,318,377,0.7627118644067796,0.13836477987421383,0.7627118644067796,0.8616352201257862,0.8461538461538461,"{""No-Buggy"": {""precision"": 0.9513888888888888, ""recall"": 0.8616352201257862, ""f1-score"": 0.9042904290429042, ""support"": 318.0}, ""Buggy"": {""precision"": 0.5056179775280899, ""recall"": 0.7627118644067796, ""f1-score"": 0.6081081081081081, ""support"": 59.0}, ""accuracy"": 0.8461538461538461, ""macro avg"": {""precision"": 0.7285034332084894, ""recall"": 0.8121735422662829, ""f1-score"": 0.7561992685755061, ""support"": 377.0}, ""weighted avg"": {""precision"": 0.881626332469029, ""recall"": 0.8461538461538461, ""f1-score"": 0.8579382886313579, ""support"": 377.0}}","[[274, 44], [14, 45]]","{""criterion"": ""entropy"", ""max_depth"": 3, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:28:56.358770
derby-10.5.1.1,unbalanced,standard,svm,SVM,0.3222748815165877,0.2537313432835821,0.44155844155844154,0.7356746765249538,0.2643253234750462,0.6229847738468429,0.33656565990096665,0.054584,34,364,100,43,77,464,541,0.44155844155844154,0.21551724137931033,0.44155844155844154,0.7844827586206896,0.7356746765249538,"{""No-Buggy"": {""precision"": 0.8943488943488943, ""recall"": 0.7844827586206896, ""f1-score"": 0.835820895522388, ""support"": 464.0}, ""Buggy"": {""precision"": 0.2537313432835821, ""recall"": 0.44155844155844154, ""f1-score"": 0.3222748815165877, ""support"": 77.0}, ""accuracy"": 0.7356746765249538, ""macro avg"": {""precision"": 0.5740401188162382, ""recall"": 0.6130206000895656, ""f1-score"": 0.5790478885194879, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8031704258978241, ""recall"": 0.7356746765249538, ""f1-score"": 0.7627283944531706, ""support"": 541.0}}","[[364, 100], [43, 34]]","{""C"": 10, ""gamma"": 0.001, ""kernel"": ""linear""}",2025-11-28T13:30:03.510747
derby-10.5.1.1,unbalanced,standard,naive_bayes_gaussian,Naive Bayes Gaussiano,0.41134751773049644,0.453125,0.37662337662337664,0.8465804066543438,0.1534195933456562,0.7750923645320197,0.4813699172774845,0.001018,29,429,35,48,77,464,541,0.37662337662337664,0.07543103448275862,0.37662337662337664,0.9245689655172413,0.8465804066543438,"{""No-Buggy"": {""precision"": 0.89937106918239, ""recall"": 0.9245689655172413, ""f1-score"": 0.9117959617428267, ""support"": 464.0}, ""Buggy"": {""precision"": 0.453125, ""recall"": 0.37662337662337664, ""f1-score"": 0.41134751773049644, ""support"": 77.0}, ""accuracy"": 0.8465804066543438, ""macro avg"": {""precision"": 0.676248034591195, ""recall"": 0.650596171070309, ""f1-score"": 0.6615717397366616, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8358573033283344, ""recall"": 0.8465804066543438, ""f1-score"": 0.8405676249795191, ""support"": 541.0}}","[[429, 35], [48, 29]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:03.804689
