Added_lines,Del_lines,COMM,OWN_COMMIT,ADEV,AvgLine,CountClassCoupled,OWN_LINE,CountLineCodeExe,CountStmt,CountSemicolon,CountOutput_Max,CountOutput_Mean,CountStmtDecl,CountLine,CountLineCode,RatioCommentToCode,CountLineCodeDecl,AvgLineCode,CountStmtExe
142,0,1,1.0,1,15,7,1.0,49,78,62,14,6.6,44,141,93,0.39,45,12,34
108,12,4,1.0,4,43,20,0.435612082670906,347,339,280,35,16.1666666666667,152,629,457,0.21,174,33,187
49,5,2,0.5,2,8,30,0.87808526551982,563,722,535,20,3.75,353,1337,1003,0.17,396,7,369
13,7,4,0.75,4,31,18,0.918072289156627,255,284,238,45,8.0,80,415,333,0.13,84,27,204
4,2,3,0.666666666666667,3,16,17,0.992753623188406,119,162,136,26,10.2727272727273,95,276,190,0.32,98,13,67
34,4,7,0.428571428571429,7,12,13,0.690526315789474,0,42,41,1,0.67741935483871,42,475,52,7.44,51,1,0
380,120,18,0.666666666666667,18,20,10,0.785714285714286,397,408,289,14,4.96,139,1176,642,0.73,189,12,269
839,621,29,0.379310344827586,29,15,24,0.78143972246314,527,567,403,21,4.96491228070175,189,1153,834,0.3,206,12,378
66,31,8,0.5,8,21,21,0.464426877470356,141,148,108,36,7.07142857142857,61,506,229,0.95,79,13,87
12,0,3,0.666666666666667,3,12,13,0.981132075471698,102,145,110,33,3.71428571428571,87,265,189,0.2,95,9,58
172,101,11,1.0,11,15,28,0.990421455938697,200,219,173,23,6.55555555555556,112,522,338,0.43,140,11,107
268,0,3,0.666666666666667,3,3,2,1.0,32,55,38,5,1.6,31,133,85,0.34,40,3,24
4,330,2,0.5,2,10,7,1.0,121,166,119,13,5.14285714285714,74,330,235,0.23,88,8,92
302,16,8,0.5,8,7,18,0.91340782122905,275,380,288,43,2.97014925373134,170,716,556,0.09,240,6,210
220,23,6,0.5,6,26,26,0.945887445887446,193,235,190,30,12.0,102,462,291,0.46,118,17,133
248,10,2,0.5,2,22,13,0.966386554621849,105,135,123,19,9.71428571428571,68,238,165,0.28,75,16,67
81,58,15,0.6,15,26,30,0.945072697899838,313,358,305,55,10.5,177,619,461,0.14,201,21,181
96,0,1,1.0,1,5,2,1.0,2,17,8,1,0.25,15,96,39,1.15,28,2,2
523,235,20,0.35,20,5,22,0.367375886524823,168,271,213,7,1.88732394366197,176,705,384,0.6,211,3,95
11,5,4,0.75,4,19,10,0.951388888888889,36,53,43,16,6.5,34,144,80,0.61,46,12,19
56,25,9,0.444444444444444,9,25,21,0.46583850931677,439,508,420,44,10.2692307692308,220,805,621,0.2,242,20,288
110,74,6,0.833333333333333,6,23,13,0.961538461538462,74,95,69,34,10.6,51,182,121,0.38,50,18,44
5,1,2,1.0,2,8,15,0.67379679144385,171,188,152,13,3.0,101,374,285,0.12,126,7,87
58,25,7,0.714285714285714,7,17,18,0.895,167,209,164,18,6.25,120,400,284,0.24,126,13,89
260,35,10,0.4,10,29,16,0.878378378378378,123,139,133,35,12.2,71,222,174,0.12,80,25,68
42,26,4,0.5,4,11,9,0.75,120,140,102,16,4.71428571428571,67,344,223,0.35,79,8,73
91,7,4,0.5,4,18,25,0.83584229390681,714,741,594,33,8.40625,316,1395,1040,0.13,391,15,425
444,136,14,0.428571428571429,14,21,10,0.477425552353506,348,395,260,10,4.27906976744186,185,1041,582,0.69,216,12,210
147,24,12,0.416666666666667,12,21,28,0.52484076433121,368,435,377,30,8.96666666666667,182,785,519,0.26,193,15,253
6,10,3,0.333333333333333,3,26,9,0.96039603960396,29,47,37,24,14.5,29,101,60,0.43,30,18,18
10,0,2,0.5,2,28,20,0.975975975975976,159,197,168,35,9.22222222222222,84,333,237,0.28,89,22,113
414,24,6,0.5,6,22,17,0.986876640419947,155,172,124,22,6.76923076923077,66,381,244,0.47,71,16,106
199,61,8,0.375,8,19,8,0.950782997762864,404,435,313,19,3.92307692307692,184,1341,641,0.82,220,10,251
67,46,10,0.5,10,8,11,0.502551020408163,0,53,52,1,0.75,53,392,90,2.97,89,1,0
288,384,17,0.588235294117647,17,17,22,0.726890756302521,171,201,153,34,6.71428571428571,80,476,285,0.42,101,11,121
160,67,13,0.615384615384615,13,13,18,0.398058252427184,116,157,137,14,5.875,86,309,208,0.32,108,9,71
3,0,1,1.0,1,3,0,1.0,3,7,4,1,1.0,5,39,11,2.18,6,3,2
19,25,3,0.333333333333333,3,28,16,0.880758807588076,203,220,157,29,15.5,77,369,323,0.09,95,27,143
73,41,11,0.636363636363636,11,18,15,0.915134370579915,193,215,145,11,3.86666666666667,87,707,342,0.95,107,10,128
905,406,9,0.666666666666667,9,12,12,0.875,81,86,60,15,4.30769230769231,41,224,154,0.3,61,9,45
101,62,5,0.8,5,13,7,0.622837370242215,105,115,81,14,4.71428571428571,53,288,185,0.4,70,10,62
25,20,7,0.428571428571429,7,17,5,0.78021978021978,115,123,74,11,3.65,48,273,185,0.32,37,14,75
583,2469,10,0.5,10,18,5,0.614213197969543,87,87,73,18,5.28571428571429,46,197,128,0.33,49,14,41
4,5,2,0.5,2,17,7,0.904376012965964,212,275,182,25,5.66666666666667,112,617,384,0.5,121,12,163
114,12,6,0.333333333333333,6,15,12,0.689614935822637,306,345,242,15,4.73913043478261,144,857,512,0.57,161,10,201
259,61,14,0.357142857142857,14,12,7,0.935377875136911,326,371,246,19,3.51063829787234,180,913,559,0.44,217,9,191
10,3,5,0.4,5,18,7,0.594059405940594,43,46,36,23,10.3333333333333,19,101,69,0.36,22,17,27
1882,428,18,0.444444444444444,18,17,50,0.550346129641284,1523,1641,1136,36,5.59748427672956,597,3178,2256,0.29,602,13,1044
40,225,4,1.0,4,11,3,0.626485568760611,230,202,133,7,2.21052631578947,74,589,386,0.4,109,8,128
513,233,17,0.705882352941177,17,12,35,0.488250652741514,180,215,181,31,6.73684210526316,134,383,313,0.1,163,11,81
90,14,7,0.571428571428571,7,24,26,0.495652173913044,261,245,204,39,9.125,111,460,359,0.11,117,20,134
294,37,41,0.439024390243902,41,0,3,0.456086286594761,145,151,148,1,1.0,151,649,195,1.61,188,0,0
525,361,15,0.533333333333333,15,40,29,0.372844827586207,584,549,473,39,14.15,241,928,732,0.18,268,33,308
540,285,18,0.444444444444444,18,17,30,0.457005411906194,473,554,354,25,4.59090909090909,217,1663,869,0.8,283,9,337
2,0,1,1.0,1,20,0,0.892307692307692,28,46,35,9,5.75,29,129,57,1.12,31,10,17
25,13,7,0.571428571428571,7,16,12,0.967032967032967,28,43,33,19,9.33333333333333,24,91,58,0.43,29,13,19
12,12,3,0.666666666666667,3,22,14,0.838461538461538,154,195,166,23,6.07142857142857,88,390,236,0.42,98,14,107
51,4,4,0.5,4,20,17,0.774311926605505,281,346,287,20,9.09090909090909,155,545,384,0.22,150,15,191
94,31,13,0.538461538461538,13,15,7,0.768052516411379,131,161,118,13,3.65,69,457,242,0.7,77,9,92
1708,1199,14,0.571428571428571,14,18,12,0.550799623706491,738,686,497,23,3.93406593406593,266,2126,1147,0.63,346,11,420
17,5,5,0.4,5,19,19,0.955968688845401,421,453,335,55,6.39024390243902,213,1022,629,0.48,224,13,240
261,0,1,1.0,1,25,15,0.954022988505747,117,140,110,19,10.0,67,261,194,0.27,79,21,73
277,15,6,0.833333333333333,6,19,13,0.99236641221374,91,124,101,21,10.3333333333333,62,262,156,0.46,72,12,62
7,0,2,0.5,2,21,11,0.935,100,131,122,9,5.5,49,200,151,0.22,59,18,82
96,96,2,1.0,2,9,4,1.0,16,31,26,7,3.5,23,96,45,0.93,29,5,8
672,189,27,0.333333333333333,27,16,21,0.776946107784431,226,254,182,21,4.78125,114,668,385,0.59,140,10,140
293,15,4,0.5,4,11,63,0.321626617375231,221,337,296,14,2.9375,170,541,390,0.22,188,8,167
30,19,3,0.666666666666667,3,20,12,0.52962962962963,244,273,240,11,6.27272727272727,152,540,346,0.25,188,14,121
164,1151,7,0.714285714285714,7,10,42,0.923954372623574,373,415,249,20,4.10526315789474,205,1052,778,0.21,341,8,210
21,13,3,0.333333333333333,3,22,12,0.979779411764706,52,83,70,20,4.45454545454545,53,544,104,3.91,60,6,30
18,3,3,0.666666666666667,3,33,3,0.875,43,53,42,13,8.0,22,112,62,0.69,20,25,31
68,34,4,0.75,4,9,11,0.825396825396825,104,151,121,24,3.85714285714286,78,315,213,0.25,106,7,73
17,7,3,0.666666666666667,3,6,5,0.833333333333333,45,74,48,8,3.15384615384615,39,150,100,0.29,41,6,35
22,11,2,0.5,2,25,15,0.805970149253731,109,137,107,17,9.0,70,268,192,0.27,83,19,67
880,151,19,0.684210526315789,19,23,36,0.975397973950796,256,281,237,27,8.45833333333333,125,691,426,0.52,187,14,156
31,19,9,0.666666666666667,9,21,9,0.962216624685139,173,202,170,24,5.78571428571429,77,397,254,0.31,83,15,125
20,147,5,0.4,5,5,3,0.985507246376812,115,160,126,7,2.77272727272727,114,276,210,0.18,128,5,46
135,32,12,0.5,12,20,15,0.7625,56,68,59,22,9.8,47,160,95,0.42,55,14,21
46,8,6,0.5,6,18,17,0.430493273542601,112,140,122,17,7.125,80,223,170,0.16,81,16,60
196,1,3,0.666666666666667,3,9,1,0.923076923076923,75,70,48,10,3.81818181818182,35,195,123,0.31,35,8,35
91,23,5,0.8,5,8,2,0.87962962962963,104,147,98,6,2.76,75,324,234,0.23,103,7,72
661,489,23,0.391304347826087,23,12,19,0.326542161856254,604,679,470,33,3.97169811320755,285,1767,1062,0.47,345,8,394
60,46,5,0.6,5,20,8,0.689138576779026,88,106,61,13,5.5,43,267,163,0.5,46,14,63
2,0,1,1.0,1,15,2,0.897590361445783,55,76,53,17,6.66666666666667,36,166,102,0.41,38,12,40
319,180,24,0.375,24,25,38,0.61628664495114,906,891,733,38,8.83333333333333,325,1535,1194,0.15,378,21,566
26,12,4,0.5,4,20,13,0.742924528301887,184,174,124,22,7.05882352941176,69,424,283,0.4,81,15,105
96,48,5,0.4,5,11,7,0.53125,81,114,78,10,2.83333333333333,65,416,212,0.81,111,7,49
165,123,8,0.5,8,26,8,0.94758064516129,85,92,66,20,6.28571428571429,33,248,142,0.63,39,17,59
127,42,4,0.75,4,12,12,0.327354260089686,77,101,66,10,3.23076923076923,39,223,139,0.47,40,8,62
2,0,1,1.0,1,4,2,1.0,4,12,9,3,2.5,8,47,16,1.56,9,4,4
10,6,3,0.333333333333333,3,14,6,0.952136752136752,187,244,170,14,4.76666666666667,110,585,356,0.53,152,10,134
3,5,3,0.666666666666667,3,10,6,0.644444444444444,138,178,125,10,3.62962962962963,91,450,274,0.44,108,7,87
636,12,4,0.5,4,20,6,0.998392282958199,135,171,121,20,4.26923076923077,93,622,250,1.26,114,8,78
58,2,3,0.666666666666667,3,7,2,0.979661016949153,76,113,72,6,3.45833333333333,52,295,150,0.74,60,5,61
43,33,8,0.375,8,35,16,0.514018691588785,177,202,157,24,9.25,107,428,275,0.42,105,25,95
1298,586,55,0.309090909090909,55,16,51,0.5562435500516,684,802,591,29,5.41584158415842,376,1938,1124,0.56,449,10,426
658,611,14,0.428571428571429,14,17,20,0.756028368794326,303,308,227,27,6.6875,98,705,482,0.31,149,13,210
198,4,3,0.333333333333333,3,12,0,0.967032967032967,28,51,37,8,2.8,28,182,73,1.26,34,5,23
847,312,10,0.4,10,10,12,0.516429840142096,675,758,514,11,3.05487804878049,360,2252,1161,0.77,458,6,398
104,84,10,0.5,10,18,6,0.635542168674699,134,128,92,26,4.84615384615385,58,332,217,0.42,68,13,70
33,0,4,0.75,4,15,8,0.536912751677852,63,76,68,14,6.66666666666667,47,149,101,0.31,60,12,29
274,2,3,0.666666666666667,3,24,6,0.970588235294118,118,131,105,15,8.625,51,272,189,0.31,65,18,80
851,315,12,0.75,12,28,22,0.561314791403287,455,468,374,35,10.2173913043478,237,791,656,0.09,270,24,231
2613,1617,87,0.298850574712644,87,23,75,0.342349457058243,2096,2208,1499,51,7.17112299465241,814,5065,3161,0.46,891,15,1394
240,202,17,0.470588235294118,17,25,31,0.818181818181818,259,315,256,34,11.3125,151,484,394,0.12,159,21,164
155,0,3,0.666666666666667,3,13,12,0.936708860759494,48,81,70,16,4.66666666666667,51,158,96,0.38,57,9,30
2916,2185,80,0.425,80,17,132,0.510707508809976,1633,1784,1254,53,6.68235294117647,687,3690,2610,0.29,822,13,1097
9,6,3,0.333333333333333,3,11,4,0.897058823529412,15,22,13,6,4.33333333333333,11,68,32,0.84,12,8,11
63,104,8,0.375,8,12,8,0.494661921708185,124,130,90,19,4.11764705882353,59,281,201,0.26,63,11,71
29,8,7,0.714285714285714,7,13,11,0.619926199261993,292,338,247,22,4.23913043478261,114,813,468,0.57,137,9,224
647,118,29,0.275862068965517,29,41,51,0.428692340245451,2941,2852,2619,40,10.9626168224299,824,4727,3474,0.16,941,31,2028
53,9,4,0.5,4,16,3,0.436363636363636,117,131,83,11,3.94444444444444,49,385,203,0.78,56,10,82
92,0,1,1.0,1,6,2,1.0,0,14,13,1,0.125,14,92,17,3.65,16,1,0
12,8,3,1.0,3,10,9,0.966244725738397,94,131,104,13,3.8,53,237,169,0.18,62,8,78
129,16,4,0.75,4,10,4,0.524495677233429,113,163,116,25,3.8695652173913,72,347,206,0.54,66,7,91
4,1,2,1.0,2,13,6,0.62200956937799,37,68,51,13,3.0,42,209,98,0.92,58,7,26
4,0,1,1.0,1,7,4,0.792207792207792,11,19,12,5,3.0,13,77,29,1.38,15,5,6
3,0,1,1.0,1,4,1,0.781818181818182,0,9,6,1,0.666666666666667,9,110,24,3.29,21,0,0
4,0,1,1.0,1,9,2,0.571428571428571,34,57,41,6,2.21428571428571,29,196,88,1.02,39,4,28
0,0,0,0.0,0,5,3,0.696145124716553,184,235,152,11,2.85483870967742,94,441,392,0.03,147,5,141
75,83,4,0.5,4,28,14,0.714285714285714,61,84,64,23,10.0,42,182,107,0.63,41,20,42
0,0,0,0.0,0,0,0,1.0,0,7,6,0,0.0,7,38,9,2.89,9,0,0
15,1,3,0.666666666666667,3,5,4,0.844036697247706,34,44,28,7,3.1,23,109,70,0.34,27,5,21
2,0,1,1.0,1,5,1,0.989473684210526,11,26,19,4,1.6,19,95,39,1.0,26,4,7
3,0,1,1.0,1,9,2,1.0,54,80,48,7,2.5625,42,234,115,0.82,43,5,38
87,28,5,0.4,5,3,0,1.0,2,5,3,1,1.0,4,28,7,2.71,4,3,1
77,0,2,0.5,2,17,3,1.0,19,22,14,3,1.75,10,72,33,0.97,7,12,12
0,0,0,0.0,0,5,2,0.609271523178808,39,71,48,8,3.0,31,151,88,0.49,36,4,40
17,3,2,1.0,2,9,4,0.696428571428571,43,47,36,9,1.66666666666667,32,112,71,0.3,30,7,15
5,0,1,1.0,1,4,4,0.930434782608696,35,53,42,7,3.3,33,115,75,0.25,39,4,20
14,0,2,1.0,2,50,16,0.988326848249027,145,179,149,32,23.25,97,257,200,0.09,98,43,82
0,0,0,0.0,0,0,0,1.0,0,2,1,0,0.0,2,37,3,10.67,2,0,0
5,0,1,1.0,1,6,4,0.958333333333333,27,36,31,3,1.5,19,72,44,0.43,22,6,17
5,0,1,1.0,1,16,9,0.894736842105263,246,257,186,16,6.19047619047619,142,513,373,0.27,151,12,115
438,212,3,0.666666666666667,3,8,4,0.351785714285714,247,314,207,16,3.06382978723404,113,560,453,0.09,120,8,201
2,0,1,1.0,1,8,3,0.938461538461538,39,64,48,6,2.35714285714286,33,195,90,0.93,43,4,31
39,0,1,1.0,1,5,2,1.0,3,11,9,3,3.0,9,39,15,1.33,11,5,2
2,0,1,1.0,1,12,13,0.882926829268293,306,333,254,13,4.79411764705882,138,615,456,0.23,139,12,195
5,0,1,1.0,1,4,5,0.935483870967742,42,55,44,13,4.0,36,124,84,0.23,43,4,19
27,13,9,0.666666666666667,9,21,15,0.906077348066298,287,270,208,28,7.10526315789474,134,543,439,0.07,158,19,136
6,2,2,0.5,2,7,2,0.911111111111111,0,5,4,0,0.0,5,45,6,5.67,5,1,0
16,3,3,1.0,3,14,5,0.962962962962963,21,26,22,14,5.33333333333333,17,81,40,0.8,21,9,9
3,0,1,1.0,1,4,1,1.0,5,10,7,3,2.5,7,37,14,1.36,7,4,3
7,2,2,1.0,2,23,3,0.403973509933775,60,79,63,29,10.25,50,151,102,0.32,51,19,29
157,152,3,0.666666666666667,3,15,15,0.913696060037523,326,367,329,21,8.03703703703704,141,533,451,0.06,174,14,226
870,290,4,0.5,4,40,2,1.0,140,143,122,17,9.8,80,290,196,0.25,95,30,63
4,0,1,1.0,1,18,5,0.51271186440678,89,125,89,15,5.88888888888889,64,236,152,0.43,61,14,61
104,40,1,1.0,1,6,3,1.0,146,201,127,9,2.27027027027027,84,385,294,0.11,93,6,117
5,0,1,1.0,1,33,4,0.973684210526316,46,62,59,14,13.0,22,114,70,0.37,27,24,40
8,13,2,0.5,2,10,2,0.849557522123894,25,35,24,9,2.83333333333333,17,113,51,1.06,18,6,18
3,0,1,1.0,1,6,1,0.787878787878788,0,3,2,0,0.0,3,32,3,9.0,3,1,0
209,26,11,0.545454545454545,11,22,11,0.499176276771005,242,251,219,26,6.15384615384615,107,607,355,0.49,149,17,144
1107,389,7,0.714285714285714,7,24,8,1.0,168,177,140,24,8.54545454545454,109,346,259,0.19,124,20,68
146,1,3,0.666666666666667,3,9,1,0.986486486486487,23,43,35,6,5.33333333333333,27,74,48,0.33,28,9,16
283,3,4,0.5,4,7,8,1.0,48,81,63,9,4.22222222222222,53,144,106,0.21,58,7,28
0,0,0,0.0,0,0,0,1.0,0,2,1,0,0.0,2,34,3,9.67,2,0,0
8,0,2,1.0,2,24,12,0.681159420289855,50,71,60,12,8.33333333333333,37,138,90,0.27,44,18,34
17,2,3,0.666666666666667,3,20,13,0.926701570680628,73,94,78,15,7.16666666666667,47,190,120,0.5,52,15,47
47,23,7,0.571428571428571,7,14,22,0.882352941176471,88,129,105,30,7.55555555555556,84,221,168,0.16,92,13,45
46,0,1,1.0,1,5,0,1.0,0,5,4,1,1.0,5,43,6,5.33,5,1,0
5,0,1,1.0,1,9,1,0.722222222222222,0,5,4,1,1.0,5,54,10,3.9,9,1,0
16,1,3,0.333333333333333,3,46,9,0.927835051546392,26,40,38,19,19.0,24,97,50,0.64,28,27,16
5,0,1,1.0,1,7,0,1.0,4,9,7,3,3.0,7,43,13,2.08,8,4,2
12,0,2,1.0,2,14,33,0.995535714285714,364,399,345,11,5.75675675675676,184,672,553,0.05,264,13,215
744,431,2,0.5,2,12,3,0.396959459459459,663,711,492,28,3.625,165,1184,1001,0.07,191,11,546
0,199,1,1.0,1,8,2,1.0,80,115,70,6,2.2,52,199,149,0.17,50,7,63
68,35,4,0.5,4,1,0,0.939393939393939,1,7,4,1,0.5,7,33,8,2.75,7,1,0
16,2,3,0.666666666666667,3,4,1,0.760416666666667,16,33,23,6,2.22222222222222,21,96,45,0.87,22,3,12
4,0,1,1.0,1,5,0,0.976190476190476,3,8,5,2,2.0,6,42,11,2.45,6,3,2
5,0,1,1.0,1,4,1,1.0,11,21,13,4,2.2,11,60,29,0.79,14,4,10
5,0,1,1.0,1,14,2,0.89873417721519,23,31,27,10,8.0,20,79,44,0.55,26,13,11
65,0,2,1.0,2,6,7,1.0,14,21,17,18,6.66666666666667,15,58,33,0.52,19,6,6
256,127,2,0.5,2,6,3,0.494818652849741,145,201,128,9,2.23684210526316,84,386,295,0.11,94,6,117
31,0,3,0.333333333333333,3,9,6,0.572519083969466,52,67,58,7,6.25,33,131,79,0.28,36,8,34
0,0,0,0.0,0,14,11,0.58695652173913,97,119,102,12,4.30769230769231,46,276,151,0.63,62,10,73
0,0,0,0.0,0,17,3,0.987951807228916,22,37,29,10,7.5,24,82,46,0.61,25,14,13
18,7,2,1.0,2,15,14,0.816901408450704,47,70,56,15,6.6,47,142,102,0.23,63,13,23
45,0,2,0.5,2,13,4,0.879396984924623,225,240,210,10,7.81818181818182,127,398,314,0.11,159,12,113
2,0,1,1.0,1,4,0,1.0,4,13,9,4,2.5,9,42,16,1.31,9,4,4
7,177,2,0.5,2,23,10,0.960227272727273,83,113,99,16,10.5714285714286,68,176,134,0.19,67,21,45
5,0,1,1.0,1,5,0,0.975609756097561,3,7,4,2,2.0,5,40,9,3.0,5,3,2
0,39,1,1.0,1,3,0,1.0,4,10,6,3,2.33333333333333,7,39,14,1.43,7,3,3
48,0,2,0.5,2,3,0,1.0,4,11,7,2,2.0,8,46,16,1.5,8,3,3
16,2,3,0.666666666666667,3,4,2,0.532608695652174,22,39,26,6,2.33333333333333,23,92,53,0.47,25,4,16
2,0,1,1.0,1,7,4,0.95959595959596,31,60,42,12,3.33333333333333,33,198,85,1.07,41,4,27
0,108,1,1.0,1,12,9,1.0,31,48,35,8,4.75,28,108,72,0.31,36,11,20
2,0,1,1.0,1,11,13,0.997167138810198,122,169,111,29,6.14285714285714,83,353,221,0.46,81,8,86
2,0,1,1.0,1,4,3,1.0,0,9,8,1,1.0,9,49,9,3.89,9,1,0
