OWN_COMMIT,MAJOR_COMMIT,DDEV,CountStmtDecl,COMM,Added_lines,Del_lines,CountLine,ADEV,SumCyclomaticModified,CountLineCode,CountStmt,SumCyclomaticStrict,CountLineCodeDecl,SumCyclomatic,OWN_LINE,CountOutput_Mean,CountClassCoupled,CountLineBlank,CountStmtExe
0.666666666666667,2,2,20,6,56,55,84,6,9,48,36,10,21,9,0.55952380952381,4.25,13,10,16
1.0,1,1,15,5,36,35,79,5,6,31,24,6,15,6,0.493670886075949,3.33333333333333,3,8,9
1.0,1,1,17,2,5,7,64,2,7,37,28,7,17,7,0.920634920634921,2.8,2,8,11
1.0,1,1,22,2,5,4,130,2,7,42,34,7,22,7,0.953846153846154,2.57142857142857,4,27,12
1.0,1,1,4,2,2,3,37,2,1,5,4,1,4,1,0.540540540540541,1.0,1,5,0
0.75,2,2,22,4,139,45,94,4,15,61,44,17,22,15,0.712765957446808,2.8,5,8,22
0.75,2,2,52,4,72,72,222,4,35,152,113,44,52,35,0.554054054054054,2.42307692307692,7,35,61
1.0,1,1,22,2,5,4,135,2,7,47,39,7,22,7,0.955555555555556,3.28571428571429,6,27,17
1.0,1,1,7,2,3,4,41,2,2,13,10,2,7,2,0.780487804878049,2.0,0,8,3
0.5,2,2,23,2,9,9,66,2,5,40,33,5,24,5,0.53030303030303,2.8,10,10,10
1.0,1,1,36,1,1,2,134,1,17,88,66,17,36,17,0.843283582089552,3.0,4,24,30
1.0,1,1,8,3,3,9,54,3,2,19,16,2,8,2,0.962962962962963,5.5,1,8,8
0.8,2,2,44,5,84,87,152,5,5,96,85,5,43,5,0.5,9.5,11,40,41
1.0,1,1,5,2,3,4,36,2,1,8,6,1,5,1,0.75,2.0,1,4,1
0.75,2,2,32,4,87,60,301,4,13,216,206,13,28,13,0.973421926910299,38.8,10,34,174
1.0,1,1,11,3,15,16,58,3,9,12,11,9,11,9,0.724137931034483,1.0,1,10,0
1.0,1,1,7,2,3,4,39,2,2,13,10,2,7,2,0.923076923076923,2.0,1,5,3
1.0,1,1,53,7,134,139,217,7,33,148,111,34,51,33,0.769585253456221,1.78260869565217,3,43,58
1.0,1,1,18,2,3,4,63,2,2,28,25,2,18,2,0.777777777777778,6.5,6,12,7
1.0,1,1,43,3,27,30,107,3,7,77,70,7,42,7,0.551401869158878,6.8,1,13,27
1.0,1,1,9,2,2,4,50,2,4,25,20,4,9,4,1.0,2.0,0,8,11
1.0,1,1,22,3,22,23,138,3,7,54,44,7,24,7,0.565217391304348,4.85714285714286,4,23,22
1.0,1,1,5,2,3,4,24,2,2,6,5,2,5,2,0.541666666666667,0.0,0,2,0
1.0,1,1,6,2,5,6,45,2,4,7,6,4,6,4,0.555555555555556,0.5,1,7,0
1.0,1,1,13,1,1,2,69,1,8,30,21,8,13,8,0.898550724637681,1.33333333333333,1,11,8
1.0,1,1,14,1,76,0,76,1,8,33,22,8,16,8,1.0,1.875,1,10,8
1.0,1,1,11,3,11,21,52,3,3,22,18,3,10,3,1.0,3.0,2,6,7
1.0,1,1,17,2,18,18,84,2,7,45,37,7,17,7,0.642857142857143,5.8,4,13,20
1.0,1,1,22,2,19,24,134,2,7,52,44,7,22,7,1.0,4.85714285714286,5,23,22
1.0,1,1,4,2,3,5,31,2,1,8,6,1,4,1,0.483870967741935,2.0,1,4,2
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,0.947826086956522,1.14285714285714,4,22,7
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,0.547826086956522,1.28571428571429,4,22,7
1.0,1,1,6,2,3,4,35,2,2,11,8,2,6,2,0.742857142857143,2.0,1,5,2
1.0,1,1,26,2,3,4,97,2,19,56,38,19,26,19,1.0,0.764705882352941,0,24,12
1.0,1,1,34,2,21,23,173,2,17,117,93,19,35,17,0.751445086705202,3.0,4,19,59
0.5,3,3,158,10,268,223,824,10,109,458,338,111,158,109,0.595873786407767,2.49382716049383,18,120,180
1.0,1,1,33,2,26,26,95,2,13,61,47,13,33,13,0.663157894736842,3.5,7,15,14
1.0,1,1,70,4,122,119,326,4,38,215,193,38,60,38,0.616564417177914,5.6,3,29,123
1.0,1,1,9,2,2,4,51,2,4,26,20,4,9,4,0.96078431372549,3.0,1,6,11
1.0,1,1,11,2,5,8,80,2,13,51,36,13,11,13,0.8375,2.85714285714286,1,9,25
0.5,3,3,17,4,24,14,86,4,10,38,27,10,17,10,0.546511627906977,1.1,4,15,10
0.666666666666667,2,2,14,3,152,6,146,3,6,29,20,6,16,6,0.958904109589041,1.33333333333333,2,15,6
1.0,1,1,22,3,22,23,138,3,7,54,44,7,24,7,1.0,4.85714285714286,4,23,22
1.0,1,1,6,1,1,2,34,1,3,13,9,3,6,3,0.794117647058823,1.33333333333333,0,5,3
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,0.947826086956522,1.28571428571429,4,22,7
1.0,1,1,9,3,4,9,52,3,2,17,14,2,9,2,1.0,3.5,1,8,5
0.666666666666667,2,2,63,3,171,171,217,3,29,173,137,29,61,29,0.986175115207373,5.64705882352941,12,28,74
0.5,2,2,42,6,191,173,356,6,53,192,135,69,40,53,0.862359550561798,2.8695652173913,4,26,93
0.5,2,2,23,2,11,11,66,2,5,40,33,5,24,5,0.545454545454545,2.8,10,10,10
1.0,1,1,3,1,1,2,21,1,1,4,3,1,3,1,1.0,1.0,1,1,0
1.0,1,1,16,2,9,13,80,2,8,47,36,8,17,8,0.8875,2.75,1,9,20
1.0,1,1,19,2,4,4,114,2,5,35,29,5,19,5,0.482456140350877,3.2,3,25,10
0.5,2,2,66,4,169,42,225,4,5,149,137,9,68,5,0.493333333333333,18.75,5,35,71
1.0,1,1,5,2,3,4,57,2,1,23,20,1,6,1,0.649122807017544,12.0,2,14,15
1.0,1,1,10,2,5,8,40,2,2,16,13,2,10,2,0.875,3.0,0,5,3
1.0,1,1,13,2,3,4,53,2,5,24,18,5,13,5,0.660377358490566,2.2,1,10,5
1.0,1,1,5,2,12,21,38,2,1,8,6,1,5,1,1.0,1.0,1,4,1
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,1.0,1.14285714285714,4,22,7
1.0,1,1,8,2,3,4,38,2,2,17,14,2,8,2,1.0,3.5,1,5,6
1.0,1,1,25,2,16,16,78,2,9,52,40,9,25,9,1.0,4.25,2,10,15
1.0,1,1,5,1,1,2,31,1,2,6,5,2,5,2,0.516129032258065,0.0,0,5,0
0.777777777777778,2,2,120,9,262,250,561,9,102,432,322,113,108,102,0.497326203208556,3.30952380952381,11,80,202
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,1.0,1.28571428571429,4,22,7
0.5,2,2,41,4,116,118,157,4,25,110,81,25,39,25,0.643312101910828,4.27272727272727,19,16,40
1.0,1,1,5,1,1,2,35,1,2,6,5,2,5,2,0.571428571428571,0.0,1,5,0
1.0,1,1,9,3,4,9,52,3,2,17,14,2,9,2,1.0,3.5,1,8,5
1.0,1,1,24,2,6,18,75,2,9,43,34,9,23,9,0.92,2.71428571428571,10,10,10
1.0,1,1,6,1,11,8,27,1,4,7,6,4,6,4,1.0,0.0,1,4,0
0.857142857142857,2,2,147,7,338,305,535,7,71,388,319,75,142,71,0.865420560747664,8.15384615384615,44,102,172
1.0,1,1,11,2,3,4,52,2,4,21,16,4,11,4,0.826923076923077,1.75,2,10,5
1.0,1,1,22,3,21,22,133,3,7,49,39,7,24,7,0.969924812030075,4.14285714285714,4,23,17
1.0,1,1,39,3,8,8,197,3,6,90,83,6,39,6,0.928934010152284,8.0,1,43,44
1.0,1,1,13,1,1,2,59,1,7,33,25,7,13,7,1.0,2.8,2,7,12
0.666666666666667,2,2,26,3,30,40,96,3,6,53,45,6,26,6,1.0,6.25,8,24,19
0.666666666666667,2,2,21,3,22,26,98,3,9,48,38,10,21,9,0.622448979591837,3.5,1,17,17
1.0,1,1,8,3,3,9,53,3,2,18,15,2,8,2,1.0,5.0,1,8,7
1.0,1,1,15,1,1,2,53,1,8,32,23,8,15,8,0.69811320754717,1.0,0,5,8
1.0,1,1,22,2,5,4,130,2,7,42,34,7,22,7,0.523076923076923,2.71428571428571,4,27,12
1.0,1,1,10,1,1,2,49,1,4,11,10,4,10,4,0.693877551020408,0.25,0,8,0
1.0,1,1,51,1,99,97,294,1,22,178,141,26,47,26,0.602040816326531,6.46153846153846,3,40,90
1.0,1,1,15,1,26,28,85,1,9,36,26,9,15,9,1.0,1.55555555555556,4,14,11
0.75,2,2,86,4,172,245,1148,4,176,675,466,177,86,176,0.758710801393728,6.91428571428571,7,89,380
1.0,1,1,14,2,8,10,62,2,8,30,21,8,14,8,0.612903225806452,1.5,2,12,7
1.0,1,1,6,3,21,18,41,3,1,7,6,1,6,1,0.536585365853659,1.0,3,3,0
1.0,1,1,10,2,31,42,78,2,2,46,39,2,9,2,0.525641025641026,34.0,3,8,29
1.0,1,1,49,2,43,43,146,2,14,101,86,16,47,14,0.60958904109589,5.875,1,17,37
1.0,1,1,21,2,7,11,119,2,16,80,63,16,21,16,0.80672268907563,2.125,1,20,42
1.0,1,1,12,2,7,9,46,2,3,22,18,3,12,3,1.0,2.33333333333333,0,8,6
1.0,1,1,24,1,12,9,73,1,4,36,33,4,23,4,1.0,6.5,2,11,9
1.0,1,1,19,2,4,4,114,2,5,35,29,5,19,5,1.0,3.2,3,25,10
1.0,1,1,9,3,4,9,56,3,2,21,18,2,9,2,1.0,6.0,1,8,9
1.0,1,1,28,2,23,30,174,2,11,90,80,11,26,11,0.545977011494253,8.85714285714286,5,25,52
1.0,1,1,7,3,32,32,64,3,5,8,7,5,7,5,0.578125,0.8,0,7,0
1.0,1,1,7,1,39,0,39,1,3,15,11,3,7,3,0.923076923076923,3.0,2,3,4
0.75,2,2,21,4,50,47,74,4,9,48,37,9,21,9,0.527027027027027,2.71428571428571,3,10,16
1.0,1,1,72,3,222,220,252,3,30,210,173,30,70,30,1.0,10.3333333333333,13,26,101
1.0,1,1,25,1,2,3,107,1,12,62,49,12,25,12,0.813084112149533,2.9,5,27,24
0.7,3,3,36,10,212,192,201,10,28,148,103,28,36,28,0.786069651741294,3.53846153846154,3,25,67
1.0,1,1,62,2,107,105,240,2,23,162,122,23,59,23,0.4875,3.25,6,41,60
1.0,1,1,40,2,23,19,162,2,30,116,90,30,39,30,1.0,2.94117647058824,1,29,50
0.75,2,2,56,4,45,48,156,4,19,108,99,20,50,19,0.544871794871795,5.25,11,24,43
1.0,1,1,3,2,2,3,31,2,1,4,3,1,3,1,0.741935483870968,0.0,0,2,0
1.0,1,1,22,2,5,4,130,2,7,42,34,7,22,7,0.953846153846154,2.71428571428571,4,27,12
1.0,1,1,3,2,2,3,27,2,1,4,3,1,3,1,0.703703703703704,0.0,1,2,0
1.0,1,1,9,3,4,9,51,3,2,16,13,2,9,2,1.0,2.5,1,8,4
1.0,1,1,3,1,1,2,29,1,1,6,4,1,3,1,0.482758620689655,1.0,0,3,1
1.0,1,1,20,1,1,1,114,1,15,58,42,15,20,15,0.991228070175439,1.83333333333333,2,13,22
1.0,1,1,96,2,127,129,250,2,50,199,194,50,73,50,0.536,2.33333333333333,16,29,98
1.0,1,1,22,4,77,40,61,4,19,23,22,19,22,19,0.786885245901639,0.526315789473684,0,22,0
0.75,2,2,46,4,3,8,134,4,8,80,71,8,46,8,0.977611940298508,6.0,5,19,25
0.833333333333333,2,2,117,6,85,84,500,6,88,380,261,88,117,88,0.712,2.88235294117647,21,64,144
1.0,1,1,116,2,693,695,731,2,130,637,543,135,107,130,1.0,5.63333333333333,0,71,427
1.0,1,1,9,1,1,2,38,1,1,14,12,1,9,1,0.763157894736842,4.0,3,5,3
1.0,1,1,47,5,37,36,149,5,11,96,82,14,46,11,1.0,5.7,10,30,35
1.0,1,1,4,1,1,2,41,1,1,5,4,1,4,1,0.829268292682927,1.0,1,4,0
1.0,1,1,43,1,53,61,212,1,27,98,70,27,43,27,0.358490566037736,1.03703703703704,4,29,27
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,1.0,1.14285714285714,4,22,7
1.0,1,1,28,2,29,31,132,2,21,89,71,21,26,21,0.666666666666667,5.66666666666667,0,17,43
1.0,1,1,6,1,1,2,35,1,1,15,13,1,6,1,0.457142857142857,7.0,3,4,7
1.0,1,1,25,4,56,54,138,4,25,89,63,25,25,25,0.492753623188406,2.6,0,20,38
0.8,2,2,61,5,23,16,373,5,21,202,182,21,61,21,0.924932975871314,5.88235294117647,2,93,121
0.666666666666667,2,2,60,6,108,111,230,6,39,163,128,43,59,39,0.61304347826087,2.875,10,29,68
1.0,1,1,9,3,4,9,53,3,2,18,15,2,9,2,1.0,4.0,1,8,6
1.0,1,1,22,2,5,4,139,2,7,51,43,7,22,7,1.0,5.14285714285714,5,27,21
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,0.547826086956522,1.14285714285714,4,22,7
1.0,1,1,8,3,3,9,50,3,2,15,12,2,8,2,1.0,3.0,1,8,4
1.0,1,1,39,3,32,36,133,3,15,84,71,15,37,15,0.691729323308271,3.2,8,30,32
0.8,2,2,70,5,104,103,191,5,21,144,133,21,64,21,0.534031413612565,5.36363636363636,3,15,63
1.0,1,1,5,1,1,2,38,1,1,6,5,1,5,1,0.815789473684211,1.0,2,4,0
1.0,1,1,20,1,13,9,106,1,11,69,56,11,20,11,0.622641509433962,2.0,2,16,36
1.0,1,1,7,1,1,2,36,1,3,14,10,3,7,3,0.805555555555556,1.33333333333333,1,6,3
1.0,1,1,8,3,16,26,50,3,2,18,15,2,8,2,0.56,5.0,1,6,7
1.0,1,1,9,3,4,9,56,3,2,21,18,2,9,2,1.0,6.0,1,8,9
1.0,1,1,17,2,5,4,115,2,7,32,24,7,17,7,0.947826086956522,1.14285714285714,4,22,7
1.0,1,1,22,2,5,4,129,2,7,41,33,7,22,7,0.953488372093023,2.42857142857143,4,27,11
1.0,1,1,9,3,17,26,53,3,2,21,18,2,9,2,0.566037735849057,6.0,1,6,9
1.0,1,1,8,3,3,9,56,3,2,21,18,2,8,2,1.0,7.5,1,8,10
1.0,1,1,22,2,5,4,144,2,7,56,48,7,22,7,0.486111111111111,5.85714285714286,7,27,26
1.0,1,1,9,3,4,9,53,3,2,18,15,2,9,2,1.0,3.5,1,8,6
1.0,1,1,6,1,5,5,32,1,1,9,7,1,6,1,0.40625,2.0,0,4,1
1.0,1,1,59,2,53,55,212,2,39,151,112,41,57,39,0.721698113207547,2.25,3,33,53
0.666666666666667,2,2,12,3,135,44,91,3,4,21,16,4,12,4,0.626373626373626,1.5,2,10,4
1.0,1,1,52,4,35,47,178,4,22,120,91,23,47,22,0.707865168539326,2.6875,12,23,39
1.0,1,1,16,1,149,152,173,1,5,113,105,5,18,5,1.0,5.8,2,36,89
0.5,2,2,10,2,78,16,62,2,7,29,21,7,10,7,0.580645161290323,2.16666666666667,1,9,11
1.0,1,1,45,4,43,33,159,4,31,125,92,34,43,31,0.553459119496855,3.0,13,18,47
1.0,1,1,8,3,16,26,47,3,2,15,12,2,8,2,0.531914893617021,3.0,1,6,4
0.6,2,2,61,5,76,81,268,5,34,189,133,34,57,34,0.5,4.84210526315789,14,38,72
0.75,2,2,31,8,54,57,147,8,19,95,71,19,29,19,0.755102040816326,5.6,6,28,40
1.0,1,1,6,2,11,18,42,2,1,11,9,1,6,1,0.547619047619048,4.0,2,5,3
0.714285714285714,3,3,124,7,305,306,601,7,50,399,335,50,115,50,0.637271214642263,6.86486486486486,6,118,211
1.0,1,1,22,2,5,4,139,2,7,51,43,7,22,7,1.0,4.57142857142857,4,27,21
1.0,1,1,89,2,79,87,418,2,63,266,193,67,80,63,0.784688995215311,3.02941176470588,5,58,104
0.6,3,3,42,5,143,142,168,5,22,116,91,22,40,22,0.80952380952381,4.55555555555556,1,31,49
1.0,1,1,6,1,1,2,47,1,3,19,19,3,4,3,1.0,8.0,3,12,13
1.0,1,1,4,1,1,2,46,1,1,8,6,1,4,1,0.565217391304348,2.0,1,4,2
1.0,1,1,14,3,18,13,61,3,4,34,27,4,14,4,0.852459016393443,9.5,7,5,13
1.0,1,1,71,1,1,2,116,1,0,85,71,0,71,0,0.818965517241379,0.0,0,15,0
1.0,1,1,11,3,11,21,59,3,3,29,25,3,10,3,0.983050847457627,7.0,2,6,14
1.0,1,1,42,3,46,44,116,3,14,81,69,14,41,14,0.517241379310345,3.75,2,16,27
1.0,1,1,8,3,3,9,52,3,2,17,14,2,8,2,1.0,4.0,1,8,6
0.5,2,2,48,6,112,93,158,6,19,106,81,19,49,19,0.848101265822785,2.76923076923077,10,19,33
1.0,1,1,37,3,13,17,138,3,22,91,67,22,37,22,0.847826086956522,1.46153846153846,2,20,30
1.0,1,1,27,2,7,8,100,2,17,76,58,18,22,17,0.7,5.0,0,8,31
1.0,1,1,4,1,2,3,29,1,1,5,4,1,4,1,1.0,0.0,0,3,0
1.0,1,1,21,2,3,4,99,2,3,48,41,3,23,3,0.808080808080808,18.0,2,17,20
1.0,1,1,62,2,91,57,324,2,53,233,158,67,58,53,1.0,7.27272727272727,1,35,96
1.0,1,1,10,2,12,13,54,2,6,22,15,6,10,6,0.518518518518518,1.16666666666667,1,9,5
