OWN_COMMIT,MAJOR_COMMIT,DDEV,Added_lines,CountStmtDecl,CountLineCode,Del_lines,CountLineCodeDecl,ADEV,CountSemicolon,CountStmt,CountLine,COMM,SumCyclomatic,CountOutput_Mean,CountPath_Mean,CountClassCoupled,OWN_LINE,CountStmtExe,AvgLine
0.725,1,1,21,15,29,25,15,2,19,24,76,2,3,6.175000000000001,1.55,4,0.809794871794872,9,13
0.8151041666666666,1,1,252,89,232,251,88,3,139,184,312,3,45,3.67281314699793,2.435688405797101,15,0.9605042005271252,94,6
1.0,1,1,154,164,513,145,163,2,298,394,641,2,93,6.267520215633422,2.6038484576220395,22,0.8548047832921157,230,13
0.9684210526315788,1,1,34,66,167,35,66,2,72,119,273,2,52,1.7994135607354729,1.1820113790738052,3,0.6995686994373093,53,4
1.0,1,1,1,7,16,2,6,1,9,13,41,1,2,2.7254901960784315,1.310457516339869,0,0.717414109171975,6,5
1.0,1,1,4,32,109,6,32,1,54,82,173,1,23,2.2261904761904763,1.6875,0,0.9424141749723142,49,6
1.0,1,1,13,12,30,13,12,2,20,25,62,2,4,5.33333333333333,1.33333333333333,2,0.548387096774194,13,8
0.9512195121951218,1,1,141,52,175,136,51,3,99,134,250,3,33,7.687262872628726,218.27344173441728,9,0.7601366133671493,82,26
1.0,1,1,8,7,16,10,7,2,8,12,52,2,3,1.6666666666666698,1.0,0,0.5384615384615379,5,7
0.8477011494252878,1,1,140,50,149,143,48,6,78,111,207,6,32,2.915071875826791,2.5076285386718427,7,0.6940565215302646,60,9
1.0,1,1,19,57,147,22,56,3,85,116,210,3,29,4.2099792099792115,42.1237006237006,5,0.8064812408778946,58,18
1.0,1,1,19,22,52,23,22,2,36,44,134,2,7,4.8197278911564645,1.0,4,0.9656464792276414,22,12
1.0,1,1,133,126,450,132,127,5,156,271,634,5,115,1.8690476190476195,1.35714285714286,0,0.815748031496063,145,5
1.0,1,1,11,21,38,14,21,1,26,32,72,1,5,4.5,1.25,6,1.0,11,7
1.0,1,1,1,4,5,2,4,1,3,4,23,1,1,0.2692307692307692,0.9615384615384616,1,0.616956378812566,0,0
1.0,1,1,24,23,24,25,23,1,22,23,120,1,15,0.4163581516522688,1.0,1,0.8139429217015424,0,4
1.0,1,1,47,13,53,47,13,4,19,36,104,4,9,2.358974358974356,1.641025641025644,0,0.4990104235387255,22,10
1.0,1,1,48,34,81,52,30,1,66,73,117,1,10,9.0,2.3999999999999995,5,0.5897435897435902,39,15
1.0,1,1,20,33,72,22,33,2,41,56,131,2,14,2.8,1.4,3,0.740458015267176,23,7
1.0,1,1,1,13,30,2,13,1,12,21,69,1,8,1.3333333333333304,1.3333333333333304,1,0.8985507246376813,8,5
1.0,1,1,226,60,168,0,57,1,89,124,226,1,31,3.320085929108486,2.5173200859291116,4,0.9030158730158726,64,9
0.6428571428571428,1,1,77,10,29,16,10,2,12,21,61,2,7,2.055555555555559,1.1190476190476215,1,0.6931479942585183,10,3
0.9945054945054944,1,1,26,53,125,28,51,3,80,103,170,3,23,4.135989010989009,1.6868131868131857,9,0.7203418223967063,49,6
0.5999999999999998,2,2,199,37,80,63,30,5,56,75,136,5,17,3.1999999999999993,1.8999999999999997,5,0.5441176470588229,38,8
0.7241379310344828,1,1,618,85,218,301,85,2,150,179,316,2,22,5.586004056795135,1.4667342799188638,3,0.9344104171690378,94,22
0.9432624113475178,1,1,80,41,99,72,43,3,48,71,151,3,24,2.0127633878096405,1.2562031041216983,3,0.7581208111871439,30,4
1.0,1,1,7,23,63,6,22,2,46,56,99,2,8,4.15164835164835,1.3615384615384618,4,0.7629085229189401,32,8
1.0,1,1,56,41,104,56,39,2,54,81,246,2,26,1.9999999999999991,1.399999999999996,3,0.6702702702702705,39,9
1.0,1,1,3,8,21,9,8,3,15,18,56,3,2,7.5,1.0,1,1.0,10,8
0.9999999999999996,0,0,5,22,42,3,22,1,25,34,130,1,6,2.714285714285712,0.9999999999999996,3,0.7485648679678527,11,11
1.0,1,1,121,79,208,116,80,2,165,186,432,2,18,8.82352941176471,1.0588235294117605,3,0.675925925925926,107,21
0.9538461538461536,1,1,64,27,91,58,27,4,44,67,132,4,25,2.4692307692307693,2.612179487179488,1,0.5886402793517418,39,7
1.0,1,1,174,64,165,155,62,3,125,142,238,3,16,8.727272727272732,1.45454545454545,14,1.0,78,19
1.0,1,1,5,22,46,4,22,2,30,38,134,2,7,3.85714285714286,1.0,4,0.9328358208955222,16,11
1.0,1,1,22,10,22,33,10,3,14,18,53,3,2,4.209302325581395,1.3720930232558135,2,0.5742810153573656,7,9
0.8787878787878789,1,1,52,40,101,38,40,2,48,75,202,2,25,1.622377622377621,1.0,7,0.5795182796478136,34,4
0.9470588235294118,1,1,6,59,194,5,59,2,171,182,329,2,10,11.321799307958477,1.046712802768165,4,0.7018242314125275,123,31
1.0,1,1,4,85,233,5,79,1,152,193,284,1,39,4.6951871657754,2.684491978609627,5,0.8405103668261563,107,12
0.9999999999999998,0,0,5,17,31,3,17,1,15,23,114,1,6,1.165178571428569,0.9999999999999998,3,0.7989130434782611,6,9
1.0,1,1,24,27,54,24,27,3,49,51,101,3,1,22.285714285714285,1.0,3,0.8957528957528962,23,65
1.0,1,1,51,26,66,51,27,2,39,49,105,2,9,3.5,1.66666666666667,3,1.0,23,10
1.0,1,1,22,22,67,27,22,2,51,59,149,2,7,7.571428571428574,1.0,7,0.9484563758389262,37,14
1.0,1,1,13,21,38,15,21,3,20,29,72,3,8,2.0,1.3333333333333297,7,0.4027777777777778,8,4
0.5,2,2,89,50,51,99,50,2,49,50,129,2,44,1.0,1.0,1,0.9767441860465116,0,1
1.0,1,1,61,67,181,52,68,2,80,129,384,2,48,1.7870895495430377,1.937181663837012,6,0.7343230366450983,62,6
0.833333333333333,2,2,99,110,308,90,110,6,150,226,421,6,74,2.3469387755102,2.4897959183673497,3,0.7434679334916862,116,5
0.9411764705882352,1,1,181,76,251,180,70,3,163,206,348,3,44,5.97978642257818,43.58917754744919,4,0.6041830810409089,129,19
1.0,1,1,5,22,47,4,22,2,31,39,135,2,7,4.0,1.0,5,0.9407407407407408,17,11
1.0,1,1,18,26,55,18,25,2,35,45,85,2,10,7.66666666666667,3.3333333333333295,0,1.0,19,15
1.0,1,1,9,29,66,7,29,2,34,49,107,2,14,1.7557997557997522,1.0630341880341891,3,0.9587087087087088,20,3
1.0,1,1,3,6,11,4,6,1,5,8,35,1,2,1.837837837837838,1.0,0,0.6760096003339249,2,3
1.0,1,1,76,35,123,78,35,3,76,95,183,3,21,5.925990675990677,5.593822843822857,5,0.8688362919132151,60,18
1.0,1,1,24,37,93,22,33,3,69,83,143,3,12,4.828571428571432,1.6714285714285742,2,0.7922884012539181,46,10
1.0,0,0,20,29,87,24,29,2,47,66,129,2,19,5.072998430141284,13.6737310308739,0,0.7544327691263824,36,16
1.0,1,1,11,18,38,13,18,3,24,30,66,3,4,6.08,2.1733333333333347,4,0.768077260755048,11,14
1.0,1,1,5,17,32,4,17,2,16,24,115,2,7,1.2059800664451832,1.0,4,0.9490394337714868,7,9
0.982608695652174,1,1,57,63,141,64,58,3,86,112,218,3,27,4.230272029760518,1.901883282957454,5,0.640138482929404,48,9
0.6875,1,1,121,53,116,109,54,4,60,87,168,4,24,2.105769230769231,1.2884615384615374,16,0.9050632911392408,33,5
1.0,1,1,28,28,64,29,28,3,38,50,150,3,11,3.2857142857142905,1.57142857142857,4,0.9733333333333328,22,14
0.9807692307692308,1,1,184,49,233,215,45,1,154,203,285,1,51,5.777120315581851,5.477317554240631,1,0.997920997920998,154,21
1.0,1,1,2,11,23,3,11,2,10,16,52,2,5,2.0166666666666644,1.0,0,0.6667271407837444,5,3
1.0,1,1,5,22,64,4,22,2,48,56,152,2,7,6.2662337662337615,1.0,4,0.8935537190082641,34,14
1.0,1,1,5,9,23,5,9,2,10,16,48,2,6,4.0,1.6666666666666703,5,0.5625,7,5
0.5,2,2,169,66,149,42,68,4,131,137,225,4,5,18.75,1.25,5,0.493333333333333,71,44
1.0,1,1,17,10,26,17,10,2,10,18,78,2,7,1.5,1.16666666666667,0,0.3912630579297245,8,6
1.0,1,1,12,22,68,16,21,2,35,51,108,2,15,4.833333333333329,12.0,0,0.8148148148148153,29,11
1.0,1,1,27,29,118,9,29,1,44,81,249,1,36,1.05263157894737,1.8947368421052595,1,1.0,52,10
0.764285714285714,2,2,130,30,125,124,31,4,100,111,181,4,10,8.440000000000001,2.0999999999999996,2,0.7293650793650794,80,25
1.0,1,1,47,11,46,48,11,1,26,36,81,1,9,5.0,64.5,2,1.0,25,22
1.0,1,1,76,34,126,76,33,1,56,78,212,1,23,9.0,8.333333333333329,4,1.0,44,44
1.0,1,1,11,10,28,21,9,3,20,24,58,3,3,6.854166666666666,1.5,1,0.9915489642184554,13,11
1.0,1,1,1,44,99,2,43,1,50,74,139,1,23,5.25,2.0833333333333295,0,0.9928057553956828,30,7
0.666666666666667,2,2,152,14,29,6,16,3,13,20,146,3,6,1.3333333333333297,1.0,2,0.958904109589041,6,16
1.0,1,1,64,90,230,55,89,4,105,167,342,4,65,2.2841710758377407,1.305335097001766,9,0.660381518514701,76,4
1.0,1,1,22,22,67,27,22,2,51,59,149,2,7,7.57142857142857,1.0,7,0.597315436241611,37,14
0.8,2,2,51,16,17,51,16,5,15,16,137,5,9,0.4444444444444438,1.0,4,0.9635036496350368,0,10
0.8333333333333327,2,2,182,69,205,221,65,6,107,152,289,6,37,3.3625730994152057,2.0672514619883025,16,0.559138755980861,83,9
0.7142857142857147,1,1,35,26,48,34,25,2,32,41,77,2,7,3.4571428571428533,1.4571428571428569,2,0.5745054945054946,15,6
1.0,1,1,4,11,22,8,11,2,12,17,48,2,3,3.55208333333333,1.2708333333333304,1,0.78390625,5,4
1.0,1,1,23,23,50,62,23,1,22,36,129,1,13,1.0749299719887933,1.0,3,0.7478129713423828,13,5
1.0,1,1,2,5,8,7,5,2,4,6,42,2,1,1.0,1.0,0,0.974074074074074,1,4
1.0,1,1,111,51,202,107,51,5,104,152,271,5,48,2.3478260869565197,1.0217391304347796,1,1.0,101,4
1.0,1,1,29,25,97,29,25,3,72,84,172,3,11,8.277056277056275,1.398934398934398,5,0.7218891866277225,58,15
1.0,1,1,11,10,28,10,10,1,13,20,57,1,6,4.5,3.5,1,0.807017543859649,10,12
0.5,2,2,221,41,98,151,43,4,51,69,182,4,31,2.3999999999999995,1.4,1,0.395604395604396,28,6
1.0,1,1,127,96,199,129,73,2,143,194,250,2,50,2.3333333333333286,1.8518518518518503,16,0.5359999999999998,98,6
0.6666666666666671,2,2,209,15,49,89,14,3,27,39,120,3,11,5.333333333333329,7.666666666666667,1,0.7916666666666671,24,29
1.0,1,1,2,14,34,2,12,1,16,27,70,1,9,2.349206349206348,1.7968253968253969,1,0.7462207734758026,12,6
1.0,1,1,113,30,77,0,30,1,36,56,113,1,19,3.526785714285714,2.133928571428571,2,0.956782713085234,25,7
1.0,1,1,6,10,11,6,10,2,9,10,61,2,6,0.5679012345679015,1.0,0,0.6504433458882612,0,4
0.7575757575757578,1,1,56,36,94,49,36,3,43,68,185,3,24,1.731818181818182,1.0818181818181822,5,0.4323042007450861,32,5
1.0,1,1,13,7,11,17,7,2,7,9,39,2,1,3.586206896551724,1.0,2,0.5338259441707718,2,6
0.9146666666666668,1,1,48,24,74,40,26,4,27,49,128,4,20,1.6125000000000012,1.2200000000000004,3,0.5092952962650115,24,3
1.0,1,1,38,63,64,13,63,2,62,63,117,2,34,1.0,1.0,27,0.829059829059829,0,1
1.0,1,1,145,45,101,147,45,3,48,74,255,3,25,1.59090909090909,1.13636363636364,1,0.5960784313725489,29,8
1.0,1,1,2,7,13,3,6,2,6,9,33,2,4,1.0,1.0,0,1.0,2,2
1.0,1,1,145,43,173,151,40,2,137,156,216,2,20,6.125,9.625,0,1.0,113,21
0.5,2,2,246,37,132,46,37,2,63,97,200,2,33,2.5909090909090904,1.90909090909091,6,0.5,60,5
1.0,1,1,23,40,142,20,40,2,120,129,243,2,7,13.97910052910054,1.247619047619047,3,0.9574627426003022,88,32
1.0,1,1,22,28,67,21,28,1,30,49,129,1,18,1.5,1.125,6,0.6976744186046508,21,4
1.0,1,1,141,12,151,145,12,2,133,142,181,2,8,1.8571428571428603,1.1428571428571397,0,1.0,130,20
1.0,1,1,5,22,47,4,22,2,31,39,135,2,7,4.0,1.0,5,1.0,17,11
1.0,1,1,2,21,45,3,21,1,32,38,77,1,5,3.654166666666666,1.3270833333333336,4,0.9178792091442696,17,8
0.9761904761904762,1,1,48,27,175,45,25,2,148,159,260,2,10,28.760544217687084,1.9414965986394557,9,0.9809309523499858,132,38
1.0,1,1,6,14,30,7,14,2,22,26,54,2,3,5.666666666666671,1.0,1,1.0,12,6
1.0,1,1,77,64,180,60,62,1,114,146,333,1,35,7.75,6.25,10,1.0,82,23
1.0,1,1,48,35,103,51,34,4,83,92,192,4,8,10.5,2.25,1,0.6770833333333328,57,37
1.0,1,1,3,4,5,4,4,2,3,4,36,2,2,0.0,1.0,0,0.5,0,1
1.0,1,1,20,17,48,21,17,3,32,40,87,3,7,7.333333333333325,1.8333333333333317,2,0.6141496843077869,22,11
1.0,1,1,5,22,52,4,22,2,36,44,140,2,7,4.571428571428569,1.0,4,1.0,22,12
1.0,1,1,1,43,96,2,41,1,70,83,142,1,12,5.857142857142861,2.7142857142857104,6,1.0,40,12
0.8166666666666672,1,1,177,42,119,12,43,2,57,84,164,2,26,2.736651583710408,1.7990950226244369,3,0.9395953757225436,41,6
1.0,1,1,119,27,75,0,27,1,31,52,119,1,22,2.25,1.25,3,0.7983193277310922,25,4
0.6666666666666673,2,2,146,20,56,148,20,6,28,42,89,6,13,3.2000000000000006,1.3000000000000005,2,0.382022471910112,22,4
0.8,2,2,44,31,62,39,29,5,35,47,112,5,18,1.46153846153846,1.3076923076923097,2,0.4910714285714289,16,4
1.0,1,1,31,30,65,37,30,4,46,54,102,4,7,4.833333333333329,1.1666666666666696,8,0.4901960784313728,24,9
1.0,1,1,8,17,29,9,19,2,18,23,58,2,4,2.5681818181818183,1.0,6,0.6953349282296651,5,3
1.0,1,1,38,36,70,24,35,1,43,57,176,1,14,3.11111111111111,1.7777777777777792,0,1.0,21,14
0.8214285714285714,1,1,229,71,214,222,70,3,140,175,257,3,30,9.93040293040292,2.5750915750915766,10,0.9806949806949804,103,15
1.0,1,1,25,58,132,31,55,3,87,111,175,3,19,5.3999999999999995,2.6999999999999997,4,0.8171428571428568,53,14
1.0,1,1,7,19,30,7,19,2,21,25,63,2,3,4.5,1.5,0,0.7777777777777779,6,13
1.0,1,1,15,8,14,26,8,3,8,11,45,3,2,1.6709401709401708,1.0,1,0.7040302692476601,3,4
1.0,1,1,1,7,12,2,7,1,6,9,39,1,2,1.5,1.0,3,0.6978818283166103,2,3
0.9345238095238094,1,1,51,71,244,47,67,3,186,216,333,3,27,13.954761904761895,2.301984126984128,8,0.9029777022446172,145,22
1.0,1,1,239,129,556,198,149,5,262,383,646,5,123,3.8113207547169794,2.377358490566039,5,0.9613003095975228,254,10
1.0,1,1,5,22,62,4,22,2,46,54,150,2,7,4.714285714285708,1.0,4,0.9813333333333332,32,14
1.0,1,1,9,10,11,10,10,2,9,10,42,2,7,0.5194805194805192,1.0,1,0.7544548474781035,0,1
1.0,1,1,23,22,23,17,22,3,21,22,67,3,17,0.8823529411764702,1.0,3,0.4840182648401825,0,1
1.0,1,1,11,10,22,21,9,3,15,18,53,3,2,3.9545454545454546,1.4545454545454546,1,0.9605488850771868,8,8
1.0,1,1,42,12,25,46,12,2,11,18,73,2,6,1.33333333333333,1.0,3,0.6575342465753421,6,6
1.0,1,1,56,20,64,56,20,2,27,45,101,2,13,2.375,1.7232142857142856,1,0.680957416129963,24,6
1.0,1,1,20,28,72,17,28,2,68,70,115,2,1,20.0,1.0,3,0.8260869565217388,42,75
1.0,1,1,5,35,82,7,35,1,34,58,132,1,22,0.9728260869565216,1.0394021739130448,1,0.9829343971631206,22,3
0.7833333333333332,2,2,63,16,26,23,16,5,15,21,109,5,7,1.5899999999999983,1.0,3,0.7354685452162513,4,8
1.0,1,1,122,70,215,119,60,4,157,193,326,4,38,5.599999999999999,1.5599999999999998,3,0.6165644171779139,123,8
1.0,1,1,3,7,8,4,7,2,6,7,50,2,1,0.9210526315789472,1.0,1,0.6097103310042983,0,10
1.0,1,1,1,11,35,2,11,1,15,25,63,1,9,1.66666666666667,1.5,0,0.7460317460317462,14,4
1.0,1,1,44,28,51,44,28,1,36,43,79,1,6,4.799999999999999,1.1999999999999995,9,1.0,15,7
1.0,1,1,71,57,177,84,56,3,102,135,277,3,32,4.7868395493395495,3.089935064935064,5,0.708041590149463,77,14
1.0,1,1,1,3,7,2,3,1,3,5,29,1,1,1.912280701754386,1.0,0,0.761256822070006,1,4
0.5,2,2,104,30,77,46,30,6,31,51,151,6,21,1.2352941176470602,1.11764705882353,3,0.4105960264900659,21,5
1.0,1,1,16,46,156,17,46,2,99,123,230,2,22,5.97796143250689,5.6914600550964165,2,0.9573002754820934,76,15
1.0,1,1,1,5,12,2,7,1,5,8,36,1,2,1.2391304347826089,1.0,0,0.8820994907951427,2,3
0.7400000000000001,1,1,24,22,49,31,22,3,30,40,101,3,9,3.1133333333333337,2.2599999999999993,2,0.7605065410779696,17,8
1.0,1,1,8,12,26,10,12,1,10,18,64,1,6,1.209137709137711,1.0,3,0.6000405844155844,6,3
1.0,1,1,13,6,9,21,6,2,5,7,39,2,1,1.809523809523809,1.0,1,0.6923229548229547,1,5
1.0,1,1,44,21,93,48,21,4,48,71,124,4,21,3.2653061224489845,4.165306122448985,0,0.4657623024464966,49,11
1.0,1,1,16,8,17,26,8,3,11,14,49,3,2,3.9827586206896552,1.0,1,0.6995073891625614,6,6
1.0,1,1,258,77,177,183,77,4,89,130,266,4,41,2.03030303030303,1.2424242424242404,13,0.6691729323308271,53,5
1.0,1,1,1,9,25,3,9,1,15,20,51,1,4,2.21875,1.0,0,0.859669811320755,10,5
1.0,1,1,2,5,10,3,5,2,4,7,30,2,2,1.5,1.0,0,1.0,2,3
1.0,0,0,3,6,13,4,6,1,6,10,40,1,1,2.112244897959183,1.0,0,0.8877805802172467,3,3
1.0,1,1,30,24,73,29,24,2,31,52,120,2,20,2.362962962962964,1.3333333333333297,3,0.5787145459276603,28,4
0.8823529411764706,1,1,51,29,134,39,29,2,46,84,180,2,33,1.8583136040794048,1.8209797851028953,1,0.6259626654870587,54,5
1.0,1,1,102,34,37,111,36,4,33,34,84,4,26,0.384615384615385,1.0,6,0.619047619047619,0,1
1.0,1,1,16,8,14,26,8,3,8,11,46,3,2,1.5,1.0,1,0.6720496894409937,3,5
1.0,1,1,17,9,16,26,9,3,10,13,48,3,2,3.0846153846153848,1.0,1,0.6423927263212976,4,5
1.0,1,1,1,91,213,2,91,1,195,204,330,1,8,14.0,1.0,10,0.8878787878787879,113,35
1.0,1,1,83,36,153,89,38,1,64,87,231,1,23,8.303030303030305,8.84848484848485,2,0.974481658692185,51,44
0.6717948717948715,2,2,124,49,155,333,48,5,76,114,284,5,33,3.308697838109604,8.268979386626464,12,0.5791783216783217,65,11
1.0,1,1,207,79,293,208,82,3,151,209,404,3,57,3.4482758620689697,1.9655172413793096,6,0.5184818481848185,130,11
0.6964285714285712,1,1,34,4,9,1,5,1,5,7,33,1,1,3.607142857142856,1.0,1,0.9816017316017316,2,5
0.6666666666666671,2,2,135,12,21,44,12,3,11,16,91,3,4,1.5,1.0,2,0.6263736263736261,4,12
0.7045454545454546,1,1,91,70,239,67,65,2,125,175,349,2,52,7.293388429752064,7.524793388429754,0,0.6522169928164475,105,23
1.0,1,1,72,75,158,65,73,4,124,141,279,4,16,10.333333333333304,1.8888888888888895,1,0.6810035842293908,66,25
0.5,2,2,246,37,132,46,37,2,63,97,200,2,33,2.59090909090909,1.90909090909091,6,0.5,60,5
0.7999999999999998,2,2,87,13,14,77,13,5,12,13,139,5,9,0.7777777777777779,1.0,3,0.6618705035971219,0,6
1.0,1,1,18,20,41,17,18,4,21,30,76,4,8,1.75749559082892,1.0396825396825389,1,0.5235690235690232,9,3
1.0,1,1,16,33,78,22,32,3,58,66,118,3,7,10.6666666666667,2.3333333333333295,2,0.856991525423729,33,27
1.0,1,1,50,25,64,53,25,3,31,46,103,3,13,2.375,1.625,5,0.8543689320388348,21,5
1.0,1,1,31,10,46,42,9,2,36,39,78,2,2,34.0,2.0,3,0.5256410256410259,29,46
1.0,1,1,35,39,73,27,36,1,52,63,157,1,12,6.799999999999998,2.399999999999999,1,1.0,24,21
1.0,1,1,59,40,79,59,31,3,48,62,110,3,13,3.07692307692308,1.0,4,1.0,22,8
1.0,1,1,4,10,16,4,10,2,10,13,39,2,3,3.0,1.0,1,1.0,3,3
1.0,1,1,1,5,10,2,5,1,4,7,40,1,2,0.8641975308641977,1.0,0,0.8273440106773435,2,3
1.0,1,1,4,5,10,7,5,2,6,8,36,2,1,2.5454545454545454,1.0,0,0.4851919146036788,2,8
0.9666666666666665,1,1,62,26,76,54,24,5,41,59,124,5,19,4.698076923076921,9.07628205128202,8,0.5453462741965517,33,8
0.7083333333333333,1,1,46,10,19,0,10,1,9,14,45,1,3,1.2777777777777748,1.0,2,0.9780618686868684,3,3
0.905982905982906,1,1,4,11,22,5,11,2,10,16,53,2,5,1.474358974358975,1.085897435897436,0,0.7247464503042599,4,2
1.0,1,1,141,47,116,142,46,4,53,84,173,4,31,1.35714285714286,1.17857142857143,3,1.0,37,3
1.0,1,1,4,5,6,5,5,2,4,5,25,2,3,0.6666666666666674,1.0,0,1.0,0,1
0.9393939393939394,1,1,39,34,87,42,33,4,43,65,158,4,19,2.066890495867767,1.412835743801654,0,0.6843226776857121,31,7
1.0,1,1,1,3,4,2,3,1,2,3,32,1,1,0.641025641025641,1.0,0,0.5610618245343097,0,4
1.0,1,1,3,13,24,4,13,2,12,18,98,2,5,1.2000000000000004,1.0,2,0.8720756595321052,5,10
1.0,1,1,16,27,78,18,25,3,40,59,121,3,15,3.152777777777777,1.833333333333336,1,0.7524426217713507,31,8
1.0,1,1,17,9,21,26,9,3,15,18,53,3,2,6.0,1.0,1,0.5660377358490569,9,8
1.0,1,1,3,6,38,4,6,2,33,35,86,2,1,10.982758620689657,1.0,1,0.8467816091954022,29,44
1.0,0,0,5,22,46,3,22,1,30,39,135,1,6,3.3177842565597686,1.0,5,0.7322751322751324,17,11
1.0,1,1,2,22,47,3,22,2,21,34,78,2,12,1.0,1.0,0,0.9089068825910932,12,3
1.0,1,1,15,19,53,18,19,2,28,39,89,2,10,2.8433333333333337,1.8300000000000003,1,0.6960233918128654,20,6
1.0,1,1,104,54,144,105,50,2,98,122,237,2,23,8.53409090909091,2.427272727272727,1,0.836931818181818,67,17
0.5,2,2,46,6,18,2,8,2,8,12,44,2,3,3.0,1.5,0,0.9772727272727268,6,6
1.0,1,1,53,61,142,57,59,5,83,111,243,5,28,4.5081807081807055,2.574603174603177,6,0.6777694000752528,49,11
0.666666666666667,2,2,195,21,83,42,42,3,31,48,153,3,16,2.375,2.0,0,0.718954248366013,27,10
1.0,1,1,11,11,25,21,10,3,17,21,55,3,3,5.714285714285714,1.5,2,1.0,10,10
0.6666666666666671,2,2,58,31,74,32,31,3,39,55,107,3,15,2.88888888888889,2.666666666666671,2,0.4672897196261678,24,5
1.0,1,1,13,27,58,15,27,2,36,47,99,2,9,3.4308035714285703,1.4848214285714292,2,0.7809045493197275,19,7
1.0,1,1,3,8,18,9,8,3,12,15,53,3,2,4.508620689655173,1.0,1,1.0,7,6
1.0,1,1,340,64,153,308,64,3,67,110,387,3,42,1.6578947368421098,1.1052631578947398,0,0.8888888888888888,46,7
