CountLineCodeDecl,CountPath_Mean,CountStmtDecl,CountLineCode,CountStmt,Added_lines,CountSemicolon,CountLine,CountLineBlank,Del_lines,MaxNesting_Mean,OWN_COMMIT,CountOutput_Max,OWN_LINE,CountInput_Mean,CountLineCodeExe,CountOutput_Mean,CountClassCoupled,CountStmtExe,RatioCommentToCode
36,5.71428571428571,35,137,75,524,51,229,21,62,2.5,0.3,10,0.296943231441048,6.0,53,5.85714285714286,6,40,0.52
175,7.421875,182,710,398,3320,263,1410,125,470,0.716216216216216,0.485714285714286,26,0.485106382978723,5.75,306,4.09375,30,216,0.81
10,2.0,10,25,16,128,11,63,7,0,0.75,0.5,5,0.328125,1.5,10,3.0,0,6,1.24
22,15.25,24,111,56,547,37,206,24,112,2.66666666666667,0.5,15,0.854368932038835,2.0,55,7.0,4,32,0.64
23,2.6,24,85,52,259,39,128,21,3,2.0,0.25,13,0.921875,2.2,39,5.8,4,28,0.26
20,3.625,21,88,47,318,30,158,16,0,0.454545454545455,0.5,10,0.477987421383648,1.75,34,2.625,6,26,0.61
31,1.5,29,106,47,396,38,198,17,0,0.272727272727273,0.5,7,0.434343434343434,1.33333333333333,68,2.83333333333333,6,18,0.83
170,3.64788732394366,164,858,414,2393,268,1265,100,119,0.795180722891566,0.266666666666667,28,0.732227488151659,3.28169014084507,378,3.47887323943662,15,250,0.36
162,2.48717948717949,180,784,433,3285,290,1474,172,442,0.65979381443299,0.454545454545455,21,0.835820895522388,3.32051282051282,350,3.74358974358974,11,253,0.66
31,13.0,31,96,62,388,46,189,13,5,1.83333333333333,0.2,12,0.899470899470899,10.0,42,6.5,5,31,0.83
170,3.04411764705882,171,760,416,3325,266,1395,143,585,0.868421052631579,0.37037037037037,18,0.612903225806452,4.58823529411765,318,3.27941176470588,26,245,0.65
30,6.14285714285714,22,85,45,479,29,232,15,17,0.777777777777778,0.333333333333333,17,0.472103004291845,7.85714285714286,30,4.0,7,23,1.55
178,1.96825396825397,186,644,367,2631,264,1260,107,202,0.567567567567568,0.238095238095238,23,0.858730158730159,3.82539682539683,301,4.20634920634921,47,181,0.79
8,1.0,8,17,11,99,8,49,5,1,0.0,0.333333333333333,4,0.938775510204082,2.0,4,2.5,1,3,1.59
138,4.22413793103448,158,908,480,3099,315,1484,142,137,1.24242424242424,0.227272727272727,22,0.388814016172507,16.051724137931,444,4.6551724137931,20,322,0.48
19,1.0,21,40,28,166,23,83,13,0,0.0,0.5,7,0.879518072289157,0.5,14,2.25,5,7,0.75
17,1.0,17,37,23,202,16,101,9,0,0.0,0.5,6,0.356435643564356,1.2,8,3.0,5,6,1.49
22,1.0,23,53,35,216,27,107,13,2,0.0,0.333333333333333,10,0.925233644859813,1.66666666666667,16,2.66666666666667,7,12,0.77
66,3.92307692307692,72,241,146,670,104,332,46,6,2.15789473684211,0.2,14,0.909638554216867,3.30769230769231,113,5.15384615384615,12,74,0.21
140,4.61111111111111,141,601,355,2237,252,1066,146,106,0.46969696969697,0.380952380952381,19,0.449343339587242,3.5,286,3.44444444444444,19,214,0.54
18,16.0,20,52,40,174,32,87,9,0,3.0,0.5,11,0.540229885057471,4.0,27,11.0,5,20,0.5
68,1.03846153846154,79,249,173,792,145,425,72,7,0.0857142857142857,0.4,12,0.254117647058824,1.61538461538462,137,4.46153846153846,36,94,0.42
53,1.90909090909091,76,288,161,1548,108,672,69,167,0.642857142857143,0.285714285714286,16,0.425595238095238,3.09090909090909,133,3.06060606060606,5,85,1.09
50,1.33333333333333,55,143,99,508,81,244,39,14,0.277777777777778,0.285714285714286,8,0.786885245901639,2.16666666666667,76,4.08333333333333,11,44,0.43
27,3.8,26,99,57,410,39,202,20,6,2.42857142857143,0.25,21,0.400990099009901,2.0,39,6.8,11,31,0.84
92,7.84615384615385,77,282,142,951,104,473,35,8,1.625,0.285714285714286,18,0.76271186440678,3.0,131,7.46153846153846,35,65,0.55
54,1.30769230769231,57,168,101,765,71,349,40,52,0.4,0.333333333333333,10,0.40974212034384,2.73076923076923,65,2.92307692307692,8,44,0.84
26,1.15384615384615,30,81,49,440,33,200,22,40,0.352941176470588,0.5,6,0.415,2.23076923076923,26,2.38461538461538,3,19,1.2
61,1.27272727272727,63,203,115,859,77,427,38,26,0.194444444444444,0.5,6,0.857476635514019,1.45454545454545,73,1.3030303030303,3,52,0.92
36,1.15384615384615,36,103,63,485,46,242,31,1,0.352941176470588,0.333333333333333,12,0.78099173553719,2.07692307692308,38,3.69230769230769,12,27,1.05
23,1.1,25,67,39,440,27,217,15,6,0.230769230769231,0.5,3,0.3963133640553,1.4,21,1.9,2,14,2.01
25,1.46153846153846,30,120,69,388,49,194,18,0,0.315789473684211,0.5,7,0.907216494845361,3.92307692307692,57,3.07692307692308,2,39,0.47
91,1.0,79,206,160,678,143,334,42,10,0.0,0.4,10,0.958083832335329,1.46666666666667,146,5.53333333333333,9,81,0.43
26,1.25,32,100,56,430,39,229,22,9,0.5625,0.5,7,0.681222707423581,2.08333333333333,38,3.08333333333333,10,24,1.07
62,5.58823529411765,67,253,150,816,103,459,51,86,0.894736842105263,0.5,18,0.479302832244009,2.41176470588235,112,5.17647058823529,13,83,0.61
12,1.66666666666667,12,49,27,196,16,98,8,0,0.5,0.5,4,0.612244897959184,2.0,16,2.33333333333333,3,15,0.84
23,1.33333333333333,22,52,33,219,24,103,15,11,0.5,0.666666666666667,7,0.970873786407767,1.33333333333333,15,2.16666666666667,4,11,0.69
19,4.25,19,69,40,274,28,127,11,6,1.16666666666667,0.5,10,0.637795275590551,3.5,29,5.75,6,21,0.68
23,1.83333333333333,22,72,41,229,29,113,19,3,1.25,0.25,14,0.955752212389381,1.33333333333333,31,4.16666666666667,2,19,0.31
13,1.0,13,41,25,228,17,114,10,0,0.0,0.5,4,0.491228070175439,4.14285714285714,13,3.0,2,12,1.54
6,1.0,6,13,9,84,7,42,3,0,0.0,0.5,4,0.571428571428571,1.0,4,4.0,0,3,2.0
6,1.5,6,22,10,86,6,86,5,0,0.8,1.0,1,1.0,3.0,9,1.0,1,4,2.68
9,1.5,9,32,16,153,12,76,11,1,0.75,0.666666666666667,8,0.736842105263158,2.0,17,5.0,4,7,1.03
14,1.0,14,38,22,254,14,127,10,0,0.0,0.5,3,0.755905511811024,3.0,11,2.42857142857143,0,8,2.08
12,1.0,12,38,27,170,22,80,7,10,0.0,0.5,9,0.575,3.25,18,6.75,6,15,0.92
5,1.0,5,12,6,43,3,43,4,0,0.0,1.0,1,1.0,0.5,1,1.0,2,1,2.25
27,1.0,29,61,51,278,42,137,19,2,0.0,0.333333333333333,14,0.579710144927536,1.14285714285714,29,2.85714285714286,12,22,0.93
19,2.0,17,35,23,153,18,75,13,3,1.0,0.333333333333333,5,1.0,1.0,18,5.0,2,6,0.77
7,1.0,7,69,55,234,51,117,14,0,0.0,0.5,4,0.863247863247863,0.666666666666667,54,2.66666666666667,0,48,0.49
11,1.0,13,30,18,136,13,68,8,0,0.0,0.5,4,0.735294117647059,0.5,10,1.75,2,5,1.0
19,1.0,18,52,31,265,22,127,11,11,0.0,0.25,6,0.62992125984252,2.625,15,2.625,2,13,1.25
4,1.0,4,9,5,72,3,36,2,0,0.0,0.5,2,0.611111111111111,2.0,2,2.0,0,1,2.78
13,1.0,15,35,21,192,15,96,12,0,0.0,0.5,4,0.854166666666667,1.8,11,1.6,3,6,1.4
46,1.45454545454545,49,151,89,823,59,359,31,96,0.541666666666667,0.571428571428571,7,0.486111111111111,3.31818181818182,51,2.81818181818182,5,40,1.17
15,1.66666666666667,14,62,30,282,18,141,10,0,1.125,0.5,4,0.872340425531915,2.66666666666667,20,2.83333333333333,2,16,1.11
10,1.5,10,24,15,212,11,106,8,0,0.8,0.5,4,0.594339622641509,2.0,9,2.5,1,5,3.08
5,1.0,6,18,10,92,7,46,3,0,0.0,0.5,6,0.347826086956522,1.0,6,4.5,3,4,1.39
3,1.0,3,7,4,35,2,34,1,0,0.0,1.0,2,0.371428571428571,0.0,1,2.0,0,1,3.71
10,1.0,10,34,17,192,9,87,9,0,0.0,0.333333333333333,3,0.747126436781609,1.57142857142857,8,2.42857142857143,2,7,1.29
5,1.0,5,10,6,76,4,38,3,0,0.0,0.5,2,0.605263157894737,1.0,2,2.0,0,1,2.5
11,3.0,10,23,15,68,11,67,4,0,2.0,1.0,9,1.0,3.0,8,9.0,4,5,1.74
5,1.0,5,10,6,76,4,38,4,0,0.0,0.5,3,0.421052631578947,0.0,2,3.0,1,1,2.4
23,1.4,25,87,49,354,34,177,15,0,0.538461538461538,0.5,8,0.943502824858757,2.4,35,2.7,4,24,0.86
11,1.0,11,27,19,143,16,68,8,7,0.0,0.4,16,0.5,1.5,12,9.0,11,8,1.22
12,7.66666666666667,12,46,26,214,17,107,15,0,0.8,0.5,8,0.383177570093458,4.66666666666667,20,4.33333333333333,1,14,1.0
8,1.0,8,16,10,100,7,50,5,0,0.0,0.5,3,0.74,1.5,3,2.5,2,2,1.81
24,1.5,23,43,32,176,28,87,7,0,0.666666666666667,0.5,10,0.715909090909091,0.5,20,9.0,6,9,0.86
4,1.0,4,9,5,76,3,38,5,0,0.0,0.5,2,0.657894736842105,0.0,2,2.0,0,1,2.67
14,1.33333333333333,14,30,20,210,15,104,10,0,0.6,0.5,6,0.971428571428571,2.0,8,3.33333333333333,1,6,2.13
4,1.0,4,6,4,38,3,36,2,2,0.0,0.5,0,0.861111111111111,1.0,0,0.0,1,0,4.67
18,1.28571428571429,19,48,30,222,20,109,15,4,0.444444444444444,0.5,3,0.36697247706422,2.71428571428571,13,2.14285714285714,5,11,0.96
6,1.0,6,12,8,76,6,38,4,0,0.0,0.5,3,0.631578947368421,1.0,3,3.0,1,2,1.83
27,1.5,27,74,44,437,31,233,24,3,0.166666666666667,0.333333333333333,8,0.397435897435897,4.375,22,1.5625,6,17,1.82
4,1.0,4,6,4,78,3,39,2,0,0.0,0.5,0,0.435897435897436,1.0,0,0.0,1,0,5.17
4,1.0,4,8,4,72,2,36,4,0,0.0,0.5,1,0.75,0.0,1,1.0,0,0,3.0
6,1.0,6,13,7,94,4,47,5,0,0.0,0.5,1,0.680851063829787,0.0,2,1.0,0,1,2.23
31,1.375,31,111,62,526,38,261,30,2,0.3,0.333333333333333,7,0.564885496183206,2.25,36,2.4375,3,31,1.08
9,1.0,11,27,15,165,10,82,8,83,0.0,0.5,3,0.731707317073171,1.8,7,1.8,5,4,1.74
5,1.0,5,10,6,90,4,45,4,0,0.0,0.5,2,0.622222222222222,1.0,3,2.0,0,1,3.1
6,1.0,6,16,9,102,6,51,4,0,0.0,0.5,3,0.607843137254902,2.0,5,2.5,3,3,1.94
17,1.0,16,43,26,265,18,132,12,1,0.0,0.333333333333333,6,0.818181818181818,1.85714285714286,12,2.57142857142857,6,10,1.79
6,1.0,6,13,9,86,7,42,5,2,0.0,0.333333333333333,4,0.785714285714286,2.0,6,4.0,1,3,1.85
30,2.3,30,95,55,407,38,197,20,11,0.666666666666667,0.3,10,0.715736040609137,2.3,36,2.7,7,25,0.86
18,1.0,18,20,18,361,17,184,15,0,0.0,0.333333333333333,1,0.71195652173913,2.5,0,0.142857142857143,2,0,7.45
5,1.0,5,9,5,74,3,37,4,0,0.0,0.5,1,0.756756756756757,0.0,1,1.0,0,0,2.67
13,1.0,14,35,23,83,18,83,9,0,0.0,1.0,4,1.0,3.0,14,3.0,6,9,1.11
6,1.0,6,13,8,48,5,47,6,0,0.0,1.0,1,0.708333333333333,3.0,3,1.0,1,2,2.15
4,1.0,4,6,4,86,3,43,2,0,0.0,0.5,0,0.627906976744186,1.0,0,0.0,1,0,5.83
95,7.84210526315789,92,329,195,1381,131,584,68,218,0.613636363636364,0.478260869565217,19,0.51027397260274,1.92105263157895,131,2.84210526315789,9,103,0.57
44,4.0,52,165,103,529,73,265,28,6,1.42857142857143,0.5,12,0.807547169811321,3.0,70,3.41666666666667,1,51,0.44
4,1.0,4,9,5,72,3,36,3,0,0.0,0.5,3,0.361111111111111,0.0,1,3.0,1,1,2.67
3,1.0,3,7,4,66,2,32,1,0,0.0,0.5,2,0.575757575757576,0.0,1,2.0,0,1,3.43
4,1.0,4,7,4,68,2,33,2,0,0.0,0.5,1,0.382352941176471,0.0,0,1.0,0,0,3.43
3,0.0,3,5,3,27,2,27,3,0,0.333333333333333,1.0,0,1.0,0.0,0,0.0,0,0,3.8
7,1.0,7,16,10,51,7,51,6,0,0.0,1.0,3,1.0,1.0,5,2.5,1,3,1.81
4,1.0,4,7,4,68,2,33,2,0,0.0,0.5,1,0.558823529411765,0.0,0,1.0,0,0,3.43
6,1.0,6,17,10,118,6,58,4,0,0.0,0.5,3,0.711864406779661,1.0,5,2.66666666666667,2,4,2.18
5,1.0,5,9,5,76,3,38,4,0,0.0,0.5,1,0.578947368421053,0.0,1,1.0,0,0,2.78
16,1.0,15,23,17,120,15,58,9,4,0.25,0.333333333333333,5,0.896551724137931,0.0,10,5.0,4,2,1.13
4,1.0,4,9,5,72,3,36,2,0,0.0,0.5,2,0.611111111111111,2.0,2,2.0,0,1,2.78
19,1.0,17,57,32,177,21,169,12,8,0.0,1.0,3,1.0,1.7,16,2.1,1,15,1.75
7,1.0,7,15,9,90,6,45,3,0,0.0,0.5,3,0.577777777777778,0.5,3,3.0,2,2,1.8
5,1.0,5,10,6,76,4,38,3,0,0.0,0.5,2,0.605263157894737,3.0,2,2.0,0,1,2.5
10,1.0,8,19,10,102,7,50,4,0,0.0,0.5,3,0.352941176470588,0.0,8,2.5,2,2,1.42
12,2.0,11,37,23,183,12,91,9,1,1.33333333333333,0.333333333333333,4,0.725274725274725,2.0,14,2.5,4,12,1.22
6,1.0,6,11,7,81,5,40,4,1,0.0,0.333333333333333,3,0.6,0.0,3,3.0,2,1,2.27
4,1.0,4,6,4,90,3,45,3,0,0.0,0.5,1,0.933333333333333,2.0,0,1.0,2,0,6.0
16,1.0,13,34,19,208,14,103,11,2,0.0,0.333333333333333,7,0.631067961165049,5.0,14,3.75,3,6,1.71
28,2.0,25,55,34,248,28,124,11,0,0.6,0.5,6,0.661290322580645,3.66666666666667,20,5.33333333333333,2,9,1.07
11,1.0,10,18,13,59,10,58,7,0,0.0,1.0,3,1.0,1.66666666666667,4,1.66666666666667,3,3,1.83
16,1.0,17,45,29,201,22,100,11,1,0.0,0.333333333333333,6,0.51,0.833333333333333,15,2.5,10,12,0.98
6,1.0,6,11,7,82,5,41,4,0,0.0,0.5,3,0.634146341463415,4.0,3,3.0,1,1,2.36
54,2.69230769230769,39,157,80,712,52,355,21,2,0.705882352941177,0.25,5,0.464788732394366,3.30769230769231,68,3.23076923076923,8,41,1.13
18,1.0,18,19,18,294,17,140,16,12,0.0,0.333333333333333,1,0.985815602836879,3.26666666666667,0,0.533333333333333,2,0,5.53
27,1.0,27,57,37,143,29,120,11,22,0.0,0.666666666666667,8,0.909090909090909,1.0,17,3.33333333333333,10,10,0.91
9,1.0,9,22,14,135,10,67,7,1,0.0,0.333333333333333,4,0.313432835820896,2.66666666666667,6,2.0,2,5,1.73
25,1.0,25,43,37,214,31,107,10,0,0.0,0.5,9,0.88785046728972,1.33333333333333,26,5.83333333333333,0,12,1.26
25,1.0,22,49,29,204,23,101,13,0,0.0,0.5,6,0.529411764705882,0.75,22,2.75,6,7,0.84
14,1.0,14,15,14,296,13,143,10,16,0.0,0.5,1,0.604166666666667,1.22222222222222,0,0.333333333333333,2,0,7.87
53,2.25,58,222,127,1277,84,452,48,342,0.956521739130435,0.181818181818182,17,0.831858407079646,4.55,93,4.2,6,69,0.83
124,4.03571428571429,123,674,386,3656,245,1827,83,0,0.844827586206897,0.5,7,0.931072210065646,8.30357142857143,324,2.98214285714286,0,263,1.59
4,1.0,4,8,4,41,2,39,3,2,0.0,1.0,1,0.512820512820513,0.0,0,1.0,0,0,3.5
10,1.0,10,26,14,155,8,77,9,1,0.0,0.333333333333333,4,0.883116883116883,1.0,4,2.2,5,4,1.62
33,1.0,31,104,53,429,40,214,33,1,0.0,0.333333333333333,10,0.864485981308411,1.25,42,2.75,5,22,0.74
12,1.0,12,21,17,102,15,51,8,0,0.0,0.5,6,0.372549019607843,3.0,8,6.0,2,5,1.05
12,1.0,12,22,19,113,17,55,7,3,0.0,0.333333333333333,9,0.636363636363636,0.0,13,9.0,5,7,1.18
12,1.0,12,25,16,151,11,74,8,1,0.0,0.333333333333333,4,0.626666666666667,3.33333333333333,4,3.0,1,4,1.64
9,1.5,9,20,13,126,9,62,9,0,0.75,0.5,3,0.317460317460317,1.5,7,2.0,0,4,1.65
8,1.0,8,21,11,218,7,60,6,120,0.0,0.4,2,1.0,0.666666666666667,7,1.33333333333333,0,3,1.57
17,1.0,17,46,26,257,17,127,14,3,0.0,0.333333333333333,5,0.417322834645669,3.42857142857143,13,3.0,6,9,1.46
4,1.0,4,6,4,105,3,52,3,1,0.0,0.333333333333333,1,0.923076923076923,0.0,0,0.5,0,0,7.17
8,1.0,8,14,11,68,8,34,4,0,0.0,0.5,3,0.5,2.0,3,2.0,2,3,1.14
4,1.0,4,8,4,66,2,33,2,0,0.0,0.5,1,0.575757575757576,1.0,1,1.0,0,0,2.88
6,1.0,6,15,11,92,9,46,6,0,0.0,0.5,2,0.782608695652174,1.0,6,2.0,4,5,1.67
10,1.0,10,21,13,177,9,59,6,59,0.0,0.333333333333333,2,1.0,0.666666666666667,4,1.66666666666667,5,3,1.52
49,2.47368421052632,49,169,88,761,57,379,28,3,0.619047619047619,0.666666666666667,8,0.387862796833773,3.78947368421053,59,2.05263157894737,11,39,1.08
7,1.0,7,15,9,92,6,46,4,0,0.0,0.5,1,0.41304347826087,0.5,2,1.0,3,2,1.8
18,1.0,16,20,16,288,15,144,13,0,0.0,0.5,1,0.458333333333333,0.7,0,0.5,1,0,5.55
8,1.0,8,20,11,118,7,57,6,6,0.0,0.6,2,0.315789473684211,2.33333333333333,6,1.33333333333333,0,3,1.55
10,3.5,11,34,21,138,15,69,4,8,1.5,0.333333333333333,4,0.884057971014493,0.5,15,2.5,1,10,0.91
29,3.0,26,73,44,323,34,147,16,20,1.83333333333333,0.25,20,0.662162162162162,2.66666666666667,30,8.66666666666667,15,18,0.79
4,1.0,4,9,5,76,3,38,4,0,1.5,0.5,1,0.526315789473684,0.0,2,1.0,0,1,2.78
25,1.0,25,55,39,228,31,113,16,2,0.0,0.333333333333333,4,0.814159292035398,0.0,28,4.0,1,14,0.76
24,1.5,22,75,37,342,25,169,16,4,0.818181818181818,0.5,5,0.479289940828402,2.625,25,2.625,2,15,1.04
