Del_lines,COMM,ADEV,CountLineCodeExe,DDEV,Added_lines,MAJOR_COMMIT,CountLineCode,CountOutput_Max,CountSemicolon,CountLineCodeDecl,CountStmtExe,CountLine,OWN_LINE,CountStmt,CountLineBlank,OWN_COMMIT,CountStmtDecl,CountOutput_Mean,CountInput_Mean
0,0,0,9,0,0,0,34,3,17,15,9,85,0.582350830068911,25,9,0.4363636363636364,15,1.9134199134199157,3.9515151515151503
104,5,5,72,2,148,2,88,3,73,71,8,118,0.7100458596521586,79,5,0.5122448979591835,70,1.5816326530612248,0.5102040816326536
269,5,5,117,2,547,2,226,9,90,64,88,278,0.971223021582734,152,48,0.8000000000000005,64,1.666666666666671,8.5
15,1,1,92,1,19,1,162,16,106,60,68,222,0.7358736942070271,131,37,1.0,63,6.13236905544598,4.1628314705237806
31,12,12,0,5,50,5,144,1,140,143,0,478,0.7949790794979077,141,74,0.6666666666666672,141,0.0296296296296295,2.4740740740740685
0,0,0,1,0,0,0,7,1,2,4,1,38,0.9625,5,1,0.0,4,1.5,3.0
0,0,0,3,0,0,0,18,2,9,10,3,66,0.6349281195818983,14,5,0.0114942528735632,10,1.7298850574712643,2.1053639846743297
0,0,0,4,0,0,0,14,1,6,6,3,20,1.0,10,4,0.0,6,1.095959595959596,0.2575757575757575
11,1,1,212,1,495,1,303,29,334,76,319,647,0.978656163230408,391,93,1.0,71,4.249853327640011,3.7695867236593585
255,11,11,187,4,281,4,329,18,148,99,148,433,0.6743648960739032,223,63,0.545454545454545,75,6.200000000000001,4.366666666666669
41,4,4,380,2,82,2,595,30,329,186,282,828,0.6372449797274381,455,128,0.7402777777777771,172,4.3969066015328995,6.971654613242679
344,27,27,168,1,782,1,323,18,186,129,130,416,1.0,250,38,1.0,120,3.702702702702699,2.297297297297299
83,3,3,216,2,121,2,281,18,158,36,174,359,0.5459610027855146,211,35,0.6666666666666672,37,8.85714285714286,9.285714285714285
0,0,0,0,0,0,0,192,1,190,191,0,233,0.3991416309012879,191,2,0.0,191,1.0,1.0
2,2,2,4,2,2,2,11,7,7,7,2,18,0.7777777777777781,9,5,0.5,7,7.0,0.0
0,0,0,0,0,0,0,5,1,3,4,0,35,1.0,4,1,0.0,4,0.5,2.3374999999999995
0,0,0,0,0,1,0,3,0,1,2,0,4,0.8888888888888891,2,1,0.4444444444444444,2,0.0,0.0
1,1,1,0,0,1,0,8,1,5,6,0,66,0.9652777777777776,6,5,0.8888888888888886,6,0.4444444444444433,1.0370370370370363
102,6,6,43,3,6,3,71,20,57,34,31,95,0.8842105263157889,64,21,0.5,33,8.66666666666667,2.66666666666667
0,1,1,99,1,5,1,392,3,195,195,98,528,0.363636363636364,293,99,1.0,195,2.0,1.9690721649484495
0,0,0,1,0,0,0,6,2,2,3,1,37,1.0,4,1,0.0,3,2.0,6.043478260869565
486,13,13,117,4,285,4,213,12,111,74,114,325,0.3630769230769229,175,41,0.384615384615385,61,4.69565217391304,3.478260869565218
0,0,0,18,0,0,0,43,3,19,17,13,84,1.0,30,11,0.0,17,1.5555555555555594,1.5555555555555594
13,7,7,76,1,316,1,230,7,99,91,81,303,1.0,171,46,1.0,90,2.1290322580645196,3.7419354838709697
1,1,1,35,1,1,1,57,12,47,28,24,105,0.3238095238095241,53,16,1.0,29,6.0,1.25
0,0,0,2,0,0,0,12,2,6,7,2,55,0.6264705882352939,9,3,0.0,7,2.0,3.3088235294117636
6,3,3,6,3,7,3,19,5,13,12,5,60,0.5833333333333326,17,8,0.3333333333333328,12,3.5,2.5
0,0,0,242,0,0,0,547,6,327,193,244,729,0.7626886145404658,439,101,0.0,195,2.6736842105263197,1.9894736842105296
195,8,8,51,2,164,2,104,10,50,37,33,212,0.8584650678169191,69,28,0.7797810884767407,35,2.960910973084885,5.074782608695651
7,3,3,163,1,369,1,302,38,293,91,254,362,1.0,346,60,1.0,92,3.108695652173908,5.02173913043478
23,1,1,10,1,3,1,24,7,13,12,5,68,0.7941176470588229,17,9,1.0,12,4.0,1.0
11,3,3,48,1,78,1,102,10,53,36,42,158,0.4939367051168293,76,24,0.9242424242424244,34,5.281385281385275,1.870129870129871
369,8,8,29,1,101,1,72,6,36,31,20,177,0.6711253071253072,53,24,0.7916666666666663,33,2.040143540669856,8.55842105263158
34,7,7,59,4,37,4,107,11,48,36,43,203,0.394088669950739,73,27,0.2857142857142858,30,7.555555555555558,7.222222222222217
27,3,3,70,1,28,1,121,13,79,45,55,182,0.6994548110865322,103,26,0.5921052631578949,47,5.289473684210525,4.965011961722488
33,6,6,16,1,103,1,50,3,25,25,13,152,0.8306308191233391,36,11,0.8030303030303032,23,1.4333333333333336,2.490909090909092
0,0,0,8,0,0,0,26,3,12,11,7,62,0.8735019616051345,19,6,0.0,11,1.7394822006472486,2.456310679611651
103,19,19,328,4,386,4,433,20,310,146,219,535,0.7644859813084107,365,59,0.6315789473684209,146,9.444444444444434,5.88888888888889
0,0,0,136,0,0,0,192,9,109,59,93,236,1.0,154,14,0.0,61,5.285714285714291,4.285714285714292
6,2,2,1,1,8,1,13,1,3,10,1,48,0.7291666666666671,11,4,1.0,10,0.1428571428571429,0.0
0,0,0,0,0,0,0,3,0,1,2,0,16,0.9999999999999996,2,1,0.0,2,0.0,2.571428571428571
4,2,2,24,1,70,1,52,8,32,20,22,66,0.9938862307283356,43,13,0.9192982456140346,20,4.634085213032576,2.2639933166248913
0,1,1,47,1,142,1,87,8,47,32,40,142,1.0,72,20,1.0,32,4.124999999999999,3.4196428571428563
40,11,11,27,5,32,5,82,8,31,37,24,178,0.3595505617977529,51,26,0.4545454545454549,27,2.8421052631578902,1.6315789473684197
143,8,8,222,5,178,5,340,31,198,87,171,455,0.4043956043956039,261,57,0.375,90,6.919999999999999,6.120000000000002
37,7,7,52,2,175,2,147,6,55,62,42,273,0.5668811121461576,93,44,0.6071881606765328,51,2.3846399099774933,2.297543135783943
14,2,2,304,1,14,1,378,7,198,170,122,451,0.8500442393353345,234,32,0.4000000000000003,111,4.167935635792775,4.719427001569854
29,3,3,28,1,170,1,70,4,28,23,26,140,0.9937867887508168,48,15,0.784090909090909,21,1.652024446142091,1.812070282658517
0,0,0,121,0,0,0,124,0,121,123,0,158,1.0,122,5,0.0,122,0.0,0.0
24,3,3,58,2,35,2,130,11,71,47,55,303,0.6171617161716171,101,44,0.6666666666666674,46,2.0714285714285694,7.714285714285713
231,9,9,68,2,426,2,116,16,74,44,52,194,0.8940707964601768,96,30,0.52625,43,6.166666666666666,3.237777777777775
2,2,2,8,1,62,1,22,4,10,8,7,59,0.992559523809524,16,6,0.9107142857142854,8,3.508928571428571,3.3392857142857135
218,20,20,165,6,482,6,271,28,171,82,145,344,0.8953488372093016,233,68,0.4499999999999998,88,5.719999999999999,4.920000000000002
19,7,7,151,4,250,4,196,18,152,42,129,229,0.4235807860262011,169,29,0.5714285714285711,40,6.0,3.375
19,3,3,162,1,30,1,253,16,147,74,119,342,0.8031102659207685,195,48,0.3221649484536082,76,5.393557415256998,3.4658819875683897
0,2,2,8,1,39,1,30,4,14,13,9,39,0.9772727272727272,22,8,0.5454545454545454,13,2.2435064935064903,2.525974025974027
67,11,11,57,4,78,4,140,8,58,55,50,212,0.3301886792452828,93,33,0.4545454545454549,43,3.76190476190476,4.0
0,0,0,0,0,0,0,19,1,17,18,0,24,1.0,18,5,0.0,18,0.785714285714286,1.1428571428571397
75,9,9,122,1,156,1,169,15,108,25,111,236,0.9915254237288136,130,26,1.0,19,10.25,8.375
34,4,4,41,3,142,3,58,2,39,36,13,112,0.925314009661836,47,11,0.4884615384615385,34,1.880000000000004,4.5400000000000045
0,0,0,0,0,0,0,40,1,36,37,0,76,0.7816828478964402,37,7,0.0,37,0.7911111111111114,0.3647619047619047
88,5,5,105,1,109,1,300,8,113,107,103,418,0.9288466478294376,205,95,0.952941176470588,102,2.329695656155559,10.340608687688846
0,1,1,15,1,84,1,69,3,38,38,15,84,1.0,53,15,1.0,38,1.1793650793650812,1.2124135124135145
7,5,5,53,2,14,2,102,15,56,40,38,157,0.6836895414900532,76,19,0.5207792207792202,37,5.41789321789322,2.564502164502165
0,0,0,2,0,0,0,12,2,6,7,2,46,0.8525798525798528,9,3,0.0,7,2.2162162162162167,3.283783783783784
0,0,0,5,0,0,0,21,3,11,11,5,72,0.5307841518956715,16,7,0.0,11,2.0012345679012347,3.8240740740740744
20,8,8,73,3,54,3,138,14,73,59,49,236,0.3820938017005882,96,30,0.5619047619047618,47,5.957983193277312,4.630252100840332
25,7,7,86,4,26,4,166,10,90,67,64,249,0.309709984405394,127,37,0.3499999999999999,63,4.074000000000001,3.9513333333333343
102,6,6,43,3,6,3,71,20,57,34,31,95,0.8842105263157889,64,21,0.5,33,8.666666666666668,2.66666666666667
1,2,2,0,1,38,1,17,1,15,16,0,37,1.0,16,15,1.0,16,1.0,0.0
52,9,9,188,4,103,4,316,15,162,87,146,406,0.6280788177339901,233,49,0.5555555555555561,87,5.081081081081081,2.243243243243239
0,1,1,2,1,78,1,64,2,57,59,2,78,1.0,61,6,1.0,59,1.3333333333333302,1.3333333333333302
0,0,0,2,0,0,0,10,2,5,6,1,34,0.8976710067852556,7,4,0.0,6,1.5365853658536588,2.329268292682927
101,2,2,14,2,107,2,41,6,21,17,14,107,0.94392523364486,31,11,0.5,17,2.1428571428571392,6.428571428571428
34,2,2,0,1,69,1,5,0,1,2,0,34,1.0,3,1,1.0,2,0.8499999999999999,1.6999999999999995
14,1,1,57,1,175,1,120,6,56,35,71,161,1.0,105,32,1.0,34,2.628552971576225,2.7476313522825153
0,0,0,1,0,0,0,8,1,4,5,1,40,0.8776009791921663,5,4,0.0,4,1.0,0.7558139534883718
100,6,6,25,3,111,3,52,7,28,24,19,90,0.822222222222222,39,13,0.5,20,4.285714285714291,2.8571428571428603
0,0,0,6,0,0,0,20,3,7,8,5,54,0.7045454545454544,13,5,0.0,7,1.7693181818181811,1.2306818181818189
3,1,1,42,1,2,1,74,8,48,28,32,140,0.6334032564179392,60,17,1.0,27,4.031914893617021,1.3882978723404256
16,5,5,68,3,15,3,145,15,82,59,52,235,0.446808510638298,113,32,0.5999999999999996,61,4.7058823529411775,3.4117647058823493
6,2,2,14,2,3,2,39,8,22,18,12,81,0.481481481481481,30,9,0.5,18,3.7999999999999985,4.0
10,6,6,44,3,81,3,83,34,51,39,29,202,0.702970297029703,63,23,0.666666666666667,34,11.75,5.0
16,4,4,214,1,504,1,364,11,224,116,178,487,0.9934193548387096,306,49,0.9596774193548386,127,3.4138225078513305,4.756203073979326
92,6,6,94,2,353,2,159,13,89,48,77,260,0.9541351770108794,123,42,0.691287878787879,45,4.703125,4.058779761904762
948,55,55,1435,6,935,3,2024,37,1421,479,1225,2766,0.8199566160520607,1695,527,0.8000000000000005,470,6.112745098039222,5.833333333333332
1,1,1,182,1,1,1,371,14,191,133,148,457,0.9890590809628004,286,56,1.0,138,3.775510204081628,2.367346938775511
0,0,0,5,0,0,0,23,4,13,13,5,72,0.5555555555555561,18,7,0.0,13,2.0,3.0
0,0,0,22,0,0,0,60,14,31,25,21,152,0.4605263157894741,45,16,0.0,24,2.5454545454545494,5.545454545454549
6,2,2,78,1,4,1,105,4,77,15,75,187,0.5508021390374331,89,21,1.0,14,2.700000000000001,0.5
0,0,0,9,0,0,0,20,6,12,7,9,54,1.0,16,7,0.0,7,3.3333333333333295,2.6666666666666705
0,0,0,5,0,0,0,22,3,11,11,5,70,0.5364267657225408,16,7,0.4307692307692308,11,1.7799999999999991,3.855384615384618
3,2,2,36,1,95,1,61,20,43,21,35,86,1.0,56,12,1.0,21,20.0,14.0
100,10,10,65,4,116,4,229,1,75,92,65,304,0.7852736549165116,147,75,0.5431818181818178,82,0.9766388888888892,0.1169999999999999
0,0,0,0,0,0,0,3,0,1,2,0,34,1.0,2,1,0.0,2,0.0,0.0
40,11,11,27,5,32,5,82,8,31,37,24,178,0.359550561797753,51,26,0.4545454545454549,27,2.84210526315789,1.63157894736842
0,0,0,4,0,0,0,21,2,10,11,4,70,0.6106784618210152,15,6,0.2807017543859649,11,1.635964912280701,7.144736842105263
0,0,0,15,0,0,0,24,3,16,19,1,58,0.9958071278825994,20,4,0.0,19,1.3456790123456748,1.0370370370370368
7,1,1,4,1,1,1,22,4,14,14,4,68,0.5588235294117647,18,5,1.0,14,3.333333333333329,3.333333333333329
5,7,7,83,2,280,2,192,9,87,63,81,275,0.7651964414612881,145,67,0.614285714285714,63,2.365754152823922,2.056996677740864
78,12,12,84,3,126,3,160,15,82,59,62,238,0.4237006980068959,115,35,0.6459156785243737,52,5.80869565217391,3.6937198067632826
4,3,3,5,2,54,2,56,2,13,45,4,94,0.8466302984169946,17,8,0.5982905982905987,12,1.066267066267067,3.6573426573426584
7,2,2,197,2,9,2,268,30,163,69,121,328,0.9238786620512036,190,23,0.4734848484848484,69,14.404310484524384,17.883892399935185
0,0,0,0,0,0,0,4,0,2,3,0,33,0.864612188365651,3,1,0.2105263157894736,3,0.7894736842105263,7.684210526315789
5,10,10,5,2,76,2,54,1,52,53,0,70,0.7558323648474732,53,2,0.5979680696661834,53,1.0,1.76986180349593
0,1,1,7,1,26,1,17,5,9,8,4,25,0.9592673992673998,13,4,0.8095238095238096,8,3.647619047619049,2.133333333333334
3,1,1,102,0,4,0,161,31,106,61,72,212,0.9654377880184338,136,18,0.625,63,7.845959595959592,4.391414141414137
66,4,4,45,2,72,2,67,21,40,15,38,135,0.6444444444444439,53,17,0.75,15,9.333333333333334,6.666666666666669
0,0,0,101,0,0,0,187,11,74,52,69,274,1.0,131,47,0.0,62,2.764705882352941,1.5294117647058798
33,2,2,0,1,66,1,3,0,1,2,0,33,1.0,2,2,1.0,2,0.0,0.0
0,1,1,105,1,74,1,168,8,80,45,67,243,0.9341563786008232,116,37,1.0,49,3.25,2.1666666666666705
0,0,0,9,0,0,0,12,0,10,11,0,43,0.6976744186046508,11,1,0.0,11,0.0,0.0
0,1,1,0,1,85,1,12,1,10,11,0,85,1.0,11,10,1.0,11,0.75,0.0
0,0,0,0,0,0,0,4,0,2,3,0,38,0.9029799029799028,3,1,0.0,3,0.5675675675675677,0.6486486486486487
20,8,8,209,4,522,4,377,17,211,140,147,500,0.8979999999999998,286,86,0.375,139,3.7021276595744705,2.9787234042553195
3,3,3,8,1,34,1,23,5,11,10,10,31,1.0,18,8,1.0,8,3.25,3.5
9,6,6,34,2,58,2,95,8,44,39,33,169,0.5857988165680473,70,30,0.8333333333333326,37,1.8260869565217397,10.304347826086996
0,0,0,21,0,5,0,65,2,28,28,18,115,0.9528717984327468,47,21,0.6451612903225806,28,1.2045119122917964,2.162977018764495
42,4,4,32,3,35,3,61,4,31,24,18,102,0.450980392156863,42,14,0.5,24,2.0,4.714285714285708
0,0,0,0,0,13,0,5,0,3,4,0,13,0.9999999999999996,4,2,0.9999999999999996,4,0.6987951807228915,1.6144578313253013
0,0,0,65,0,0,0,141,11,75,50,53,213,1.0,108,47,0.0,55,3.083333333333329,2.5416666666666705
1,1,1,44,1,115,1,84,5,38,30,30,114,1.0,60,19,1.0,30,2.75,2.6666666666666714
1,0,0,19,0,1,0,45,4,21,16,16,85,0.6967318054559012,32,11,0.6315789473684211,16,2.7811194653299927,2.6345029239766116
0,0,0,1,0,0,0,9,1,4,5,1,42,0.9983766233766236,7,5,0.0681818181818181,5,1.465909090909091,1.0
1,1,1,6,1,1,1,23,4,13,12,6,76,0.5131578947368423,18,10,1.0,12,2.5,3.0
0,2,2,26,1,153,1,49,4,15,9,20,153,1.0,29,9,1.0,9,2.4285714285714306,2.8571428571428603
12,3,3,17,2,5,2,60,4,41,38,12,174,0.2988505747126439,49,18,0.6666666666666672,37,1.1999999999999995,5.1599999999999975
5,3,3,63,2,7,2,111,11,66,37,50,181,0.4566607374645449,88,29,0.6666666666666674,38,4.622119815668198,8.265814830330955
6,3,3,13,1,15,1,44,7,24,21,13,109,0.4156021134842892,34,11,0.9134328358208949,21,2.2337420042643927,5.400479744136461
62,2,2,40,1,25,1,75,6,38,20,38,141,0.7267973856209154,59,20,0.6833333333333332,21,3.194871794871796,26.00769230769228
66,8,8,33,2,164,2,69,9,32,24,27,92,0.7393894415917839,51,19,0.7068452380952381,23,3.404166666666667,4.172916666666671
0,1,1,26,0,87,0,52,12,31,22,16,89,0.9791044776119404,39,7,0.9999999999999996,22,6.87704335465529,3.3653162757640356
0,1,1,54,1,1,1,95,13,52,31,39,139,0.9916083916083916,74,11,0.2999999999999999,35,5.187878787878787,2.7151515151515153
0,0,0,0,0,0,0,3,0,1,2,0,34,0.8895113102859578,2,1,0.0,2,0.0985915492957745,0.1126760563380281
20,7,7,73,3,15,3,133,13,62,43,55,229,0.4323144104803488,93,27,0.7142857142857136,38,5.142857142857139,2.3571428571428608
0,0,0,26,0,0,0,72,4,36,33,21,123,1.0,54,24,0.0,33,1.41176470588235,6.294117647058819
0,0,0,4,0,0,0,15,3,7,7,4,49,1.0,11,4,0.0,7,1.7333333333333365,2.241666666666663
0,0,0,67,0,0,0,107,13,57,28,55,152,0.9812709030100336,85,11,0.1304347826086956,29,6.652173913043479,2.7826086956521734
8,2,2,10,1,51,1,39,2,21,21,8,42,0.939437984496124,30,3,0.8062015503875971,21,1.41860465116279,1.1046511627906974
8,6,6,30,3,21,3,58,14,38,26,20,97,0.8585255478456434,47,9,0.4947368421052627,27,6.682894736842102,3.780263157894736
167,6,6,30,1,40,1,60,10,29,21,21,126,0.9504357298474946,41,14,0.9158496732026142,20,5.391176470588237,3.8566176470588234
0,0,0,0,0,0,0,3,0,1,2,0,34,1.0,2,1,0.0,2,0.0,0.0
29,3,3,84,1,241,1,147,10,70,39,71,212,0.9732629119607684,105,30,0.6643518518518523,33,3.016027037595663,3.433685268979384
0,2,2,104,1,32,1,185,7,89,55,81,251,0.4940239043824699,137,28,1.0,56,2.31818181818182,9.5
0,0,0,13,0,0,0,28,4,14,9,12,62,1.0,21,4,0.0,9,3.197163120567373,3.2326241134751785
7,2,2,22,2,3,2,51,13,28,21,18,95,0.378947368421053,39,11,0.5,21,4.799999999999999,4.3999999999999995
9,13,13,35,4,13,4,52,5,48,16,34,93,0.3978494623655909,50,4,0.3076923076923081,16,5.0,1.0
3,2,2,15,2,4,2,39,9,22,17,13,85,0.397085385878489,30,11,0.6333333333333327,17,3.3499999999999996,8.893749999999999
64,13,13,23,4,106,4,50,6,28,29,13,90,0.6444444444444439,36,10,0.384615384615385,23,3.799999999999998,3.4000000000000004
0,0,0,22,0,0,0,53,4,25,18,20,131,0.9956938735564692,37,14,0.0,17,1.88888888888889,2.6666666666666714
18,4,4,74,2,23,2,156,5,81,54,67,319,0.9686520376175554,122,51,0.5,55,1.71875,5.8125
0,0,0,0,0,0,0,4,1,2,3,0,33,0.8827038770053479,3,1,0.0,3,1.0,1.2857142857142858
0,0,0,7,0,0,0,25,3,12,11,7,62,0.8009615384615383,18,8,0.4374999999999999,11,2.109375,5.868749999999999
43,4,4,22,2,34,2,50,6,26,20,18,117,0.5042735042735041,42,10,0.75,24,3.75,6.25
0,0,0,1,0,0,0,9,1,2,3,1,41,1.0,5,1,0.0,3,2.0,1.9285714285714284
1,2,2,18,2,3,2,39,6,19,13,16,104,0.5288461538461541,29,13,0.5,13,3.3333333333333295,5.666666666666669
19,3,3,6,1,16,1,17,3,7,8,3,52,0.695892672858617,11,4,0.9411764705882352,7,2.9215686274509816,0.9215686274509808
0,0,0,9,0,0,0,33,4,17,16,9,105,0.4346600424249187,25,11,0.4615384615384615,16,1.5714285714285698,2.8021978021978016
0,0,0,2,0,0,0,9,5,3,4,2,41,1.0,6,2,0.0,4,3.5,3.0
0,0,0,20,0,0,0,25,1,21,23,0,42,1.0,23,4,0.0,23,1.0,0.0
13,6,6,13,3,20,3,38,7,18,19,11,83,0.457831325301205,26,11,0.5,15,4.333333333333329,2.66666666666667
28,15,15,162,5,98,5,293,14,160,95,141,458,0.3951965065502178,230,79,0.5999999999999996,89,4.243902439024391,6.512195121951217
2,2,2,49,2,102,2,75,9,40,21,34,100,0.9499999999999996,54,11,0.5,20,6.5,5.5
0,0,0,0,0,0,0,3,0,1,2,0,34,1.0,2,1,0.0,2,0.0,0.0
36,12,12,58,5,45,5,98,15,51,36,41,147,0.3129251700680271,72,14,0.5833333333333328,31,7.833333333333332,3.0
11,3,3,9,3,9,3,28,3,12,12,8,79,0.354430379746835,20,12,0.333333333333333,12,2.0,4.142857142857139
0,0,0,0,0,0,0,5,0,3,4,0,37,0.8756578947368423,4,3,0.525,4,0.475,2.525
0,0,0,13,0,0,0,43,3,19,17,13,86,0.7580733442802409,30,13,0.0,17,1.7681577681577705,1.694564694564697
0,0,0,3,0,0,0,14,2,4,7,2,53,0.6415094339622641,9,5,0.0,7,1.0,1.75
5,2,2,26,1,48,1,48,13,28,22,15,90,0.5333333333333331,37,6,1.0,22,8.333333333333329,1.3333333333333302
0,0,0,43,0,0,0,47,2,59,45,43,79,1.0,89,2,0.0,45,1.4894736842105267,0.986842105263158
48,5,5,53,2,66,2,78,8,53,36,30,117,0.630080548607403,66,13,0.7550034506556245,35,3.958592132505176,2.262939958592132
1,1,1,59,1,6,1,73,3,67,39,43,130,0.9846153846153848,85,5,1.0,42,1.6666666666666703,2.6666666666666705
22,7,7,29,3,49,3,63,13,37,35,16,145,0.7172413793103449,48,26,0.5714285714285712,32,4.4,2.7000000000000006
0,0,0,1,0,0,0,8,1,4,5,1,13,0.9508067689885876,6,3,0.4132231404958678,5,1.433884297520661,1.1033057851239676
7,1,1,17,1,7,1,36,8,19,14,10,72,0.8821945619167306,25,5,0.7350427350427345,14,5.247863247863248,3.9059829059829054
6,0,0,47,0,1,0,77,6,28,19,23,120,0.6366267445928805,42,13,0.5138888888888888,19,4.78564814814815,3.606481481481483
0,0,0,14,0,0,0,29,5,15,9,13,63,1.0,22,4,0.0,9,3.3333333333333286,8.81159420289855
0,1,1,0,0,7,0,6,1,4,5,0,7,1.0,5,1,0.9565217391304348,5,1.0,1.0
2,1,1,58,1,3,1,96,13,50,26,42,184,0.75,69,25,1.0,27,7.166666666666666,4.0
3,0,0,8,0,1,0,28,3,16,13,8,80,0.5375253565305061,22,8,0.6354166666666669,13,2.351041666666668,4.149305555555549
65,9,9,25,2,55,2,53,8,25,21,16,108,0.9814814814814824,35,12,0.8888888888888891,19,4.0,4.625
21,2,2,15,1,28,1,39,9,21,19,13,83,0.6506024096385539,32,14,1.0,19,3.75,11.875
0,1,1,2,1,27,1,9,2,5,5,1,27,0.9976452119309264,7,5,0.9897959183673468,5,2.0408163265306114,1.0
4,4,4,24,2,12,2,51,5,27,21,19,139,0.971223021582734,40,14,0.75,21,2.0,3.727272727272733
1,1,1,10,1,1,1,34,5,18,16,10,102,0.343137254901961,26,12,1.0,16,2.0,2.85714285714286
0,1,1,0,1,42,1,6,1,4,5,0,42,1.0,5,4,1.0,5,1.0,1.7000000000000015
0,0,0,2,0,0,0,9,2,3,4,2,41,1.0,6,2,0.0,4,2.0,7.0
1,1,1,30,1,1,1,53,13,37,25,19,96,0.354166666666667,43,11,1.0,24,6.3333333333333295,2.33333333333333
4,5,5,22,3,102,3,64,8,35,37,14,93,0.9784946236559132,46,20,0.4000000000000002,32,4.375,2.375
10,3,3,54,2,11,2,94,16,62,42,34,140,0.8334109972041006,77,21,0.603448275862069,42,6.926108374384235,2.899835796387521
0,0,0,36,0,0,0,79,9,44,38,24,142,0.8001200480192078,64,24,0.0,39,2.550838434921482,18.827521959009864
9,5,5,12,2,41,2,24,3,16,9,11,32,0.838620041039672,20,6,0.6620155038759696,9,3.191860465116279,0.8837209302325582
0,0,0,6,0,0,0,20,3,11,9,6,58,0.6591997766810254,16,6,0.2395833333333333,9,2.132812499999998,2.156076388888887
0,0,0,7,0,0,0,26,4,14,13,7,81,0.5327635327635329,20,9,0.0,13,2.123076923076922,5.446153846153847
0,0,0,0,0,0,0,4,0,2,3,0,18,1.0,3,2,0.0,3,0.0,18.0
0,0,0,4,0,0,0,16,2,6,7,4,50,1.0,11,4,0.0,7,1.5,1.25
0,0,0,6,0,0,0,25,3,13,13,6,76,0.5317454174391967,19,8,0.0,13,1.9272727272727272,3.616161616161619
0,0,0,49,0,0,0,77,12,51,25,34,151,0.721854304635762,61,16,0.0,27,5.800000000000001,3.0
2,4,4,57,2,9,2,95,11,42,26,35,138,0.398550724637681,61,11,0.75,26,6.375,2.25
15,5,5,65,2,207,2,118,11,55,36,46,192,0.9749331785900756,81,27,0.6604460093896712,35,3.028275232086333,3.7135300490727183
17,7,7,79,4,41,4,140,11,67,40,58,212,0.382075471698113,96,26,0.5714285714285711,38,5.333333333333329,2.555555555555559
17,7,7,79,4,41,4,140,11,67,40,58,212,0.382075471698113,96,26,0.571428571428571,38,5.33333333333333,2.55555555555556
0,0,0,9,0,0,0,21,7,10,7,7,55,0.949404761904762,15,6,0.0151515151515151,7,4.939393939393939,2.2727272727272725
1,1,1,30,1,1,1,53,13,37,25,19,96,0.354166666666667,43,11,1.0,24,6.3333333333333295,2.333333333333329
3,1,1,32,1,14,1,73,7,37,29,23,117,0.5555555555555561,52,14,1.0,29,1.8181818181818197,7.818181818181817
0,0,0,1,0,0,0,10,1,4,5,1,44,0.988727074150739,7,3,0.239766081871345,5,1.2651072124756333,1.5409356725146195
4,3,3,55,3,6,3,108,7,54,35,42,164,0.9512195121951224,78,26,0.333333333333333,36,3.882352941176469,1.5294117647058805
0,0,0,6,0,0,0,20,4,11,9,6,55,0.9794798743516694,15,5,0.3076923076923077,9,2.807692307692308,3.5702991452991455
0,2,2,23,1,71,1,65,1,63,64,0,71,1.0,64,3,1.0,64,1.0,2.487179487179489
