COMM,ADEV,CountClassCoupled,Del_lines,MAJOR_COMMIT,Added_lines,CountLineCodeExe,CountSemicolon,CountLineCode,DDEV,CountStmt,CountLine,CountStmtExe,CountLineComment,AvgLine,CountOutput_Max,CountLineCodeDecl,CountOutput_Mean,CountStmtDecl,CountLineBlank
1,1,16,0,1,2,221,197,338,1,271,413,167,41,20,16,93,9.0,104,34
2,2,4,2,2,9,178,161,340,2,236,651,131,233,10,10,134,2.8,105,78
1,1,0,0,1,3,0,2,4,1,3,36,0,30,9,1,3,1.0,3,2
1,1,2,0,1,5,48,50,72,1,58,111,37,23,33,13,27,9.5,21,16
0,0,3,0,0,0,411,327,732,0,475,805,300,22,6,19,236,3.15463917525773,175,51
1,1,0,1,1,2,9,11,25,1,15,50,6,18,4,2,11,1.2,9,7
1,1,3,0,1,2,15,20,34,1,27,61,9,19,7,7,18,4.33333333333333,18,8
1,1,0,0,1,3,0,4,7,1,5,44,0,33,5,1,6,1.0,5,4
2,2,15,111,1,873,293,279,487,1,353,806,175,231,15,27,204,5.11111111111111,178,95
2,2,4,0,2,45,225,210,314,2,240,398,113,36,13,10,159,7.81818181818182,127,49
2,2,0,1,1,3,6,10,20,1,14,52,4,23,6,4,13,2.5,10,9
1,1,7,0,1,5,11,18,32,1,21,62,4,22,9,9,24,6.5,17,8
1,1,4,0,1,87,25,38,57,1,44,86,11,20,7,7,41,3.4,33,9
2,2,0,1,2,82,59,65,118,2,95,196,45,49,4,13,49,2.79166666666667,50,29
1,1,1,0,1,49,0,5,7,1,6,49,0,38,5,1,6,0.5,6,4
3,3,2,2,2,16,21,26,55,2,39,97,16,28,4,6,25,2.33333333333333,23,15
2,2,0,63,1,327,0,1,1,1,1,264,0,247,0,0,1,0.0,1,16
5,5,37,2,2,8,628,432,772,2,483,998,310,143,56,32,346,12.2,173,86
1,1,1,0,1,2,11,19,39,1,26,95,7,39,5,4,26,1.6,19,17
0,0,2,0,0,0,2,3,9,0,6,36,2,24,3,1,4,1.0,4,3
2,2,8,1,2,6,34,41,60,2,45,102,22,29,17,18,30,6.66666666666667,23,13
2,2,17,0,1,6,100,109,155,1,125,250,73,61,24,15,63,7.28571428571429,52,34
2,2,2,0,2,410,86,77,140,2,97,205,39,30,10,8,64,2.83333333333333,58,35
3,3,6,108,2,91,216,137,384,2,200,1020,111,590,28,20,160,5.06451612903226,89,46
25,25,46,734,5,1289,766,523,1291,6,808,1840,502,406,18,42,390,5.17647058823529,306,145
1,1,0,0,1,37,6,3,14,1,10,37,5,22,11,4,3,4.0,5,1
2,2,1,6,2,186,48,47,118,2,74,183,40,43,6,6,47,2.0,34,23
6,6,12,16,4,58,167,172,230,4,198,346,155,79,137,13,48,7.5,43,37
5,5,29,4,3,208,428,422,596,3,508,803,335,122,43,36,169,13.8125,173,87
3,3,5,3,1,16,21,22,40,1,26,81,9,32,14,14,21,5.33333333333333,17,9
1,1,0,0,1,4,10,14,30,1,21,110,7,69,9,4,15,2.14285714285714,14,11
1,1,2,0,1,39,3,9,15,1,11,39,2,20,5,3,11,3.0,9,4
3,3,23,5,3,101,348,352,471,3,388,611,170,39,21,23,244,11.6363636363636,218,102
1,1,0,0,1,4,9,13,22,1,17,67,5,39,14,5,12,3.5,12,6
15,15,27,121,6,310,303,310,422,6,369,620,209,132,20,41,154,8.64,160,72
2,2,18,0,1,146,60,70,96,1,78,146,34,32,44,33,50,22.5,44,18
4,4,6,19,2,374,43,37,92,2,57,180,28,66,8,6,34,2.83333333333333,29,22
3,3,2,1,3,39,0,16,20,3,17,124,0,90,7,1,19,0.818181818181818,17,14
1,1,4,0,1,5,24,33,70,1,44,115,13,31,4,4,42,1.77777777777778,31,14
2,2,11,1,2,4,44,44,89,2,65,127,31,26,12,28,33,5.66666666666667,34,12
1,1,0,0,1,5,0,2,4,1,3,36,0,30,6,1,3,1.0,3,2
1,1,0,0,1,2,3,5,10,1,8,41,2,26,5,2,6,2.0,6,5
6,6,3,30,2,65,74,51,129,2,82,225,55,79,14,7,33,3.90909090909091,27,17
1,1,4,0,1,5,38,40,74,1,50,112,16,19,5,10,41,4.0,34,19
5,5,15,166,4,197,77,75,142,4,96,190,46,35,17,20,59,7.57142857142857,50,13
3,3,5,12,2,75,97,92,192,2,133,327,82,104,9,14,60,2.5,51,31
2,2,14,2,2,290,117,131,196,2,153,288,65,63,26,25,102,8.14285714285714,88,32
0,0,6,0,0,0,46,58,85,0,71,154,29,61,16,11,45,8.25,42,8
0,0,0,0,0,0,0,1,3,0,2,37,0,32,0,0,2,0.0,2,2
1,1,4,4,1,15,6,13,21,1,18,54,6,27,4,2,12,2.0,12,6
4,4,10,3,2,9,61,64,112,2,81,177,47,40,10,18,39,4.8,34,26
2,2,3,127,2,256,145,128,295,2,201,387,117,33,6,9,94,2.23684210526316,84,62
3,3,14,11,2,49,443,443,493,2,463,761,345,139,49,30,130,17.5,118,130
3,3,0,0,2,42,0,8,10,2,9,66,0,51,7,1,9,0.666666666666667,9,5
1,1,2,0,1,2,25,27,56,1,38,121,16,52,7,13,25,3.2,22,13
2,2,7,3,2,8,51,53,79,2,66,130,33,26,28,8,36,7.33333333333333,33,25
2,2,1,78,1,2,1,11,19,1,12,76,0,51,8,1,18,0.333333333333333,12,6
1,1,21,0,1,5,122,140,182,1,160,256,90,37,34,22,72,13.0,70,37
1,1,2,0,1,5,8,7,22,1,14,75,6,46,8,3,8,1.6,8,7
7,7,5,73,4,82,1,34,48,4,35,269,0,191,7,1,47,0.347826086956522,35,30
1,1,3,0,1,693,219,212,383,1,295,693,175,239,9,22,126,3.04,120,71
3,3,4,3,1,9,73,53,123,1,81,175,57,37,14,15,27,6.375,24,15
1,1,7,0,1,5,28,27,42,1,29,74,16,21,35,9,18,9.0,13,11
7,7,9,2,4,99,253,214,329,4,253,436,126,68,20,11,148,5.61111111111111,127,41
1,1,2,0,1,4,0,13,22,1,15,166,0,131,7,1,20,0.818181818181818,15,13
3,3,3,8,1,4,0,12,24,1,13,56,0,24,2,1,23,0.75,13,8
7,7,18,18,3,46,211,178,350,3,239,458,114,46,16,23,135,6.31578947368421,125,63
0,0,0,0,0,0,0,1,1,0,1,35,0,32,0,0,1,0.0,1,2
17,17,14,324,3,596,220,239,320,3,267,558,148,160,17,25,140,6.36,119,78
1,1,0,0,1,2,23,29,53,1,39,86,18,23,5,6,23,3.0,21,10
3,3,14,8,2,13,123,140,222,2,171,320,96,46,11,32,94,4.10526315789474,75,52
8,8,4,99,3,292,33,32,65,3,41,95,22,20,10,12,27,4.85714285714286,19,10
3,3,13,2,2,17,73,78,120,2,94,190,47,60,20,15,52,7.16666666666667,47,10
7,7,5,74,3,264,10,14,46,3,25,80,9,20,3,3,26,1.33333333333333,16,14
6,6,16,106,2,130,134,134,214,2,157,283,64,32,15,38,108,6.69230769230769,93,38
0,0,1,0,0,0,2,5,11,0,8,46,2,31,5,2,6,2.0,6,4
3,3,14,30,1,38,55,68,114,1,80,186,24,50,15,10,66,5.11111111111111,56,22
3,3,16,1,2,516,102,128,206,2,168,262,78,24,8,12,94,4.47368421052632,90,32
1,1,7,9,1,413,1426,1182,2606,1,1719,2876,1173,87,6,43,724,3.06084656084656,546,183
5,5,17,89,3,169,104,105,154,3,134,200,61,18,48,33,73,22.3333333333333,73,28
1,1,0,0,1,5,4,6,13,1,10,52,3,33,6,1,7,1.0,7,6
1,1,5,0,1,5,42,44,84,1,55,124,19,19,4,13,43,4.0,36,21
1,1,9,108,1,0,31,35,72,1,48,108,20,22,12,8,36,4.75,28,14
1,1,13,0,1,2,306,254,456,1,333,615,195,106,12,13,139,4.79411764705882,138,53
2,2,5,7,2,168,50,59,81,2,68,129,28,24,19,17,43,11.0,40,24
0,0,5,0,0,0,177,170,289,0,223,443,110,132,20,22,122,7.625,113,29
11,11,20,56,4,100,153,149,221,4,173,334,76,53,27,56,113,9.77777777777778,97,61
6,6,15,9,2,37,218,183,457,2,281,703,146,164,8,30,184,3.20689655172414,135,82
1,1,9,0,1,1,68,57,135,1,81,275,43,124,18,14,56,5.16666666666667,38,16
6,6,4,8,3,47,144,137,250,3,192,463,111,180,12,20,83,3.67857142857143,81,33
6,6,15,9,3,25,95,93,156,3,122,234,68,52,20,24,56,7.875,54,26
1,1,3,66,1,144,287,227,493,1,342,608,233,42,8,14,121,2.96153846153846,109,82
2,2,4,0,1,135,40,42,84,1,55,127,21,23,6,14,43,2.27272727272727,34,24
1,1,3,0,1,5,39,44,70,1,52,112,18,28,12,5,37,4.33333333333333,34,14
0,0,0,0,0,0,0,1,1,0,1,186,0,164,0,0,1,0.0,1,21
5,5,9,20,1,87,29,30,61,1,41,146,19,79,25,16,28,8.0,22,6
7,7,10,11,4,108,84,77,109,4,84,160,55,28,19,14,34,9.0,29,23
0,0,6,0,0,0,120,112,255,0,165,349,72,42,6,7,108,2.86111111111111,93,54
1,1,1,0,1,154,48,49,94,1,67,154,31,36,12,15,35,5.375,36,24
1,1,0,0,1,4,1,6,26,1,13,58,1,22,2,1,18,0.166666666666667,12,10
1,1,1,0,1,38,0,2,9,1,5,38,0,26,3,0,6,0.0,5,3
3,3,2,0,3,25,7,12,35,3,19,69,6,25,4,3,21,1.33333333333333,13,9
1,1,0,0,1,3,15,19,51,1,35,97,15,27,2,2,20,1.25,20,19
3,3,3,25,2,31,34,33,58,2,41,98,10,28,6,9,41,4.25,31,12
1,1,0,0,1,166,34,38,70,1,55,166,25,76,10,4,29,2.27272727272727,30,20
4,4,6,1,1,6,26,33,66,1,44,107,22,32,5,9,31,3.33333333333333,22,9
2,2,3,4,2,7,3,6,17,2,9,44,2,24,5,2,11,2.0,7,3
16,16,12,156,5,777,806,655,1286,5,909,1783,588,377,17,37,373,6.21518987341772,321,175
6,6,15,9,3,322,49,71,110,3,86,153,33,20,7,16,62,4.55555555555556,53,23
4,4,20,3,2,17,160,164,256,2,194,363,89,81,19,21,131,8.78571428571429,105,26
6,6,14,89,2,93,164,158,240,2,206,296,107,19,78,37,93,25.0,99,37
1,1,0,0,1,3,0,2,4,1,3,33,0,27,6,1,3,1.0,3,2
3,3,3,3,1,67,91,76,155,1,107,227,59,53,20,15,50,7.0,48,19
15,15,28,337,3,342,461,417,557,3,474,1025,311,328,119,77,168,24.625,163,140
2,2,11,1,2,49,103,116,226,2,149,395,73,134,14,18,118,3.84210526315789,76,36
1,1,0,0,1,2,30,29,64,1,41,138,19,64,12,9,29,3.14285714285714,22,10
2,2,4,97,1,194,367,290,615,1,431,748,301,54,9,22,139,3.39655172413793,130,93
5,5,9,10,4,364,98,75,173,4,100,354,40,141,11,13,75,3.44444444444444,60,41
1,1,1,0,1,2,6,8,13,1,11,40,5,23,10,4,6,4.0,6,4
5,5,0,28,3,87,2,3,7,3,5,28,1,19,3,1,4,1.0,4,2
9,9,16,14,2,18,55,66,108,2,77,150,32,22,12,34,56,7.0,45,20
0,0,7,0,0,0,599,444,1152,0,690,1258,464,20,6,17,354,3.32911392405063,226,86
1,1,0,0,1,3,5,11,27,1,17,55,5,19,3,3,16,2.0,12,9
2,2,5,3,1,3,32,36,71,1,50,121,22,38,9,7,32,4.33333333333333,28,12
6,6,14,87,3,132,152,135,252,3,183,357,88,68,13,23,96,4.78947368421053,95,38
5,5,5,18,4,40,80,74,142,4,102,256,52,99,16,12,55,4.88888888888889,50,15
4,4,3,31,3,77,0,17,19,3,18,123,0,89,6,1,18,0.769230769230769,18,15
1,1,0,0,1,3,0,2,4,1,3,34,0,28,2,0,3,0.0,3,2
8,8,19,86,2,284,208,221,319,2,268,441,139,71,27,16,130,7.8,129,52
2,2,11,2,2,208,71,68,118,2,81,206,44,56,19,12,52,7.85714285714286,37,32
6,6,9,12,4,19,64,56,103,4,71,144,38,28,17,17,37,7.2,33,17
8,8,14,63,2,101,159,150,242,2,187,322,91,48,9,31,102,5.84,96,32
4,4,7,7,3,19,12,19,35,3,25,66,8,24,8,7,21,5.33333333333333,17,7
4,4,4,27,3,61,26,33,82,3,53,138,22,35,4,3,41,1.5625,31,22
6,6,14,10,5,10,290,247,449,5,352,768,191,263,33,42,169,6.15789473684211,161,60
4,4,6,29,2,36,0,16,19,2,17,81,0,52,4,1,18,0.75,17,10
2,2,8,161,2,9,77,66,112,2,72,155,39,26,18,7,35,3.8,33,17
3,3,1,0,3,364,61,68,118,3,90,181,42,33,7,8,50,2.2,48,30
1,1,1,0,1,3,9,12,22,1,16,71,5,42,9,2,14,2.0,11,7
1,1,0,0,1,3,0,3,4,1,4,34,0,26,5,0,4,0.0,4,4
5,5,20,3,2,36,162,156,234,2,186,333,93,67,20,29,101,11.75,93,32
1,1,2,0,1,4,5,13,32,1,19,77,4,35,3,2,23,1.0,15,10
44,44,52,483,3,800,941,697,1454,8,977,2316,588,671,20,61,446,7.34408602150538,389,196
0,0,0,0,0,0,0,1,3,0,2,34,0,29,0,0,2,0.0,2,2
2,2,6,1,1,4,37,51,98,1,68,209,26,90,13,13,58,3.0,42,21
1,1,0,0,1,2,43,44,89,1,64,148,38,41,8,6,36,2.7,26,18
3,3,3,8,2,11,32,45,74,2,57,127,28,42,7,11,32,3.875,29,11
1,1,3,0,1,2,39,48,90,1,64,195,31,84,8,6,43,2.35714285714286,33,21
2,2,2,1,2,2,16,27,41,2,32,81,10,34,9,9,26,4.66666666666667,22,6
3,3,4,10,3,2,0,19,23,3,20,74,0,35,2,1,22,0.333333333333333,20,16
2,2,2,1,2,77,75,69,122,2,101,236,46,91,18,11,50,4.625,55,23
8,8,1,169,3,532,0,20,30,3,22,160,0,115,7,1,28,0.769230769230769,22,15
3,3,19,28,1,37,66,63,108,1,71,178,26,57,21,50,51,11.0,45,13
2,2,12,149,2,3,49,72,111,2,84,148,26,22,9,12,67,5.33333333333333,58,15
1,1,1,0,1,4,4,7,14,1,11,49,3,30,5,3,8,1.66666666666667,8,5
1,1,4,0,1,4,3,8,19,1,11,66,2,41,14,1,13,1.0,9,6
3,3,9,2,2,48,169,134,237,2,167,277,84,25,27,18,102,14.625,83,15
1,1,6,1,1,3,58,67,88,1,78,129,32,27,28,21,46,9.66666666666667,46,14
1,1,1,0,1,2,14,20,36,1,27,82,9,38,10,6,19,3.0,18,8
2,2,4,0,2,3,14,28,48,2,34,102,12,42,9,11,29,4.0,22,12
5,5,3,8,2,31,74,74,147,2,111,263,69,94,11,11,45,3.23529411764706,42,22
1,1,6,0,1,4,81,73,119,1,93,188,60,55,20,9,32,5.28571428571429,33,14
2,2,5,18,2,217,0,32,67,2,33,292,0,191,6,1,66,0.0344827586206897,33,34
1,1,0,0,1,5,28,17,41,1,32,78,25,33,24,5,7,4.0,7,4
1,1,1,0,1,88,13,14,38,1,23,88,11,39,6,6,17,2.85714285714286,12,11
12,12,11,203,2,547,379,309,682,2,459,1100,279,351,14,21,212,4.67241379310345,180,110
4,4,2,1,3,158,34,35,51,3,38,83,20,18,22,8,22,6.5,18,14
1,1,0,0,1,5,4,6,14,1,10,49,3,31,6,1,7,1.0,7,4
1,1,1,0,1,3,0,2,3,1,3,32,0,27,6,0,3,0.0,3,2
7,7,21,20,5,55,128,148,270,5,192,359,91,40,7,28,129,3.375,101,49
52,52,45,541,4,1386,1408,919,2174,8,1409,3376,942,988,19,41,550,5.65771812080537,467,226
1,1,1,0,1,4,29,30,63,1,41,166,18,92,21,8,24,3.0,23,11
1,1,4,0,1,5,45,51,75,1,58,104,18,17,9,8,50,5.16666666666667,40,12
1,1,2,0,1,2,12,16,38,1,25,105,10,57,7,4,17,2.0,15,10
13,13,15,170,4,131,231,192,454,4,284,728,150,205,10,13,169,3.11764705882353,134,70
1,1,14,0,1,5,72,94,119,1,101,176,44,19,18,21,65,9.2,57,38
0,0,2,0,0,0,21,37,90,0,57,136,18,25,3,4,54,1.33333333333333,39,21
1,1,6,0,1,5,34,43,70,1,53,108,19,22,6,7,38,3.42857142857143,34,16
1,1,1,0,1,3,5,7,14,1,10,37,3,19,4,3,7,2.5,7,4
2,2,7,1,2,3,79,80,160,2,106,277,56,70,11,15,67,4.06666666666667,50,47
2,2,0,0,2,248,64,59,122,2,91,246,50,102,9,7,47,2.2,41,24
2,2,33,0,1,12,364,345,553,1,399,672,215,25,14,11,264,5.75675675675676,184,94
1,1,4,0,1,5,27,31,44,1,36,72,17,19,6,3,22,1.5,19,9
1,1,3,295,1,0,100,67,174,1,107,295,73,89,14,9,42,3.6875,34,32
22,22,67,1973,4,2476,2267,2054,2802,6,2374,3642,1360,393,35,31,1010,13.1789473684211,1014,455
1,1,0,0,1,4,0,4,7,1,5,37,0,27,0,0,6,0.0,5,3
1,1,7,0,1,4,40,46,87,1,65,180,30,81,19,10,40,4.33333333333333,35,12
4,4,11,24,4,37,133,120,196,4,142,287,78,43,43,19,72,13.2,64,48
1,1,0,0,1,4,3,5,10,1,8,42,2,28,6,2,6,2.0,6,4
